"sex","age","year","stateFips","pop.old","pop.new","diff","percent.change"
1,5,2011,"19",102684,103146,462,0.449924038798644
1,5,2011,"20",103040,103603,563,0.546389751552795
1,5,2011,"21",144284,144659,375,0.259904078068254
1,5,2011,"22",156608,156654,46,0.0293727012668574
1,5,2011,"23",37714,37728,14,0.0371214933446466
1,5,2011,"24",186321,186471,150,0.080506223131048
1,5,2011,"25",194645,194988,343,0.176218243468879
1,5,2011,"26",318697,319275,578,0.181363489458639
1,5,2011,"27",181768,182161,393,0.216209673869988
1,5,2011,"28",104584,104730,146,0.139600703740534
1,5,2011,"29",198931,199450,519,0.26089448100095
1,5,2011,"30",31095,31329,234,0.752532561505065
1,5,2011,"31",66351,66624,273,0.411448207261383
1,5,2011,"32",93825,93115,710,0.756727950972555
1,5,2011,"33",38575,38648,73,0.189241736876215
1,5,2011,"34",286284,286461,177,0.0618267175252546
1,5,2011,"35",73614,73176,438,0.594995517157063
1,5,2011,"36",590299,590909,610,0.103337461184925
1,5,2011,"37",325379,324630,749,0.23019309789507
1,5,2011,"38",21094,21423,329,1.55968521854556
1,5,2011,"39",376066,376584,518,0.137741779368515
1,5,2011,"40",133957,134046,89,0.0664392304993393
1,5,2011,"41",121309,121352,43,0.0354466692496023
1,5,2011,"42",381762,382457,695,0.182050596968792
1,5,2011,"44",30890,30817,73,0.236322434444804
1,5,2011,"45",150793,150650,143,0.094831988222265
1,5,2011,"46",28833,29126,293,1.01619671903721
1,5,2011,"47",209490,209842,352,0.168027113466037
1,5,2011,"48",997795,993121,4674,0.468432894532444
1,5,2011,"49",129663,130087,424,0.327001534747769
1,5,2011,"50",17437,17533,96,0.55055342088662
1,5,2011,"51",261816,262266,450,0.171876432303603
1,5,2011,"53",220718,221388,670,0.303554762185232
1,5,2011,"54",54052,54196,144,0.266410123584696
1,5,2011,"55",187096,187524,428,0.228759567280968
1,5,2011,"56",19471,19660,189,0.970674336192286
1,55,2011,"01",153650,153796,146,0.0950211519687602
1,55,2011,"02",26332,26852,520,1.97478353334346
1,55,2011,"04",184033,184077,44,0.0239087554949384
1,55,2011,"05",91058,90910,148,0.162533769685256
1,55,2011,"06",1108638,1110555,1917,0.172914873926385
1,55,2011,"08",166742,166452,290,0.173921387532835
1,55,2011,"09",121298,121502,204,0.168180843872117
1,55,2011,"10",28270,28336,66,0.233463035019455
1,55,2011,"11",16397,16538,141,0.859913398792462
1,55,2011,"12",588335,590241,1906,0.323965087917598
1,55,2011,"13",281384,282117,733,0.260498109345236
1,55,2011,"15",46501,46317,184,0.395690415259887
1,55,2011,"16",49497,49330,167,0.337394185506192
1,55,2011,"17",403602,403943,341,0.0844891749793113
1,55,2011,"18",211495,211340,155,0.0732877845811958
1,55,2011,"19",104682,104307,375,0.358227775548805
1,55,2011,"20",92477,92358,119,0.128680644917115
1,55,2011,"21",143382,143031,351,0.244800602586099
1,55,2011,"22",146124,146402,278,0.190249377241247
1,55,2011,"23",50848,50829,19,0.0373662680931403
1,55,2011,"24",184943,185100,157,0.0848910204765793
1,55,2011,"25",214711,215050,339,0.15788664763333
1,55,2011,"26",341229,341271,42,0.0123084497507539
1,55,2011,"27",179944,179933,11,0.00611301293735829
1,55,2011,"28",91260,91413,153,0.167652859960552
1,55,2011,"29",194310,194332,22,0.0113221141474963
1,55,2011,"30",38304,38110,194,0.506474519632414
1,55,2011,"31",59984,59686,298,0.49679914643905
1,55,2011,"32",82737,82824,87,0.10515247108307
1,55,2011,"33",49348,49361,13,0.0263435194942044
1,55,2011,"34",281749,282780,1031,0.365928539231728
1,55,2011,"35",66764,66600,164,0.245641363609131
1,55,2011,"36",608370,609309,939,0.154346861285073
1,55,2011,"37",294369,294289,80,0.0271767747283172
1,55,2011,"38",24513,24324,189,0.771019459062538
1,55,2011,"39",393680,393669,11,0.00279414753098964
1,55,2011,"40",118386,118211,175,0.147821532951531
1,55,2011,"41",134346,133947,399,0.296994328078246
1,55,2011,"42",442680,442440,240,0.0542152344808891
1,55,2011,"44",35102,35148,46,0.131046664007749
1,55,2011,"45",146044,145728,316,0.216373147818466
1,55,2011,"46",28395,28233,162,0.570522979397781
1,55,2011,"47",203599,203536,63,0.0309431775205183
1,55,2011,"48",721733,722533,800,0.110844315002917
1,55,2011,"49",68582,68608,26,0.0379108220815958
1,55,2011,"50",24430,24384,46,0.18829308227589
1,55,2011,"51",254475,254894,419,0.164652716376854
1,55,2011,"53",227704,227152,552,0.242419983838668
1,55,2011,"54",68898,68531,367,0.532671485384191
1,55,2011,"55",198366,198108,258,0.130062611536251
1,55,2011,"56",21561,21478,83,0.384954315662539
1,60,2011,"01",137935,138085,150,0.108746873527386
1,60,2011,"02",20174,20820,646,3.2021413700803
1,60,2011,"04",175504,175245,259,0.147574984045948
1,60,2011,"05",84008,83852,156,0.185696600323779
1,60,2011,"06",929049,930423,1374,0.147893168175199
1,60,2011,"08",142168,142314,146,0.10269540262225
1,60,2011,"09",101166,100957,209,0.206591147223375
1,60,2011,"10",26447,26313,134,0.506673724808107
1,60,2011,"11",14316,14283,33,0.230511316010059
1,60,2011,"12",560512,560487,25,0.00446020781000228
1,60,2011,"13",246662,246597,65,0.026351849899863
1,60,2011,"15",42460,42580,120,0.282618935468676
1,60,2011,"16",44178,44240,62,0.140341346371497
1,60,2011,"17",338332,339161,829,0.245025596159985
1,60,2011,"18",179263,179483,220,0.122724711736387
1,60,2011,"19",89025,89323,298,0.334737433305251
1,60,2011,"20",78429,78433,4,0.00510015427966696
1,60,2011,"21",127966,127987,21,0.0164106090680337
1,60,2011,"22",123999,124416,417,0.336293034621247
1,60,2011,"23",46810,46787,23,0.0491348002563555
1,60,2011,"24",158422,158193,229,0.144550630594236
1,60,2011,"25",186759,186600,159,0.0851364592871026
1,60,2011,"26",292387,293224,837,0.28626443720138
1,60,2011,"27",148259,149019,760,0.512616434752696
1,60,2011,"28",81116,81128,12,0.0147936288771636
1,60,2011,"29",168495,168689,194,0.115136947683908
1,60,2011,"30",34476,34521,45,0.130525583014271
1,60,2011,"31",50339,50528,189,0.375454419038916
1,60,2011,"32",77482,77354,128,0.165199659275703
1,60,2011,"33",42768,42772,4,0.00935278713056491
1,60,2011,"34",237597,237402,195,0.0820717433300926
1,60,2011,"35",61152,61131,21,0.0343406593406593
1,60,2011,"36",526662,527334,672,0.127596067306925
1,60,2011,"37",268089,267636,453,0.168973736333829
1,60,2011,"38",19615,19793,178,0.907468773897527
1,60,2011,"39",340538,340980,442,0.129794619102714
1,60,2011,"40",103440,103329,111,0.107308584686775
1,60,2011,"41",122894,123250,356,0.289680537699155
1,60,2011,"42",380879,381201,322,0.0845412847649779
1,60,2011,"44",30198,30108,90,0.29803298231671
1,60,2011,"45",139508,139080,428,0.306792442010494
1,60,2011,"46",23899,24074,175,0.732248211222227
1,60,2011,"47",187189,186719,470,0.251083129884769
1,60,2011,"48",601485,601499,14,0.00232757259117019
1,60,2011,"49",56424,56580,156,0.276478094427903
1,60,2011,"50",21839,21914,75,0.343422317871697
1,60,2011,"51",223045,222590,455,0.203994709587751
1,60,2011,"53",197985,197685,300,0.151526630805364
1,60,2011,"54",65320,65328,8,0.0122473974280465
1,60,2011,"55",166788,167655,867,0.519821569897115
1,60,2011,"56",18007,18061,54,0.299883378686067
1,65,2011,"01",100300,100354,54,0.0538384845463609
1,65,2011,"02",11888,12387,499,4.19751009421265
1,65,2011,"04",139375,138725,650,0.466367713004484
1,65,2011,"05",64287,64007,280,0.435546844618663
1,65,2011,"06",641851,645042,3191,0.497155881972607
1,65,2011,"08",93189,93693,504,0.540836364807005
1,65,2011,"09",73104,73313,209,0.28589406872401
1,65,2011,"10",20027,20074,47,0.234683177710091
1,65,2011,"11",9836,9797,39,0.396502643350956
1,65,2011,"12",460543,459855,688,0.149388873568809
1,65,2011,"13",174002,173749,253,0.145400627578993
1,65,2011,"15",30451,30713,262,0.860398673278382
1,65,2011,"16",32521,32499,22,0.067648596291627
1,65,2011,"17",233307,233297,10,0.00428619801377584
1,65,2011,"18",125232,125168,64,0.051105148843746
1,65,2011,"19",60858,60844,14,0.0230043708304578
1,65,2011,"20",53015,53057,42,0.0792228614543054
1,65,2011,"21",90050,89607,443,0.491948917268184
1,65,2011,"22",85604,85570,34,0.0397177701976543
1,65,2011,"23",32870,32861,9,0.0273805902038333
1,65,2011,"24",109159,109344,185,0.169477551095191
1,65,2011,"25",128623,129203,580,0.45093023798232
1,65,2011,"26",205510,205322,188,0.0914797333463092
1,65,2011,"27",101020,101084,64,0.0633537913284498
1,65,2011,"28",57600,57832,232,0.402777777777778
1,65,2011,"29",123508,123095,413,0.334391294491045
1,65,2011,"30",24270,24247,23,0.0947672023073754
1,65,2011,"31",34249,34204,45,0.131390697538614
1,65,2011,"32",58785,58786,1,0.00170111422982053
1,65,2011,"33",29273,29269,4,0.0136644689645749
1,65,2011,"34",168349,168770,421,0.250075735525605
1,65,2011,"35",43682,43588,94,0.215191612105673
1,65,2011,"36",363867,365502,1635,0.44934000610113
1,65,2011,"37",196256,196497,241,0.122798793412685
1,65,2011,"38",13274,13292,18,0.135603435287027
1,65,2011,"39",229799,229643,156,0.0678854129043207
1,65,2011,"40",77005,76627,378,0.49087721576521
1,65,2011,"41",85872,85921,49,0.0570616731880007
1,65,2011,"42",264779,265270,491,0.185437666884458
1,65,2011,"44",21039,21069,30,0.142592328532725
1,65,2011,"45",106135,105961,174,0.163942149149668
1,65,2011,"46",16187,16237,50,0.308889849879533
1,65,2011,"47",137319,136803,516,0.375767373779302
1,65,2011,"48",422327,422299,28,0.0066299336769849
1,65,2011,"49",39647,39580,67,0.168991348651853
1,65,2011,"50",14954,15010,56,0.374481744014979
1,65,2011,"51",157544,157729,185,0.11742751231402
1,65,2011,"53",138437,138093,344,0.248488482125443
1,65,2011,"54",45402,45337,65,0.143165499317211
1,65,2011,"55",113246,113889,643,0.56779047383572
1,65,2011,"56",12077,12023,54,0.447130909994204
1,70,2011,"01",74411,74221,190,0.255338592412412
1,70,2011,"02",7015,7372,357,5.08909479686386
1,70,2011,"04",107954,107636,318,0.294569909405858
1,70,2011,"05",48579,48553,26,0.0535210687745734
1,70,2011,"06",461329,462372,1043,0.226085938668499
1,70,2011,"08",63273,63316,43,0.0679594771861615
1,70,2011,"09",48752,49011,259,0.531260255989498
1,70,2011,"10",14811,14851,40,0.270069542907299
1,70,2011,"11",6858,6864,6,0.0874890638670166
1,70,2011,"12",368967,368433,534,0.144728390343852
1,70,2011,"13",119482,119321,161,0.134748330292429
1,70,2011,"15",20073,20252,179,0.891745130274498
1,70,2011,"16",24003,23984,19,0.0791567720701579
1,70,2011,"17",168059,168077,18,0.0107105242801635
1,70,2011,"18",91323,91159,164,0.179582361508054
1,70,2011,"19",47040,46949,91,0.193452380952381
1,70,2011,"20",38919,38851,68,0.174721858218351
1,70,2011,"21",66135,66039,96,0.145157632116126
1,70,2011,"22",62359,62167,192,0.307894610240703
1,70,2011,"23",22941,22902,39,0.170001307702367
1,70,2011,"24",75359,75341,18,0.0238856672726549
1,70,2011,"25",88622,88841,219,0.247116968698517
1,70,2011,"26",145137,145736,599,0.412713505170976
1,70,2011,"27",73988,74034,46,0.0621722441476996
1,70,2011,"28",43269,43253,16,0.0369779749936444
1,70,2011,"29",91646,91553,93,0.101477424001048
1,70,2011,"30",17759,17698,61,0.343487808998254
1,70,2011,"31",25628,25465,163,0.636023099734665
1,70,2011,"32",42683,42622,61,0.142914040718787
1,70,2011,"33",19601,19553,48,0.244885465027295
1,70,2011,"34",118542,118729,187,0.157749995782086
1,70,2011,"35",32290,32157,133,0.411892226695571
1,70,2011,"36",264816,265627,811,0.306250377620688
1,70,2011,"37",139076,139055,21,0.0150996577410912
1,70,2011,"38",9766,9792,26,0.266229776776572
1,70,2011,"39",171693,171357,336,0.195698135625797
1,70,2011,"40",57525,57520,5,0.00869187309865276
1,70,2011,"41",60520,60519,1,0.00165234633179114
1,70,2011,"42",197121,196638,483,0.245027166055367
1,70,2011,"44",14219,14223,4,0.0281313735143118
1,70,2011,"45",74622,74574,48,0.0643241939374447
1,70,2011,"46",12205,12171,34,0.278574354772634
1,70,2011,"47",97886,97862,24,0.024518317226161
1,70,2011,"48",297836,297905,69,0.0231671121019622
1,70,2011,"49",28975,28954,21,0.0724762726488352
1,70,2011,"50",10149,10163,14,0.137944625086215
1,70,2011,"51",110561,110618,57,0.0515552500429627
1,70,2011,"53",94430,94299,131,0.138727099438738
1,70,2011,"54",34280,34245,35,0.102100350058343
1,70,2011,"55",83123,83300,177,0.212937454134235
1,70,2011,"56",8492,8466,26,0.306170513424399
1,75,2011,"01",53326,53362,36,0.0675092825263474
1,75,2011,"02",4127,4336,209,5.06421129149503
1,75,2011,"04",79034,78921,113,0.14297644051927
1,75,2011,"05",34914,34901,13,0.0372343472532508
1,75,2011,"06",342753,343213,460,0.13420743217419
1,75,2011,"08",44629,44641,12,0.0268883461426427
1,75,2011,"09",37682,37551,131,0.347646090971817
1,75,2011,"10",10773,10748,25,0.232061635570407
1,75,2011,"11",4776,4762,14,0.293132328308208
1,75,2011,"12",284038,284140,102,0.0359106880065343
1,75,2011,"13",80176,80208,32,0.039912193175015
1,75,2011,"15",14948,14907,41,0.274284185175274
1,75,2011,"16",16626,16702,76,0.457115361482016
1,75,2011,"17",123707,123762,55,0.0444598931345841
1,75,2011,"18",65446,65465,19,0.029031568010268
1,75,2011,"19",36300,36360,60,0.165289256198347
1,75,2011,"20",30404,30260,144,0.473621891856335
1,75,2011,"21",46157,46002,155,0.33581038629027
1,75,2011,"22",44135,44193,58,0.131414976775802
1,75,2011,"23",17638,17667,29,0.164417734437011
1,75,2011,"24",54108,53983,125,0.231019442596289
1,75,2011,"25",69013,68857,156,0.226044368452321
1,75,2011,"26",106124,106117,7,0.00659605744223738
1,75,2011,"27",55178,55215,37,0.0670557106093008
1,75,2011,"28",29772,29815,43,0.144431009001747
1,75,2011,"29",68544,68363,181,0.2640639589169
1,75,2011,"31",20083,20073,10,0.0497933575661007
1,75,2011,"32",28719,28702,17,0.0591942616386364
1,75,2011,"33",14496,14462,34,0.234547461368653
1,75,2011,"34",90035,90100,65,0.0721941467207197
1,75,2011,"35",23397,23386,11,0.0470145745181006
1,75,2011,"36",199869,200469,600,0.300196628791859
1,75,2011,"37",98755,98786,31,0.0313908156549036
1,75,2011,"38",8035,8034,1,0.0124455507156192
1,75,2011,"39",127219,127109,110,0.0864650720411259
1,75,2011,"40",42158,42125,33,0.0782769581099673
1,75,2011,"41",42236,42162,74,0.175205985415286
1,75,2011,"42",152774,152447,327,0.214041656302774
1,75,2011,"44",11033,10960,73,0.661651409408139
1,75,2011,"45",51456,51455,1,0.00194340796019901
1,75,2011,"46",9667,9681,14,0.144822592324403
1,75,2011,"47",68022,67857,165,0.242568580753286
1,75,2011,"48",214126,214174,48,0.0224167079196361
1,75,2011,"49",21577,21675,98,0.454187329100431
1,75,2011,"50",7277,7276,1,0.0137419266181119
1,75,2011,"51",77184,77262,78,0.101057213930348
1,75,2011,"53",65924,65760,164,0.248771312420363
1,75,2011,"54",23501,23586,85,0.361686736734607
1,75,2011,"55",62596,62870,274,0.437727650329094
1,75,2011,"56",5782,5791,9,0.155655482531996
1,80,2011,"01",34411,34454,43,0.124960041847084
1,80,2011,"02",2689,2764,75,2.78914094458907
1,80,2011,"04",54326,54361,35,0.0644258734307698
1,80,2011,"05",22714,22645,69,0.303777406005107
1,80,2011,"06",252531,252466,65,0.0257394141709335
1,80,2011,"08",31161,31258,97,0.311286544077533
1,80,2011,"09",30578,30377,201,0.65733533913271
1,80,2011,"10",7543,7530,13,0.172345220734456
1,80,2011,"11",3522,3504,18,0.511073253833049
1,80,2011,"12",212002,212026,24,0.0113206479184159
1,80,2011,"13",50825,50687,138,0.271519921298574
1,80,2011,"15",11917,11834,83,0.696484014433163
1,80,2011,"16",11349,11281,68,0.599171733192352
1,80,2011,"17",92820,92416,404,0.435251023486318
1,80,2011,"18",47658,47567,91,0.190943807965085
1,80,2011,"19",27985,27971,14,0.0500268000714669
1,80,2011,"20",23117,23119,2,0.0086516416490029
1,80,2011,"21",30768,30662,106,0.344513780551222
1,80,2011,"22",30327,30272,55,0.181356546971346
1,80,2011,"23",12417,12394,23,0.185229926713377
1,80,2011,"24",39049,39033,16,0.0409741606699275
1,80,2011,"25",53570,53223,347,0.647750606682845
1,80,2011,"26",80785,80339,446,0.552082688617937
1,80,2011,"27",41584,41480,104,0.250096190842632
1,80,2011,"28",19893,19941,48,0.241290906348967
1,80,2011,"29",47905,47882,23,0.0480116898027346
1,80,2011,"30",8914,8863,51,0.572133722234687
1,80,2011,"31",15407,15412,5,0.0324527812033491
1,80,2011,"32",18013,18102,89,0.494087603397546
1,80,2011,"33",10418,10352,66,0.633518909579574
1,80,2011,"34",69817,69478,339,0.48555509403154
1,80,2011,"35",16140,16123,17,0.105328376703841
1,80,2011,"36",151937,152085,148,0.0974087944345354
1,80,2011,"37",65225,65141,84,0.12878497508624
1,80,2011,"38",6240,6280,40,0.641025641025641
1,80,2011,"39",96158,95620,538,0.559495829780153
1,80,2011,"40",28513,28377,136,0.476975414723109
1,80,2011,"41",31067,30950,117,0.376605401229601
1,80,2011,"42",120813,120365,448,0.370821020916623
1,80,2011,"44",9164,9020,144,1.57136621562636
1,80,2011,"45",31969,32009,40,0.125121211173324
1,80,2011,"46",7520,7496,24,0.319148936170213
1,80,2011,"47",44492,44458,34,0.0764182324912344
1,80,2011,"48",144571,144264,307,0.212352408159313
1,80,2011,"49",15517,15499,18,0.116001804472514
1,80,2011,"50",5330,5258,72,1.35084427767355
1,80,2011,"51",52602,52746,144,0.273753849663511
1,80,2011,"53",47304,46998,306,0.646879756468798
1,80,2011,"54",17018,17007,11,0.0646374427077212
1,80,2011,"55",48350,48264,86,0.177869700103413
1,80,2011,"56",4267,4278,11,0.257792359971877
1,85,2011,"01",23745,23946,201,0.846493998736576
1,85,2011,"02",1760,1789,29,1.64772727272727
1,85,2011,"04",40861,40583,278,0.680355351068256
1,85,2011,"05",17414,17279,135,0.77523831400023
1,85,2011,"06",223413,221531,1882,0.842386074221285
1,85,2011,"08",24794,24512,282,1.13737194482536
1,85,2011,"09",28013,27755,258,0.921000963838218
1,85,2011,"10",5398,5382,16,0.296406076324565
1,85,2011,"11",3153,3181,28,0.888043133523628
1,85,2011,"12",170924,170701,223,0.130467342210573
1,85,2011,"13",35457,35422,35,0.0987111148715345
1,85,2011,"15",12200,11949,251,2.05737704918033
1,85,2011,"16",9405,9365,40,0.425305688463583
1,85,2011,"17",76652,76353,299,0.390074622971351
1,85,2011,"18",37754,37455,299,0.791969062880754
1,85,2011,"19",24359,24215,144,0.591157272466029
1,85,2011,"20",20403,20089,314,1.53898936430917
1,85,2011,"21",22200,22037,163,0.734234234234234
1,85,2011,"22",22156,22193,37,0.166997653005958
1,85,2011,"24",32696,32793,97,0.296672375825789
1,85,2011,"25",47174,46666,508,1.07686437444355
1,85,2011,"26",64813,64666,147,0.226806350577816
1,85,2011,"27",36223,35919,304,0.839245783066008
1,85,2011,"28",13542,13860,318,2.3482498892335
1,85,2011,"29",37712,37495,217,0.575413661434026
1,85,2011,"30",7401,7320,81,1.09444669639238
1,85,2011,"31",13434,13209,225,1.67485484591335
1,85,2011,"32",12211,12193,18,0.147408074686758
1,85,2011,"33",8414,8351,63,0.748752079866889
1,85,2011,"34",59138,58778,360,0.608745645777673
1,85,2011,"35",12105,12075,30,0.247831474597274
1,85,2011,"36",128770,128288,482,0.374310786673915
1,85,2011,"37",47082,47180,98,0.208147487362474
1,85,2011,"38",5717,5728,11,0.192408605912192
1,85,2011,"39",76311,75740,571,0.748253855931648
1,85,2011,"40",21671,21456,215,0.992109270453602
1,85,2011,"41",28183,27888,295,1.04673029840684
1,85,2011,"42",100070,99536,534,0.533626461476966
1,85,2011,"44",8523,8383,140,1.64261410301537
1,85,2011,"45",22527,22444,83,0.368446752785546
1,85,2011,"46",6530,6521,9,0.137825421133231
1,85,2011,"47",31905,31721,184,0.576712114088701
1,85,2011,"48",108256,108039,217,0.200450783328407
1,85,2011,"49",12226,12084,142,1.16145918534271
1,85,2011,"50",4273,4268,5,0.1170138076293
1,85,2011,"51",40758,40449,309,0.75813337258943
1,85,2011,"53",42302,41535,767,1.81315304240934
1,85,2011,"54",12024,12045,21,0.174650698602794
1,85,2011,"55",39034,39058,24,0.0614848593533842
1,85,2011,"56",3186,3216,30,0.941619585687382
2,0,2011,"01",148954,148248,706,0.473971830229467
2,0,2011,"02",25943,26756,813,3.1337933161161
2,0,2011,"04",220501,217813,2688,1.21904209051206
2,0,2011,"05",95922,95924,2,0.00208502741811055
2,0,2011,"06",1240739,1238707,2032,0.163773364099944
2,0,2011,"08",166691,166391,300,0.17997372383632
2,0,2011,"09",96390,96837,447,0.463741051976346
2,0,2011,"10",27382,27559,177,0.646410050398072
2,0,2011,"11",17673,17695,22,0.124483675663441
2,0,2011,"12",525712,525644,68,0.0129348388471254
2,0,2011,"13",334293,333180,1113,0.332941461532249
2,0,2011,"15",42761,43508,747,1.74691892144711
2,0,2011,"16",58252,58258,6,0.0103000755338872
2,0,2011,"17",406508,404025,2483,0.610812087338995
2,0,2011,"18",210348,209873,475,0.225816266377622
2,0,2011,"19",97454,97433,21,0.0215486280706795
2,0,2011,"20",99660,99854,194,0.194661850290989
2,0,2011,"21",137632,137221,411,0.298622413392234
2,0,2011,"22",155301,154005,1296,0.834508470647324
2,0,2011,"23",32981,32902,79,0.239531851672175
2,0,2011,"24",179098,180094,996,0.556120113010754
2,0,2011,"25",178738,179324,586,0.327854177623113
2,0,2011,"26",285814,286321,507,0.177388091556047
2,0,2011,"27",172478,172911,433,0.251046510279572
2,0,2011,"28",102097,101207,890,0.871720030950958
2,0,2011,"29",188023,188055,32,0.0170191944602522
2,0,2011,"30",30139,30382,243,0.806264308703009
2,0,2011,"31",64106,64183,77,0.120113561913081
2,0,2011,"32",91219,89839,1380,1.51284271917035
2,0,2011,"33",33292,33379,87,0.261324041811847
2,0,2011,"34",262222,264396,2174,0.829068499210593
2,0,2011,"35",71241,70499,742,1.0415350710967
2,0,2011,"36",568523,571787,3264,0.574119252871036
2,0,2011,"37",307971,306470,1501,0.487383552347461
2,0,2011,"38",22068,22404,336,1.52256661228929
2,0,2011,"39",348018,346836,1182,0.339637604951468
2,0,2011,"40",130594,130152,442,0.338453527727154
2,0,2011,"41",115435,115119,316,0.273747130419717
2,0,2011,"42",354156,354542,386,0.108991517862185
2,0,2011,"44",27415,27480,65,0.237096480029181
2,0,2011,"45",148687,147122,1565,1.05254662478899
2,0,2011,"46",29044,29141,97,0.333976036358628
2,0,2011,"47",198469,197701,768,0.386962195607374
2,0,2011,"48",958933,949675,9258,0.965448055286449
2,0,2011,"49",127671,127534,137,0.107307062684556
2,0,2011,"50",15177,15255,78,0.513935560387428
2,0,2011,"51",250075,250576,501,0.200339898030591
2,0,2011,"53",216829,217343,514,0.237053161708074
2,0,2011,"54",50747,50744,3,0.00591167950814827
2,0,2011,"55",173271,172702,569,0.328387323903019
2,0,2011,"56",19423,19420,3,0.0154456057251712
2,10,2011,"01",157363,157251,112,0.0711730203415034
2,10,2011,"02",24379,24700,321,1.31670700192789
2,10,2011,"04",221996,221135,861,0.387844826032901
2,10,2011,"05",97539,97442,97,0.0994474005269687
2,10,2011,"06",1256359,1253313,3046,0.242446625526621
2,10,2011,"08",165557,166037,480,0.289930356312327
2,10,2011,"09",115975,116207,232,0.200043112739815
2,10,2011,"10",27985,28009,24,0.0857602286939432
2,10,2011,"11",12445,12219,226,1.81599035757332
2,10,2011,"12",553270,556002,2732,0.493791458058452
2,10,2011,"13",340822,341708,886,0.259959744382698
2,10,2011,"15",39805,39929,124,0.311518653435498
2,10,2011,"16",57732,57944,212,0.367214023418555
2,10,2011,"17",427622,427338,284,0.0664137953613238
2,10,2011,"18",221787,221925,138,0.0622218615157787
2,10,2011,"19",98221,98492,271,0.275908410625019
2,10,2011,"20",97012,97352,340,0.35047210654352
2,10,2011,"21",139454,139585,131,0.0939377859365812
2,10,2011,"22",151649,151871,222,0.146390678474635
2,10,2011,"23",38083,38006,77,0.202189953522569
2,10,2011,"24",185596,185846,250,0.134701178904718
2,10,2011,"25",196544,197249,705,0.358698306740475
2,10,2011,"26",326037,326299,262,0.0803589776620445
2,10,2011,"27",172426,172763,337,0.195446162411701
2,10,2011,"28",102098,102038,60,0.0587670669356892
2,10,2011,"29",193942,193980,38,0.0195934867125223
2,10,2011,"30",29660,29702,42,0.141604855023601
2,10,2011,"31",60682,60900,218,0.359249859925513
2,10,2011,"32",89287,89052,235,0.263196209974576
2,10,2011,"33",39950,40073,123,0.307884856070088
2,10,2011,"34",284553,285339,786,0.276222707193388
2,10,2011,"35",70021,70027,6,0.00856885791405436
2,10,2011,"36",585292,586866,1574,0.26892559611271
2,10,2011,"37",314228,314604,376,0.119658337258297
2,10,2011,"38",19413,19488,75,0.38633905115129
2,10,2011,"39",376402,377114,712,0.189159462489572
2,10,2011,"40",125259,125606,347,0.2770260021236
2,10,2011,"41",118798,118635,163,0.137207697099278
2,10,2011,"42",383621,383406,215,0.0560448984805316
2,10,2011,"44",30529,30605,76,0.248943627370697
2,10,2011,"45",147146,147159,13,0.00883476275264023
2,10,2011,"46",26166,26203,37,0.141404876557365
2,10,2011,"47",205745,205868,123,0.0597827407713432
2,10,2011,"48",937596,937799,203,0.0216511162590284
2,10,2011,"49",113922,114379,457,0.401151665174418
2,10,2011,"50",17966,17984,18,0.100189246354225
2,10,2011,"51",251530,252445,915,0.363773704925854
2,10,2011,"53",213867,214102,235,0.109881374873169
2,10,2011,"54",53191,53198,7,0.0131601210731139
2,10,2011,"55",183368,183705,337,0.183783430042319
2,10,2011,"56",17463,17480,17,0.0973486800664262
2,15,2011,"01",163082,161869,1213,0.743797598754001
2,15,2011,"02",23902,24372,470,1.9663626474772
2,15,2011,"04",218214,219829,1615,0.740099168705949
2,15,2011,"05",95607,96890,1283,1.34195194912506
2,15,2011,"06",1333782,1332566,1216,0.0911693215233074
2,15,2011,"08",163799,164588,789,0.481687922392689
2,15,2011,"09",123249,125660,2411,1.9562024844015
2,15,2011,"10",30666,30998,332,1.08263223113546
2,15,2011,"11",20531,20654,123,0.599094052895621
2,15,2011,"12",579650,578860,790,0.136289139998275
2,15,2011,"13",340408,343046,2638,0.774952410049118
2,15,2011,"15",40014,40300,286,0.714749837556855
2,15,2011,"16",57116,55768,1348,2.36010925134813
2,15,2011,"17",442118,441528,590,0.133448536363595
2,15,2011,"18",227621,227344,277,0.121693516854772
2,15,2011,"19",105233,105202,31,0.029458439843015
2,15,2011,"20",98702,98296,406,0.411339182590018
2,15,2011,"21",140497,140523,26,0.0185057332185029
2,15,2011,"22",154499,153127,1372,0.888031637745228
2,15,2011,"23",41665,41822,157,0.376815072602904
2,15,2011,"24",193890,196295,2405,1.24039403785652
2,15,2011,"25",226538,231015,4477,1.97626888204187
2,15,2011,"26",347674,347473,201,0.0578127786374592
2,15,2011,"27",179377,179525,148,0.0825077908538999
2,15,2011,"28",106822,106138,684,0.64031753758589
2,15,2011,"29",201536,201001,535,0.265461257542077
2,15,2011,"30",31901,31752,149,0.467069997805711
2,15,2011,"31",63539,63314,225,0.354113221800784
2,15,2011,"32",85229,85279,50,0.058665477712985
2,15,2011,"33",45927,46116,189,0.411522633744856
2,15,2011,"34",286067,288542,2475,0.86518193290383
2,15,2011,"35",70713,71253,540,0.763650248186331
2,15,2011,"36",646710,652675,5965,0.922360872725024
2,15,2011,"37",317555,318514,959,0.301994930012124
2,15,2011,"38",22969,22884,85,0.370063999303409
2,15,2011,"39",391532,392882,1350,0.344799403369329
2,15,2011,"40",125975,125413,562,0.446120261956737
