"","monthdth","age","fips","sex","year","deaths"
"1",12,85,"NA153",2,2009,4
"2",12,85,"NA153",1,2009,4
"3",12,85,"NA151",2,2009,6
"4",12,85,"NA149",2,2009,2
"5",12,85,"NA145",2,2009,8
"6",12,85,"NA143",2,2009,1
"7",12,85,"NA143",1,2009,3
"8",12,85,"NA141",2,2009,2
"9",12,85,"NA139",2,2009,3
"10",12,85,"NA137",2,2009,8
"11",12,85,"NA135",2,2009,3
"12",12,85,"NA135",1,2009,3
"13",12,85,"NA133",2,2009,2
"14",12,85,"NA131",2,2009,5
"15",12,85,"NA129",2,2009,3
"16",12,85,"NA127",2,2009,73
"17",12,85,"NA125",2,2009,6
"18",12,85,"NA123",2,2009,4
"19",12,85,"NA121",2,2009,5
"20",12,85,"NA119",2,2009,4
"21",12,85,"NA117",2,2009,2
"22",12,85,"NA115",2,2009,2
"23",12,85,"NA113",2,2009,15
"24",12,85,"NA111",2,2009,3
"25",12,85,"NA109",2,2009,2
"26",12,85,"NA107",2,2009,3
"27",12,85,"NA103",2,2009,3
"28",12,85,"NA101",2,2009,2
"29",12,85,"NA099",2,2009,1
"30",12,85,"NA097",2,2009,15
"31",12,85,"NA095",2,2009,2
"32",12,85,"NA091",2,2009,7
"33",12,85,"NA089",2,2009,4
"34",12,85,"NA089",1,2009,2
"35",12,85,"NA087",2,2009,2
"36",12,85,"NA085",2,2009,2
"37",12,85,"NA083",2,2009,2
"38",12,85,"NA081",2,2009,4
"39",12,85,"NA081",1,2009,3
"40",12,85,"NA079",2,2009,1
"41",12,85,"NA079",1,2009,2
"42",12,85,"NA077",2,2009,1
"43",12,85,"NA075",2,2009,5
"44",12,85,"NA073",2,2009,2
"45",12,85,"NA071",2,2009,5
"46",12,85,"NA069",2,2009,5
"47",12,85,"NA067",2,2009,1
"48",12,85,"NA065",2,2009,5
"49",12,85,"NA063",2,2009,6
"50",12,85,"NA061",2,2009,11
"51",12,85,"NA061",1,2009,8
"52",12,85,"NA059",2,2009,2
"53",12,85,"NA059",1,2009,1
"54",12,85,"NA057",2,2009,2
"55",12,85,"NA055",2,2009,2
"56",12,85,"NA053",2,2009,4
"57",12,85,"NA051",2,2009,3
"58",12,85,"NA047",2,2009,1
"59",12,85,"NA045",2,2009,2
"60",12,85,"NA043",2,2009,3
"61",12,85,"NA041",2,2009,4
"62",12,85,"NA041",1,2009,3
"63",12,85,"NA039",2,2009,2
"64",12,85,"NA035",2,2009,5
"65",12,85,"NA033",2,2009,3
"66",12,85,"NA031",2,2009,14
"67",12,85,"NA031",1,2009,12
"68",12,85,"NA030",2,2009,4
"69",12,85,"NA029",2,2009,3
"70",12,85,"NA027",2,2009,5
"71",12,85,"NA025",2,2009,8
"72",12,85,"NA025",1,2009,13
"73",12,85,"NA023",2,2009,4
"74",12,85,"NA023",1,2009,7
"75",12,85,"NA021",2,2009,23
"76",12,85,"NA019",2,2009,2
"77",12,85,"NA017",2,2009,1
"78",12,85,"NA015",2,2009,3
"79",12,85,"NA015",1,2009,1
"80",12,85,"NA013",2,2009,13
"81",12,85,"NA011",2,2009,5
"82",12,85,"NA011",1,2009,1
"83",12,85,"NA010",2,2009,6
"84",12,85,"NA009",2,2009,4
"85",12,85,"NA007",2,2009,1
"86",12,85,"NA007",1,2009,5
"87",12,85,"NA005",2,2009,3
"88",12,85,"NA005",1,2009,5
"89",12,85,"NA003",2,2009,3
"90",12,85,"NA001",1,2009,1
"91",12,85,"NA000",2,2009,2
"92",12,85,"NA000",1,2009,1
"93",12,80,"NA153",1,2009,1
"94",12,80,"NA149",1,2009,2
"95",12,80,"NA147",1,2009,1
"96",12,80,"NA145",2,2009,4
"97",12,80,"NA143",1,2009,4
"98",12,80,"NA141",1,2009,2
"99",12,80,"NA139",1,2009,2
"100",12,80,"NA137",2,2009,3
"101",12,80,"NA137",1,2009,2
"102",12,80,"NA129",2,2009,1
"103",12,80,"NA129",1,2009,5
"104",12,80,"NA127",1,2009,28
"105",12,80,"NA125",2,2009,2
"106",12,80,"NA125",1,2009,2
"107",12,80,"NA121",1,2009,2
"108",12,80,"NA115",2,2009,1
"109",12,80,"NA115",1,2009,2
"110",12,80,"NA113",1,2009,6
"111",12,80,"NA111",1,2009,1
"112",12,80,"NA109",2,2009,2
"113",12,80,"NA109",1,2009,1
"114",12,80,"NA107",1,2009,2
"115",12,80,"NA105",1,2009,2
"116",12,80,"NA099",2,2009,1
"117",12,80,"NA099",1,2009,2
"118",12,80,"NA097",2,2009,5
"119",12,80,"NA097",1,2009,6
"120",12,80,"NA095",1,2009,2
"121",12,80,"NA093",1,2009,2
"122",12,80,"NA091",1,2009,4
"123",12,80,"NA087",2,2009,1
"124",12,80,"NA087",1,2009,1
"125",12,80,"NA081",2,2009,2
"126",12,80,"NA081",1,2009,1
"127",12,80,"NA079",1,2009,1
"128",12,80,"NA077",1,2009,1
"129",12,80,"NA071",1,2009,3
"130",12,80,"NA067",2,2009,1
"131",12,80,"NA065",1,2009,2
"132",12,80,"NA063",1,2009,1
"133",12,80,"NA061",2,2009,6
"134",12,80,"NA061",1,2009,9
"135",12,80,"NA059",1,2009,2
"136",12,80,"NA057",2,2009,4
"137",12,80,"NA055",1,2009,1
"138",12,80,"NA054",1,2009,1
"139",12,80,"NA053",1,2009,3
"140",12,80,"NA051",1,2009,3
"141",12,80,"NA049",1,2009,1
"142",12,80,"NA047",1,2009,2
"143",12,80,"NA045",2,2009,1
"144",12,80,"NA043",1,2009,1
"145",12,80,"NA041",1,2009,1
"146",12,80,"NA037",1,2009,1
"147",12,80,"NA035",1,2009,2
"148",12,80,"NA033",2,2009,1
"149",12,80,"NA033",1,2009,1
"150",12,80,"NA031",2,2009,7
"151",12,80,"NA031",1,2009,13
"152",12,80,"NA030",2,2009,2
"153",12,80,"NA030",1,2009,1
"154",12,80,"NA029",1,2009,1
"155",12,80,"NA027",1,2009,1
"156",12,80,"NA025",2,2009,10
"157",12,80,"NA025",1,2009,7
"158",12,80,"NA023",1,2009,2
"159",12,80,"NA021",1,2009,9
"160",12,80,"NA017",2,2009,1
"161",12,80,"NA013",1,2009,2
"162",12,80,"NA011",1,2009,3
"163",12,80,"NA010",2,2009,6
"164",12,80,"NA010",1,2009,3
"165",12,80,"NA009",2,2009,2
"166",12,80,"NA009",1,2009,1
"167",12,80,"NA007",1,2009,2
"168",12,80,"NA005",2,2009,2
"169",12,80,"NA005",1,2009,4
"170",12,75,"NA153",2,2009,5
"171",12,75,"NA153",1,2009,1
"172",12,75,"NA151",1,2009,1
"173",12,75,"NA145",2,2009,2
"174",12,75,"NA145",1,2009,2
"175",12,75,"NA143",1,2009,2
"176",12,75,"NA137",1,2009,5
"177",12,75,"NA135",1,2009,1
"178",12,75,"NA129",2,2009,1
"179",12,75,"NA129",1,2009,2
"180",12,75,"NA127",1,2009,17
"181",12,75,"NA125",2,2009,1
"182",12,75,"NA125",1,2009,3
"183",12,75,"NA123",1,2009,1
"184",12,75,"NA121",2,2009,2
"185",12,75,"NA121",1,2009,1
"186",12,75,"NA119",2,2009,1
"187",12,75,"NA119",1,2009,2
"188",12,75,"NA115",1,2009,2
"189",12,75,"NA113",2,2009,5
"190",12,75,"NA113",1,2009,11
"191",12,75,"NA111",2,2009,1
"192",12,75,"NA109",1,2009,1
"193",12,75,"NA107",2,2009,1
"194",12,75,"NA107",1,2009,1
"195",12,75,"NA105",2,2009,3
"196",12,75,"NA105",1,2009,3
"197",12,75,"NA103",1,2009,3
"198",12,75,"NA099",2,2009,2
"199",12,75,"NA099",1,2009,3
"200",12,75,"NA097",1,2009,4
"201",12,75,"NA091",2,2009,2
"202",12,75,"NA091",1,2009,1
"203",12,75,"NA089",1,2009,2
"204",12,75,"NA085",1,2009,2
"205",12,75,"NA081",1,2009,2
"206",12,75,"NA077",1,2009,2
"207",12,75,"NA071",2,2009,2
"208",12,75,"NA071",1,2009,4
"209",12,75,"NA069",2,2009,1
"210",12,75,"NA069",1,2009,1
"211",12,75,"NA067",1,2009,1
"212",12,75,"NA065",1,2009,3
"213",12,75,"NA063",2,2009,1
"214",12,75,"NA063",1,2009,1
"215",12,75,"NA061",2,2009,4
"216",12,75,"NA061",1,2009,5
"217",12,75,"NA059",2,2009,2
"218",12,75,"NA057",1,2009,1
"219",12,75,"NA055",1,2009,1
"220",12,75,"NA054",2,2009,1
"221",12,75,"NA054",1,2009,1
"222",12,75,"NA053",2,2009,3
"223",12,75,"NA053",1,2009,4
"224",12,75,"NA051",2,2009,2
"225",12,75,"NA051",1,2009,2
"226",12,75,"NA037",1,2009,1
"227",12,75,"NA035",1,2009,3
"228",12,75,"NA031",1,2009,6
"229",12,75,"NA030",2,2009,3
"230",12,75,"NA029",1,2009,4
"231",12,75,"NA027",2,2009,1
"232",12,75,"NA027",1,2009,3
"233",12,75,"NA025",2,2009,4
"234",12,75,"NA025",1,2009,6
"235",12,75,"NA023",2,2009,2
"236",12,75,"NA023",1,2009,2
"237",12,75,"NA021",1,2009,7
"238",12,75,"NA020",2,2009,1
"239",12,75,"NA017",2,2009,1
"240",12,75,"NA017",1,2009,1
"241",12,75,"NA015",2,2009,1
"242",12,75,"NA015",1,2009,1
"243",12,75,"NA013",1,2009,3
"244",12,75,"NA011",2,2009,1
"245",12,75,"NA010",2,2009,3
"246",12,75,"NA010",1,2009,7
