"","prov","year","month","pop","assault","drownings","falls","other","suicide","transport","tmean","anomal"
"1","Albacete",1999,1,359295,0,0,1,7,2,2,5.1439176364548,-1.02292104064506
"2","Albacete",1999,2,359430.666666667,0,0,0,1,4,3,5.55194167498387,-1.52854566952813
"3","Albacete",1999,3,359566.333333333,1,0,1,5,3,3,9.1416761551509,-0.771007582137496
"4","Albacete",1999,4,359702,1,0,1,1,0,6,12.2538471396677,-0.309195247998639
"5","Albacete",1999,5,359837.666666667,0,0,0,2,2,4,17.7201394790186,1.18823547096653
"6","Albacete",1999,6,359973.333333333,0,1,0,2,4,3,21.528580626077,-0.275905414697707
"7","Albacete",1999,7,360109,0,0,0,4,1,9,25.2299936586765,0.213381618112919
"8","Albacete",1999,8,360292.166666667,1,0,0,7,4,4,25.2827636259181,0.535936075385056
"9","Albacete",1999,9,360475.333333333,0,0,0,2,1,7,19.4188989143222,-0.905626512240765
"10","Albacete",1999,10,360658.5,0,0,0,3,0,9,14.7244233513276,-1.02565537624291
"11","Albacete",1999,11,360841.666666667,0,0,0,5,2,5,6.60671516471067,-2.80343705209403
"12","Albacete",1999,12,361024.833333333,0,0,2,2,4,4,5.37705347613355,-1.35166890964658
"13","Albacete",2000,1,361208,0,0,4,1,3,4,3.18344883666196,-2.9833898404379
"14","Albacete",2000,2,361350.666666667,0,1,0,2,2,3,9.11609890377428,2.03561155926228
"15","Albacete",2000,3,361493.333333333,0,1,0,2,1,2,9.96629422130203,0.0536104840136282
"16","Albacete",2000,4,361636,0,1,0,1,1,3,10.3254350605779,-2.23760732708841
"17","Albacete",2000,5,361778.666666667,0,0,2,3,2,4,17.0457235573768,0.51381954932479
"18","Albacete",2000,6,361921.333333333,0,3,2,0,1,11,21.7250024279864,-0.0794836127882874
"19","Albacete",2000,7,362064,0,1,1,0,5,8,24.1619449210232,-0.854667119540405
"20","Albacete",2000,8,362225.666666667,0,1,0,2,3,7,24.6113105363956,-0.135517014137399
"21","Albacete",2000,9,362387.333333333,0,2,0,5,2,5,20.7273244386458,0.40279901208287
"22","Albacete",2000,10,362549,2,0,0,1,0,9,13.8239584899153,-1.92612023765519
"23","Albacete",2000,11,362710.666666667,1,0,1,4,3,4,7.93724878380378,-1.47290343300092
"24","Albacete",2000,12,362872.333333333,0,0,2,4,2,4,6.88461347683518,0.155891091055055
"25","Albacete",2001,1,363034,0,0,0,3,0,3,6.89370226681231,0.726863589712445
"26","Albacete",2001,2,363193.333333333,0,0,1,3,1,11,7.16097163921593,0.0804842947039299
"27","Albacete",2001,3,363352.666666667,0,0,1,4,3,3,12.2126342850843,2.29995054779593
"28","Albacete",2001,4,363512,0,1,0,1,4,3,12.689958060375,0.12691567270871
"29","Albacete",2001,5,363671.333333333,0,2,0,1,0,3,15.6175594105847,-0.914344597467323
"30","Albacete",2001,6,363830.666666667,0,0,1,1,4,5,23.1683951526347,1.36390911186002
"31","Albacete",2001,7,363990,1,0,0,3,3,2,24.0714836620453,-0.945128378518344
"32","Albacete",2001,8,364248.333333333,1,0,0,5,5,8,25.2429088445973,0.4960812940643
"33","Albacete",2001,9,364506.666666667,0,0,0,3,3,4,20.3976465700277,0.0731211434647605
"34","Albacete",2001,10,364765,1,0,0,1,4,8,16.5380711144295,0.787992386858971
"35","Albacete",2001,11,365023.333333333,0,0,0,8,2,4,7.03482581157362,-2.37532640523108
"36","Albacete",2001,12,365281.666666667,0,0,0,2,2,7,4.23788941914338,-2.49083296663675
"37","Albacete",2002,1,365540,0,1,1,3,3,3,6.32095512889099,0.154116451791123
"38","Albacete",2002,2,365901.333333333,0,2,1,3,3,2,8.12676321640888,1.04627587189689
"39","Albacete",2002,3,366262.666666667,0,1,1,8,3,3,9.95298531305491,0.0403015757665095
"40","Albacete",2002,4,366624,0,1,1,0,3,1,12.0324375711397,-0.530604816526614
"41","Albacete",2002,5,366985.333333333,0,0,3,0,2,4,14.6570203608224,-1.87488364722965
"42","Albacete",2002,6,367346.666666667,1,0,0,1,2,1,21.8585501775894,0.0540641368146595
"43","Albacete",2002,7,367708,0,0,0,3,5,5,23.8556007389152,-1.1610113016484
"44","Albacete",2002,8,368154,0,1,0,3,6,6,22.9631398181533,-1.78368773237976
"45","Albacete",2002,9,368600,0,0,0,2,3,3,19.5110325213055,-0.813492905257498
"46","Albacete",2002,10,369046,0,1,1,5,1,10,14.6854465955207,-1.0646321320498
"47","Albacete",2002,11,369492,0,0,1,1,2,5,9.78190005592745,0.371747839122751
"48","Albacete",2002,12,369938,0,1,1,5,1,3,7.99717304440613,1.268450658626
"49","Albacete",2003,1,370384,0,0,0,5,6,5,4.79606470249507,-1.37077397460479
"50","Albacete",2003,2,370754,0,1,1,5,1,2,5.37379071557199,-1.70669662894001
"51","Albacete",2003,3,371124,1,0,1,2,3,5,10.2258763939328,0.313192656644377
"52","Albacete",2003,4,371494,0,0,0,1,4,5,11.8434688378657,-0.719573549800602
"53","Albacete",2003,5,371864,1,0,3,6,1,5,16.7373130612789,0.205409053226852
"54","Albacete",2003,6,372234,2,2,0,2,5,5,24.0022133403419,2.19772729956717
"55","Albacete",2003,7,372604,0,1,0,5,2,7,25.758008228576,0.741396188012352
"56","Albacete",2003,8,372956.166666667,0,0,1,3,3,5,25.4157582257397,0.668930675206699
"57","Albacete",2003,9,373308.333333333,1,1,0,0,4,2,20.3077386314306,-0.0167867951323402
"58","Albacete",2003,10,373660.5,0,1,1,2,2,6,13.9888149027855,-1.76126382478501
"59","Albacete",2003,11,374012.666666667,0,0,0,1,2,6,9.76874546456958,0.35859324776488
"60","Albacete",2003,12,374364.833333333,0,3,1,3,1,2,6.2138655033388,-0.514856882441324
"61","Albacete",2004,1,374717,0,1,1,1,2,2,7.52885661843301,1.36201794133315
"62","Albacete",2004,2,375025.166666667,0,0,1,3,4,1,7.86781865217126,0.787331307659258
"63","Albacete",2004,3,375333.333333333,1,1,0,1,1,4,8.80762542735108,-1.10505830993732
"64","Albacete",2004,4,375641.5,0,2,0,3,5,5,11.054704268361,-1.5083381193053
"65","Albacete",2004,5,375949.666666667,1,0,0,1,2,6,13.7814188387799,-2.75048516927215
"66","Albacete",2004,6,376257.833333333,0,1,0,7,6,6,22.3227842844877,0.51829824371297
"67","Albacete",2004,7,376566,1,3,1,5,3,2,24.3224100929142,-0.694201947649372
"68","Albacete",2004,8,377017.666666667,0,1,1,3,5,5,24.5088550126606,-0.237972537872388
"69","Albacete",2004,9,377469.333333333,0,0,1,3,4,1,21.6655779813544,1.34105255479145
"70","Albacete",2004,10,377921,1,1,0,2,3,6,16.1748078479905,0.42472912042
"71","Albacete",2004,11,378372.666666667,0,1,2,5,4,1,9.02863539070844,-0.381516826096263
"72","Albacete",2004,12,378824.333333333,0,0,2,5,3,5,6.66759082810233,-0.0611315576777969
"73","Albacete",2005,1,379276,0,3,0,6,2,5,4.64600689408891,-1.52083178301095
"74","Albacete",2005,2,379628.833333333,0,1,0,4,3,9,4.58108769679674,-2.49939964771526
"75","Albacete",2005,3,379981.666666667,0,2,1,3,5,1,10.1136121598996,0.200928422611245
"76","Albacete",2005,4,380334.5,0,1,2,3,4,6,12.9952903368583,0.432247949191964
"77","Albacete",2005,5,380687.333333333,1,1,2,4,3,4,18.2408101167016,1.70890610864952
"78","Albacete",2005,6,381040.166666667,0,1,0,1,3,3,23.0124619372689,1.20797589649425
"79","Albacete",2005,7,381393,0,1,0,2,2,4,25.4482598966638,0.431647856100216
"80","Albacete",2005,8,381737.333333333,0,2,1,2,4,2,24.2460896943341,-0.500737856198906
"81","Albacete",2005,9,382081.666666667,0,1,4,4,0,4,19.4301235107112,-0.894401915851766
"82","Albacete",2005,10,382426,0,0,0,1,2,6,15.7104584208384,-0.0396203067320506
"83","Albacete",2005,11,382770.333333333,0,1,0,2,2,3,8.40242734024292,-1.00772487656178
"84","Albacete",2005,12,383114.666666667,0,0,1,4,1,4,5.81411819407909,-0.914604191701036
"85","Albacete",2006,1,383459,0,1,0,2,5,11,4.61217083341823,-1.55466784368164
"86","Albacete",2006,2,383898.166666667,0,0,0,6,0,4,6.56903980514997,-0.511447539362029
"87","Albacete",2006,3,384337.333333333,1,4,1,3,4,5,11.0153984693175,1.10271473202915
"88","Albacete",2006,4,384776.5,0,1,0,2,6,4,14.1426602009476,1.57961781328128
"89","Albacete",2006,5,385215.666666667,1,1,0,4,0,3,18.2523189981529,1.7204149901009
"90","Albacete",2006,6,385654.833333333,0,2,1,3,4,4,21.3892441836211,-0.415241857153646
"91","Albacete",2006,7,386094,0,1,1,4,2,5,25.9620582983599,0.945446257796252
"92","Albacete",2006,8,386599.333333333,0,2,2,3,2,3,23.5503298929928,-1.19649765754027
"93","Albacete",2006,9,387104.666666667,0,2,0,3,3,4,20.5717767694599,0.247251342896913
"94","Albacete",2006,10,387610,0,0,0,4,1,3,17.2475568344668,1.4974781068963
"95","Albacete",2006,11,388115.333333333,0,0,0,3,2,3,11.5586806005835,2.14852838377876
"96","Albacete",2006,12,388620.666666667,1,1,0,3,2,2,6.49953109905472,-0.229191286725406
"97","Albacete",2007,1,389126,1,1,1,7,3,2,6.22005722551076,0.0532185484108929
"98","Albacete",2007,2,389609.5,0,1,0,7,1,0,9.3426924579758,2.2622051134638
"99","Albacete",2007,3,390093,0,0,2,2,5,3,9.31666302867565,-0.596020708612755
"100","Albacete",2007,4,390576.5,0,2,0,1,0,5,11.5166746118915,-1.04636777577486
"101","Albacete",2007,5,391060,0,1,0,5,3,3,16.2717893077566,-0.260114700295475
"102","Albacete",2007,6,391543.5,2,0,1,2,1,3,20.8372970777142,-0.967188963060462
"103","Albacete",2007,7,392027,0,4,0,1,4,2,24.5002963594552,-0.516315681108434
"104","Albacete",2007,8,392442.666666667,0,2,0,7,2,5,23.9438072395263,-0.803020311006748
"105","Albacete",2007,9,392858.333333333,1,0,1,3,3,1,20.1085328855298,-0.215992541033206
"106","Albacete",2007,10,393274,0,5,2,4,3,3,14.6537921584082,-1.09628656916226
"107","Albacete",2007,11,393689.666666667,0,0,0,2,1,6,8.82422421145789,-0.585928005346807
"108","Albacete",2007,12,394105.333333333,1,0,0,4,1,3,6.71514614102551,-0.0135762447546162
"109","Albacete",2008,1,394521,1,1,1,6,1,2,7.79525587495161,1.62841719785174
"110","Albacete",2008,2,394816.5,0,3,0,2,3,2,8.79764668262248,1.71715933811049
"111","Albacete",2008,3,395112,0,3,1,5,4,5,10.3959010058313,0.483217268542919
"112","Albacete",2008,4,395407.5,0,1,1,3,3,2,13.2841312497269,0.721088862060544
"113","Albacete",2008,5,395703,0,2,0,6,4,2,15.1973583762205,-1.33454563183156
"114","Albacete",2008,6,395998.5,0,2,1,6,6,1,20.1656060033782,-1.63888003739651
"115","Albacete",2008,7,396294,0,2,0,2,1,5,24.2428128671622,-0.773799173401393
"116","Albacete",2008,8,396558.333333333,0,2,0,4,1,0,24.8123532891053,0.0655257385723083
"117","Albacete",2008,9,396822.666666667,0,1,2,0,2,1,19.4113432692133,-0.913182157349706
"118","Albacete",2008,10,397087,0,1,3,2,1,4,14.676519527419,-1.07355920015153
"119","Albacete",2008,11,397351.333333333,0,2,0,4,4,3,7.67887450290954,-1.73127771389516
"120","Albacete",2008,12,397615.666666667,0,3,1,4,3,3,5.87921455909183,-0.849507826688295
"121","Albacete",2009,1,397880,0,0,2,2,2,4,5.37411825299345,-0.79272042410642
"122","Albacete",2009,2,398007.666666667,0,0,2,3,3,2,7.27113130722895,0.190643962716949
"123","Albacete",2009,3,398135.333333333,0,2,1,6,3,3,10.585498376318,0.672814639029644
"124","Albacete",2009,4,398263,0,1,0,4,2,1,11.4643938567758,-1.09864853089049
"125","Albacete",2009,5,398390.666666667,0,1,2,4,2,6,17.7646996887044,1.23279568065233
"126","Albacete",2009,6,398518.333333333,0,3,2,4,4,0,22.7554701786425,0.950984137867756
"127","Albacete",2009,7,398646,0,4,0,5,4,1,25.8830681844456,0.866456143882022
"128","Albacete",2009,8,398779.666666667,0,4,4,5,2,7,25.3803533624911,0.633525811958055
"129","Albacete",2009,9,398913.333333333,0,0,1,3,3,4,19.6429855752359,-0.681539851327035
"130","Albacete",2009,10,399047,0,1,1,3,4,1,17.3146965449802,1.56461781740967
"131","Albacete",2009,11,399180.666666667,0,0,2,6,2,5,11.9274558506951,2.51730363389042
"132","Albacete",2009,12,399314.333333333,0,2,0,3,1,7,7.00020879528277,0.271486409502642
"133","Albacete",2010,1,399448,0,0,2,5,2,3,5.8041982191104,-0.362640457989462
"134","Albacete",2010,2,399534.333333333,0,0,1,5,2,0,7.07653177637531,-0.00395556813668563
"135","Albacete",2010,3,399620.666666667,1,2,4,5,3,3,8.79101783031842,-1.12166590696998
"136","Albacete",2010,4,399707,0,0,4,5,1,2,13.1599043410212,0.596861953354836
"137","Albacete",2010,5,399793.333333333,0,0,3,1,5,2,15.1396983700873,-1.39220563796476
"138","Albacete",2010,6,399879.666666667,0,1,3,4,4,3,19.9493976130979,-1.85508842767685
"139","Albacete",2010,7,399966,0,3,2,3,4,3,25.9539969093156,0.937384868751945
"140","Albacete",2010,8,400113.166666667,0,1,2,1,4,3,24.9313807516544,0.184553201121343
"141","Albacete",2010,9,400260.333333333,0,0,0,6,0,2,20.1753379175777,-0.149187508985282
"142","Albacete",2010,10,400407.5,1,4,1,4,1,1,14.3155553557628,-1.43452337180766
"143","Albacete",2010,11,400554.666666667,0,0,0,1,4,0,8.57849304518142,-0.831659171623276
"144","Albacete",2010,12,400701.833333333,0,1,3,3,2,2,6.75611439663174,0.0273920108516092
"145","Albacete",2011,1,400849,0,2,3,5,2,1,6.61915749537186,0.452318818271991
"146","Albacete",2011,2,400916.166666667,0,1,0,2,2,4,8.03361524432346,0.953127899811462
"147","Albacete",2011,3,400983.333333333,0,1,4,2,0,1,9.14567484923272,-0.767008888055676
"148","Albacete",2011,4,401050.5,0,1,0,4,2,2,14.8941633920983,2.33112100443199
"149","Albacete",2011,5,401117.666666667,0,1,3,1,2,7,17.3010336807167,0.769129672664651
"150","Albacete",2011,6,401184.833333333,0,5,7,2,1,0,21.7242862287931,-0.0801998119816041
"151","Albacete",2011,7,401252,0,0,2,2,2,0,24.1244654920423,-0.892146548521353
"152","Albacete",2011,8,401308.666666667,0,2,2,4,2,7,25.0467838555553,0.299956305022302
"153","Albacete",2011,9,401365.333333333,0,3,1,6,5,3,21.4159066196275,1.09138119306451
"154","Albacete",2011,10,401422,0,3,1,0,3,1,16.6201709700449,0.870092242474392
"155","Albacete",2011,11,401478.666666667,0,1,3,2,7,1,10.8195135978268,1.40936138102213
"156","Albacete",2011,12,401535.333333333,0,3,4,3,1,0,7.18680178626795,0.458079400487826
"157","Albacete",2012,1,401592,1,2,1,2,4,1,6.81825308863878,0.651414411538917
"158","Albacete",2012,2,401398,0,4,6,4,5,0,4.52647051332396,-2.55401683118804
"159","Albacete",2012,3,401204,0,0,2,2,5,1,9.69911692890127,-0.213566808387133
"160","Albacete",2012,4,401010,0,1,4,3,3,0,11.4716520053897,-1.0913903822766
"161","Albacete",2012,5,400816,0,2,4,1,2,2,18.1140139020939,1.58210989404187
"162","Albacete",2012,6,400622,0,0,4,2,3,3,23.4634511713307,1.65896513055603
"163","Albacete",2012,7,400428,0,0,2,4,4,3,24.7463575199379,-0.270254520625702
"164","Albacete",2012,8,400275.166666667,0,0,8,3,4,1,26.3606291094618,1.61380155892876
"165","Albacete",2012,9,400122.333333333,0,1,3,0,3,1,19.9744647763134,-0.350060650249564
"166","Albacete",2012,10,399969.5,3,3,4,2,3,2,15.2605619520555,-0.489516775515026
"167","Albacete",2012,11,399816.666666667,0,0,9,3,3,1,10.5197165606846,1.10956434387992
"168","Albacete",2012,12,399663.833333333,0,4,6,4,1,2,7.13294483711177,0.404222451331641
"169","Albacete",2013,1,399511,1,2,7,6,6,3,6.85873484408082,0.691896166980953
"170","Albacete",2013,2,399212.166666667,0,0,5,0,2,2,6.35137782309147,-0.729109521420527
"171","Albacete",2013,3,398913.333333333,2,1,3,2,3,3,9.41338599055469,-0.499297746733712
"172","Albacete",2013,4,398614.5,0,0,6,2,2,2,12.005524826968,-0.557517560698365
"173","Albacete",2013,5,398315.666666667,0,1,8,6,3,2,14.3039533770169,-2.22795063103515
"174","Albacete",2013,6,398016.833333333,0,3,7,1,6,0,19.698817450288,-2.10566859048668
"175","Albacete",2013,7,397718,0,2,3,3,4,1,24.6074025177091,-0.409209522854532
"176","Albacete",2013,8,397545.5,0,3,4,1,1,1,24.5973310248627,-0.149496525670365
"177","Albacete",2013,9,397373,0,0,6,1,4,3,20.8146493861064,0.490123959543393
"178","Albacete",2013,10,397200.5,0,0,3,1,3,2,17.1145222850522,1.36444355748167
"179","Albacete",2013,11,397028,0,0,5,5,1,2,8.47880898450276,-0.931343232301936
"180","Albacete",2013,12,396855.5,0,4,5,6,0,1,6.66879206162859,-0.0599303241515372
"181","Albacete",2014,1,396683,0,2,7,2,1,2,7.60150753207812,1.43466885497826
"182","Albacete",2014,2,396513.666666667,0,1,4,5,3,1,7.60428910098984,0.523801756477841
"183","Albacete",2014,3,396344.333333333,0,0,9,0,2,3,10.1768750119509,0.264191274662467
"184","Albacete",2014,4,396175,0,1,0,1,2,0,15.4385989368454,2.8755565491791
"185","Albacete",2014,5,396005.666666667,0,0,8,2,4,1,17.0089060306022,0.477002022550106
"186","Albacete",2014,6,395836.333333333,0,0,4,2,3,3,21.105037998482,-0.69944804229273
"187","Albacete",2014,7,395667,1,2,4,1,3,3,23.9475668964217,-1.06904514414192
"188","Albacete",2014,8,395543.833333333,0,2,4,0,4,1,24.8061914968557,0.0593639463227014
"189","Albacete",2014,9,395420.666666667,0,0,6,2,2,4,21.3137498208943,0.989224394331337
"190","Albacete",2014,10,395297.5,0,1,4,0,3,1,17.8103917193249,2.06031299175445
"191","Albacete",2014,11,395174.333333333,1,0,1,1,2,1,11.3066292996298,1.89647708282513
"192","Albacete",2014,12,395051.166666667,1,1,6,4,5,1,6.71796727560102,-0.0107551101791055
"193","Albacete",2015,1,394928,0,0,6,6,2,3,6.20805641591997,0.0412177388201007
"194","Albacete",2015,2,394717.166666667,0,3,2,0,5,1,5.92796342619537,-1.15252391831663
"195","Albacete",2015,3,394506.333333333,0,0,3,1,4,0,10.6440723764084,0.731388639120043
"196","Albacete",2015,4,394295.5,0,2,6,0,4,3,13.3317952692707,0.76875288160436
"197","Albacete",2015,5,394084.666666667,0,0,4,2,2,0,18.928762149487,2.39685814143492
"198","Albacete",2015,6,393873.833333333,0,0,4,0,4,4,21.7797901182615,-0.0246959225131604
"199","Albacete",2015,7,393663,1,1,6,2,5,1,27.7305210522613,2.71390901169771
"200","Albacete",2015,8,393545.666666667,0,0,8,1,6,1,24.9235713612892,0.176743810756129
"201","Albacete",2015,9,393428.333333333,0,3,5,1,1,6,19.4661807474647,-0.858344679098323
"202","Albacete",2015,10,393311,0,2,5,2,7,1,15.7294755670637,-0.0206031605067416
"203","Albacete",2015,11,393193.666666667,0,1,3,0,2,1,11.2413800846117,1.83122786780696
"204","Albacete",2015,12,393076.333333333,0,1,9,1,3,0,9.54845595485371,2.81973356907359
"205","Albacete",2016,1,392959,0,2,5,0,3,3,8.57863432188652,2.41179564478666
"206","Albacete",2016,2,392805,0,0,8,1,0,1,8.16954156501642,1.08905422050442
"207","Albacete",2016,3,392651,1,0,6,1,3,1,8.82399944790658,-1.08868428938182
"208","Albacete",2016,4,392497,0,0,4,4,2,0,12.2301230122134,-0.332919375452889
"209","Albacete",2016,5,392343,0,1,2,5,1,3,15.4917534395357,-1.04015056851637
"210","Albacete",2016,6,392189,0,1,5,0,1,4,21.9943627639495,0.189876723174784
"211","Albacete",2016,7,392035,0,0,4,3,2,0,25.7527694342201,0.736157393656441
"212","Albacete",2016,8,391958.333333333,0,2,7,1,2,1,24.8193387680012,0.0725112174681755
"213","Albacete",2016,9,391881.666666667,0,1,5,0,1,3,21.4881873429132,1.16366191635023
"214","Albacete",2016,10,391805,0,1,6,3,2,3,17.1121934588832,1.36211473131273
"215","Albacete",2016,11,391728.333333333,0,0,11,4,0,0,9.88846515286498,0.478312936060282
"216","Albacete",2016,12,391651.666666667,0,1,4,5,4,2,7.81952209545421,1.09079970967408
"217","Alicante",1999,1,1414893,1,0,3,6,8,23,9.23250174349432,-0.208900783586559
"218","Alicante",1999,2,1416084,2,2,3,8,5,14,9.10629177456986,-0.723765786636811
"219","Alicante",1999,3,1417275,2,3,2,11,9,13,11.7133992656669,-0.372144533054849
"220","Alicante",1999,4,1418466,1,2,6,4,21,14,14.837083753765,0.429962337778449
"221","Alicante",1999,5,1419657,2,5,2,11,14,24,19.1944404745794,1.50078990531445
"222","Alicante",1999,6,1420848,0,3,7,8,6,12,21.9161112645988,-0.0526582962179702
"223","Alicante",1999,7,1422039,0,2,4,10,12,36,24.5739579458717,-0.135631164322803
"224","Alicante",1999,8,1423441.5,3,4,4,8,17,15,25.8056241539045,0.849607860653816
"225","Alicante",1999,9,1424844,1,4,2,4,9,20,21.9898301404254,0.226004004589448
"226","Alicante",1999,10,1426246.5,2,1,4,7,15,19,17.7764514945057,-0.302132949089373
"227","Alicante",1999,11,1427649,1,2,6,14,11,20,10.6478350374541,-1.96596273429896
"228","Alicante",1999,12,1429051.5,0,1,1,14,6,26,9.60596849240764,-0.392090877392507
"229","Alicante",2000,1,1430454,1,0,5,10,13,24,6.91765163257569,-2.52375089450519
"230","Alicante",2000,2,1431757.5,0,0,3,10,6,16,11.8476824857171,2.01762492451043
"231","Alicante",2000,3,1433061,3,3,2,7,8,28,12.1612331290836,0.0756893303617669
"232","Alicante",2000,4,1434364.5,2,0,0,7,7,24,14.1732380733202,-0.233883342666324
"233","Alicante",2000,5,1435668,3,0,4,10,7,14,18.6727589805892,0.979108411324255
"234","Alicante",2000,6,1436971.5,2,3,4,16,8,17,21.6710678566015,-0.297701704215299
"235","Alicante",2000,7,1438275,1,3,2,6,13,21,24.2120852528172,-0.497503857377268
"236","Alicante",2000,8,1439766.16666667,0,7,3,13,14,20,24.6800564217357,-0.27595987151506
"237","Alicante",2000,9,1441257.33333333,2,3,2,7,9,20,21.7542274826508,-0.00959865318515085
"238","Alicante",2000,10,1442748.5,2,4,4,6,11,11,16.6558219164743,-1.42276252712075
"239","Alicante",2000,11,1444239.66666667,4,2,4,6,9,10,11.888195688722,-0.725602083030969
"240","Alicante",2000,12,1445730.83333333,4,2,3,9,7,14,10.4351531635609,0.437093793760761
"241","Alicante",2001,1,1447222,1,1,4,11,11,13,10.3266842936888,0.885281766607926
"242","Alicante",2001,2,1448630,0,4,2,13,14,15,10.1927628496692,0.362705288462566
"243","Alicante",2001,3,1450038,2,1,2,4,16,20,15.3033514760244,3.2178076773026
"244","Alicante",2001,4,1451446,0,1,3,10,5,17,14.6406962325962,0.233574816609625
"245","Alicante",2001,5,1452854,0,1,5,12,13,19,17.3696588033569,-0.323991765907987
"246","Alicante",2001,6,1454262,0,5,4,7,10,15,22.832179897037,0.863410336220191
"247","Alicante",2001,7,1455670,1,5,1,9,10,24,24.4262602862978,-0.283328823896703
"248","Alicante",2001,8,1459441.5,3,6,2,5,16,23,25.4817521844822,0.525735891231452
"249","Alicante",2001,9,1463213,2,4,4,11,5,18,21.7096491815468,-0.0541769542891934
"250","Alicante",2001,10,1466984.5,0,2,2,9,7,19,19.1008598104241,1.02227536682898
"251","Alicante",2001,11,1470756,0,3,2,13,4,11,10.7982934685161,-1.8155043032369
"252","Alicante",2001,12,1474527.5,1,1,3,11,9,17,8.31190982292256,-1.68614954687758
"253","Alicante",2002,1,1478299,3,1,6,9,5,14,9.56776279807486,0.126360270993983
"254","Alicante",2002,2,1483535.16666667,4,2,3,11,5,14,10.7069856639301,0.876928102723378
"255","Alicante",2002,3,1488771.33333333,1,0,6,11,7,20,12.4029591523866,0.317415353664828
"256","Alicante",2002,4,1494007.5,5,5,3,9,10,16,13.6306076647623,-0.776513751224302
"257","Alicante",2002,5,1499243.66666667,2,6,3,14,11,10,16.5830759849045,-1.11057458436038
"258","Alicante",2002,6,1504479.83333333,3,3,1,9,12,21,22.1102997202569,0.141530159440084
"259","Alicante",2002,7,1509716,4,5,4,16,9,11,23.7837430651882,-0.925846045006235
"260","Alicante",2002,8,1515149.83333333,4,5,5,5,8,25,23.4929166445777,-1.46309964867304
"261","Alicante",2002,9,1520583.66666667,2,3,4,10,11,19,21.6035300355457,-0.160296100290267
"262","Alicante",2002,10,1526017.5,2,2,3,13,6,15,17.5482184491762,-0.530365994418897
"263","Alicante",2002,11,1531451.33333333,1,1,4,5,12,20,13.5127870401226,0.898989268369546
"264","Alicante",2002,12,1536885.16666667,3,1,1,12,8,23,11.6110504361178,1.61299106631761
"265","Alicante",2003,1,1542319,1,3,6,12,13,20,8.99862161440299,-0.442780912677895
"266","Alicante",2003,2,1547338.83333333,2,2,3,8,4,12,8.88516808049399,-0.944889480712686
"267","Alicante",2003,3,1552358.66666667,0,3,4,9,14,19,12.0579258262935,-0.0276179724283114
"268","Alicante",2003,4,1557378.5,3,2,2,6,11,14,13.9519841802931,-0.455137235693462
"269","Alicante",2003,5,1562398.33333333,1,7,5,8,11,17,17.5219153934046,-0.171735175860338
"270","Alicante",2003,6,1567418.16666667,2,9,6,7,9,13,23.9701755015361,2.00140594071935
"271","Alicante",2003,7,1572438,2,10,7,17,17,23,25.9633575491057,1.25376843891122
"272","Alicante",2003,8,1577394,7,9,2,21,20,24,26.2421915573622,1.28617526411144
"273","Alicante",2003,9,1582350,0,7,5,8,4,22,22.1121311203524,0.348304984516435
"274","Alicante",2003,10,1587306,1,3,6,4,7,19,17.0976058706214,-0.980978572973655
"275","Alicante",2003,11,1592262,0,1,7,4,13,19,13.3679995145147,0.754201742761689
"276","Alicante",2003,12,1597218,2,6,2,15,8,14,9.8841152302503,-0.11394413954984
"277","Alicante",2004,1,1602174,0,5,3,6,20,17,11.2096161329788,1.76821360589797
"278","Alicante",2004,2,1606639.5,1,2,5,8,14,16,9.76575173332672,-0.0643058278799558
"279","Alicante",2004,3,1611105,0,1,10,14,10,13,11.3251717164879,-0.760372082233861
"280","Alicante",2004,4,1615570.5,3,6,2,7,4,13,12.9788781832126,-1.42824323277395
"281","Alicante",2004,5,1620036,1,1,4,11,9,15,15.6360593042863,-2.05759126497862
"282","Alicante",2004,6,1624501.5,2,7,7,7,9,21,22.3280419671359,0.359272406319128
"283","Alicante",2004,7,1628967,2,9,2,11,10,15,24.1254862733766,-0.584102836817859
"284","Alicante",2004,8,1634415.66666667,0,13,4,9,7,18,25.58579264011,0.629776346859234
"285","Alicante",2004,9,1639864.33333333,2,7,3,7,10,16,22.9124928380293,1.1486667021933
"286","Alicante",2004,10,1645313,1,3,0,16,11,25,18.8666737792906,0.788089335695535
"287","Alicante",2004,11,1650761.66666667,3,3,4,9,8,17,12.2030255427027,-0.410772229050348
"288","Alicante",2004,12,1656210.33333333,5,4,4,9,7,12,9.92894177341775,-0.0691175963823962
"289","Alicante",2005,1,1661659,1,3,8,12,10,15,7.68582979329554,-1.75557273378534
"290","Alicante",2005,2,1666208.83333333,3,10,7,14,7,14,7.39454356163397,-2.4355139995727
"291","Alicante",2005,3,1670758.66666667,1,7,2,6,8,14,11.4862041345429,-0.599339664178908
"292","Alicante",2005,4,1675308.5,3,7,2,9,9,21,14.6294250407365,0.222303624749937
"293","Alicante",2005,5,1679858.33333333,0,10,4,10,16,18,18.6236777161495,0.93002714688458
"294","Alicante",2005,6,1684408.16666667,1,8,2,10,18,20,22.8686450973757,0.899875536558955
"295","Alicante",2005,7,1688958,4,7,2,8,8,21,24.9433871677404,0.233798057545883
"296","Alicante",2005,8,1693120.83333333,3,12,7,9,16,22,24.0105512473163,-0.945465045934448
"297","Alicante",2005,9,1697283.66666667,2,4,3,13,15,13,20.8953359298457,-0.868490205990263
