"","sex","age","year","month","fips","deaths","iso3","pop","pop.adj","rate","rate.adj","rate.adj.old","leap","deaths.adj","variable","month.short","state.name"
"9155",1,25,2008,11,29,52,"USA",385512,388725.636224256,0.000134885554794663,0.0001382294562696,0.000133770441551226,1,53.7333333333333,4,"Nov","Missouri"
"9156",1,25,2008,12,29,44,"USA",385512,389367.289780078,0.000114133930980099,0.000113003842785181,0.000113003842785181,1,44,8,"Dec","Missouri"
"9157",1,25,2009,1,29,42,"USA",393326,390031.444505504,0.000106781651861306,0.000107683625491399,0.000107683625491399,0,42,4,"Jan","Missouri"
"9158",1,25,2009,2,29,68,"USA",393326,390696.732098304,0.000172884579204019,0.000192696042993192,0.00017404803883256,0,75.2857142857143,6,"Feb","Missouri"
"9159",1,25,2009,3,29,70,"USA",393326,391341.639261706,0.000177969419768843,0.000178871842342308,0.000178871842342308,0,70,5,"Mar","Missouri"
"9160",1,25,2009,4,29,47,"USA",393326,392009.161690512,0.000119493753273366,0.000123891662269388,0.000119895157034891,0,48.5666666666667,3,"Apr","Missouri"
"9161",1,25,2009,5,29,55,"USA",393326,392656.235227921,0.000139833115532662,0.000140071632806429,0.000140071632806429,0,55,1,"May","Missouri"
"9162",1,25,2009,6,29,71,"USA",393326,393326,0.000180511840051255,0.000186528901386297,0.000180511840051255,0,73.3666666666667,1,"Jun","Missouri"
"9163",1,25,2009,7,29,62,"USA",393326,392953.034929606,0.000157630057509547,0.000157779669550349,0.000157779669550349,0,62,0,"Jul","Missouri"
"9164",1,25,2009,8,29,43,"USA",393326,392616.467239142,0.000109324072143718,0.000109521641571414,0.000109521641571414,0,43,0,"Aug","Missouri"
"9165",1,25,2009,9,29,67,"USA",393326,392244.174971807,0.000170342158921607,0.000176505701680106,0.000170811969367845,0,69.2333333333333,1,"Sep","Missouri"
"9166",1,25,2009,10,29,67,"USA",393326,391884.228258102,0.000170342158921607,0.000170968860619398,0.000170968860619398,0,67,3,"Oct","Missouri"
"9167",1,25,2009,11,29,50,"USA",393326,391512.630324636,0.000127121014120602,0.000131966794082289,0.000127709800724796,0,51.6666666666667,2,"Nov","Missouri"
"9168",1,25,2009,12,29,43,"USA",393326,391153.35492005,0.000109324072143718,0.000109931308166305,0.000109931308166305,0,43,4,"Dec","Missouri"
"9169",1,25,2010,1,29,55,"USA",388957,390782.450025503,0.000141403805562054,0.000140743270319357,0.000140743270319357,0,55,2,"Jan","Missouri"
"9170",1,25,2010,2,29,44,"USA",388957,390411.896835573,0.000113123044449644,0.000124776642589871,0.00011270148362956,0,48.7142857142857,1,"Feb","Missouri"
"9171",1,25,2010,3,29,62,"USA",388957,390053.631529868,0.00015940065354268,0.00015895250034418,0.00015895250034418,0,62,2,"Mar","Missouri"
"9172",1,25,2010,4,29,66,"USA",388957,389683.769430386,0.000169684566674465,0.000175013704316426,0.00016936810095138,0,68.2,3,"Apr","Missouri"
"9173",1,25,2010,5,29,68,"USA",388957,389326.172297934,0.000174826523240358,0.000174660746793983,0.000174660746793983,0,68,2,"May","Missouri"
