"cause","cause.sub","icd"
"9501","Intentional self-harm",9
"9502","Intentional self-harm",9
"9503","Intentional self-harm",9
"9504","Intentional self-harm",9
"9505","Intentional self-harm",9
"9506","Intentional self-harm",9
"9507","Intentional self-harm",9
"9508","Intentional self-harm",9
"9509","Intentional self-harm",9
"9510","Intentional self-harm",9
"9511","Intentional self-harm",9
"9518","Intentional self-harm",9
"9520","Intentional self-harm",9
"9521","Intentional self-harm",9
"9528","Intentional self-harm",9
"9529","Intentional self-harm",9
"9530","Intentional self-harm",9
"9531","Intentional self-harm",9
"9538","Intentional self-harm",9
"9539","Intentional self-harm",9
"9540","Intentional self-harm",9
"9550","Intentional self-harm",9
"9551","Intentional self-harm",9
"9552","Intentional self-harm",9
"9553","Intentional self-harm",9
"9554","Intentional self-harm",9
"9555","Intentional self-harm",9
"9559","Intentional self-harm",9
"9560","Intentional self-harm",9
"9570","Intentional self-harm",9
"9571","Intentional self-harm",9
"9572","Intentional self-harm",9
"9579","Intentional self-harm",9
"9580","Intentional self-harm",9
"9581","Intentional self-harm",9
"9582","Intentional self-harm",9
"9583","Intentional self-harm",9
"9584","Intentional self-harm",9
"9585","Intentional self-harm",9
"9586","Intentional self-harm",9
"9587","Intentional self-harm",9
"9588","Intentional self-harm",9
"9589","Intentional self-harm",9
"9590","Intentional self-harm",9
"X600","Intentional self-harm",10
"X610","Intentional self-harm",10
"X620","Intentional self-harm",10
"X630","Intentional self-harm",10
"X640","Intentional self-harm",10
"X650","Intentional self-harm",10
"X660","Intentional self-harm",10
"X670","Intentional self-harm",10
"X680","Intentional self-harm",10
"X690","Intentional self-harm",10
"X700","Intentional self-harm",10
"X710","Intentional self-harm",10
"X720","Intentional self-harm",10
"X730","Intentional self-harm",10
"X740","Intentional self-harm",10
"X750","Intentional self-harm",10
"X760","Intentional self-harm",10
"X770","Intentional self-harm",10
"X780","Intentional self-harm",10
"X790","Intentional self-harm",10
"X800","Intentional self-harm",10
"X810","Intentional self-harm",10
"X820","Intentional self-harm",10
"X830","Intentional self-harm",10
"X840","Intentional self-harm",10
"6300","Maternal conditions",9
"6310","Maternal conditions",9
"6320","Maternal conditions",9
"6330","Maternal conditions",9
"6331","Maternal conditions",9
"6332","Maternal conditions",9
"6338","Maternal conditions",9
"6339","Maternal conditions",9
"6340","Maternal conditions",9
"6341","Maternal conditions",9
"6342","Maternal conditions",9
"6343","Maternal conditions",9
"6345","Maternal conditions",9
"6346","Maternal conditions",9
"6347","Maternal conditions",9
"6348","Maternal conditions",9
"6349","Maternal conditions",9
"6350","Maternal conditions",9
"6351","Maternal conditions",9
"6352","Maternal conditions",9
"6353","Maternal conditions",9
"6354","Maternal conditions",9
"6355","Maternal conditions",9
"6356","Maternal conditions",9
"6357","Maternal conditions",9
"6358","Maternal conditions",9
"6359","Maternal conditions",9
"6360","Maternal conditions",9
"6361","Maternal conditions",9
"6362","Maternal conditions",9
"6366","Maternal conditions",9
"6367","Maternal conditions",9
"6368","Maternal conditions",9
"6369","Maternal conditions",9
"6370","Maternal conditions",9
"6371","Maternal conditions",9
"6372","Maternal conditions",9
"6375","Maternal conditions",9
"6376","Maternal conditions",9
"6377","Maternal conditions",9
"6378","Maternal conditions",9
"6379","Maternal conditions",9
"6382","Maternal conditions",9
"6400","Maternal conditions",9
"6410","Maternal conditions",9
"6420","Maternal conditions",9
"6422","Maternal conditions",9
"6424","Maternal conditions",9
"6425","Maternal conditions",9
"6426","Maternal conditions",9
"6427","Maternal conditions",9
"6429","Maternal conditions",9
"6430","Maternal conditions",9
"6440","Maternal conditions",9
"6461","Maternal conditions",9
"6462","Maternal conditions",9
"6466","Maternal conditions",9
"6467","Maternal conditions",9
"6468","Maternal conditions",9
"6469","Maternal conditions",9
"6475","Maternal conditions",9
"6476","Maternal conditions",9
"6478","Maternal conditions",9
"6479","Maternal conditions",9
"6480","Maternal conditions",9
"6481","Maternal conditions",9
"6482","Maternal conditions",9
"6483","Maternal conditions",9
"6484","Maternal conditions",9
"6485","Maternal conditions",9
"6486","Maternal conditions",9
"6487","Maternal conditions",9
"6489","Maternal conditions",9
"6500","Maternal conditions",9
"6510","Maternal conditions",9
"6520","Maternal conditions",9
"6530","Maternal conditions",9
"6540","Maternal conditions",9
"6560","Maternal conditions",9
"6580","Maternal conditions",9
"6590","Maternal conditions",9
"6600","Maternal conditions",9
"6610","Maternal conditions",9
"6620","Maternal conditions",9
"6630","Maternal conditions",9
"6640","Maternal conditions",9
"6650","Maternal conditions",9
"6660","Maternal conditions",9
"6670","Maternal conditions",9
"6680","Maternal conditions",9
"6690","Maternal conditions",9
"6700","Maternal conditions",9
"6710","Maternal conditions",9
"6730","Maternal conditions",9
"6740","Maternal conditions",9
"6750","Maternal conditions",9
"O000","Maternal conditions",10
"O001","Maternal conditions",10
"O002","Maternal conditions",10
"O008","Maternal conditions",10
"O009","Maternal conditions",10
"O019","Maternal conditions",10
"O020","Maternal conditions",10
"O021","Maternal conditions",10
"O029","Maternal conditions",10
"O031","Maternal conditions",10
"O033","Maternal conditions",10
"O034","Maternal conditions",10
"O035","Maternal conditions",10
"O036","Maternal conditions",10
"O037","Maternal conditions",10
"O038","Maternal conditions",10
"O039","Maternal conditions",10
"O040","Maternal conditions",10
"O045","Maternal conditions",10
"O047","Maternal conditions",10
"O048","Maternal conditions",10
"O049","Maternal conditions",10
"O054","Maternal conditions",10
"O056","Maternal conditions",10
"O058","Maternal conditions",10
"O059","Maternal conditions",10
"O060","Maternal conditions",10
"O063","Maternal conditions",10
"O065","Maternal conditions",10
"O066","Maternal conditions",10
"O067","Maternal conditions",10
"O068","Maternal conditions",10
"O069","Maternal conditions",10
"O073","Maternal conditions",10
"O074","Maternal conditions",10
"O075","Maternal conditions",10
"O076","Maternal conditions",10
"O077","Maternal conditions",10
"O078","Maternal conditions",10
"O100","Maternal conditions",10
"O101","Maternal conditions",10
"O102","Maternal conditions",10
"O103","Maternal conditions",10
"O104","Maternal conditions",10
"O109","Maternal conditions",10
"O110","Maternal conditions",10
"O120","Maternal conditions",10
"O121","Maternal conditions",10
"O130","Maternal conditions",10
"O140","Maternal conditions",10
"O141","Maternal conditions",10
"O142","Maternal conditions",10
"O149","Maternal conditions",10
"O150","Maternal conditions",10
"O152","Maternal conditions",10
"O159","Maternal conditions",10
"O160","Maternal conditions",10
"O200","Maternal conditions",10
"O208","Maternal conditions",10
"O209","Maternal conditions",10
"O210","Maternal conditions",10
"O211","Maternal conditions",10
"O219","Maternal conditions",10
"O222","Maternal conditions",10
"O223","Maternal conditions",10
"O225","Maternal conditions",10
"O228","Maternal conditions",10
"O229","Maternal conditions",10
"O230","Maternal conditions",10
"O234","Maternal conditions",10
"O235","Maternal conditions",10
"O240","Maternal conditions",10
"O241","Maternal conditions",10
"O243","Maternal conditions",10
"O244","Maternal conditions",10
"O249","Maternal conditions",10
"O250","Maternal conditions",10
"O263","Maternal conditions",10
"O264","Maternal conditions",10
"O265","Maternal conditions",10
"O266","Maternal conditions",10
"O268","Maternal conditions",10
"O269","Maternal conditions",10
"O290","Maternal conditions",10
"O291","Maternal conditions",10
"O292","Maternal conditions",10
"O300","Maternal conditions",10
"O301","Maternal conditions",10
"O321","Maternal conditions",10
"O339","Maternal conditions",10
"O340","Maternal conditions",10
"O341","Maternal conditions",10
"O343","Maternal conditions",10
"O345","Maternal conditions",10
"O348","Maternal conditions",10
"O355","Maternal conditions",10
"O360","Maternal conditions",10
"O363","Maternal conditions",10
"O364","Maternal conditions",10
"O365","Maternal conditions",10
"O368","Maternal conditions",10
"O400","Maternal conditions",10
"O411","Maternal conditions",10
"O419","Maternal conditions",10
"O429","Maternal conditions",10
"O430","Maternal conditions",10
"O431","Maternal conditions",10
"O432","Maternal conditions",10
"O438","Maternal conditions",10
"O441","Maternal conditions",10
"O450","Maternal conditions",10
"O458","Maternal conditions",10
"O459","Maternal conditions",10
"O460","Maternal conditions",10
"O468","Maternal conditions",10
"O469","Maternal conditions",10
"O600","Maternal conditions",10
"O621","Maternal conditions",10
"O622","Maternal conditions",10
"O623","Maternal conditions",10
"O639","Maternal conditions",10
"O644","Maternal conditions",10
"O669","Maternal conditions",10
"O670","Maternal conditions",10
"O678","Maternal conditions",10
"O679","Maternal conditions",10
"O680","Maternal conditions",10
"O689","Maternal conditions",10
"O690","Maternal conditions",10
"O695","Maternal conditions",10
"O698","Maternal conditions",10
"O700","Maternal conditions",10
"O701","Maternal conditions",10
"O709","Maternal conditions",10
"O710","Maternal conditions",10
"O711","Maternal conditions",10
"O713","Maternal conditions",10
"O714","Maternal conditions",10
"O715","Maternal conditions",10
"O716","Maternal conditions",10
"O717","Maternal conditions",10
"O720","Maternal conditions",10
"O721","Maternal conditions",10
"O722","Maternal conditions",10
"O723","Maternal conditions",10
"O730","Maternal conditions",10
"O731","Maternal conditions",10
"O742","Maternal conditions",10
"O743","Maternal conditions",10
"O745","Maternal conditions",10
"O748","Maternal conditions",10
"O749","Maternal conditions",10
"O750","Maternal conditions",10
"O751","Maternal conditions",10
"O753","Maternal conditions",10
"O754","Maternal conditions",10
"O756","Maternal conditions",10
"O757","Maternal conditions",10
"O758","Maternal conditions",10
"O759","Maternal conditions",10
"O850","Maternal conditions",10
"O860","Maternal conditions",10
"O864","Maternal conditions",10
"O868","Maternal conditions",10
"O870","Maternal conditions",10
"O871","Maternal conditions",10
"O873","Maternal conditions",10
"O878","Maternal conditions",10
"O879","Maternal conditions",10
"O880","Maternal conditions",10
"O881","Maternal conditions",10
"O882","Maternal conditions",10
"O883","Maternal conditions",10
"O888","Maternal conditions",10
"O891","Maternal conditions",10
"O898","Maternal conditions",10
"O900","Maternal conditions",10
"O901","Maternal conditions",10
"O903","Maternal conditions",10
"O904","Maternal conditions",10
"O908","Maternal conditions",10
"O909","Maternal conditions",10
"O911","Maternal conditions",10
"O912","Maternal conditions",10
"O950","Maternal conditions",10
"O960","Maternal conditions",10
"O961","Maternal conditions",10
"O969","Maternal conditions",10
"O970","Maternal conditions",10
"O971","Maternal conditions",10
"O979","Maternal conditions",10
"O980","Maternal conditions",10
"O981","Maternal conditions",10
"O984","Maternal conditions",10
"O985","Maternal conditions",10
"O987","Maternal conditions",10
"O988","Maternal conditions",10
"O990","Maternal conditions",10
"O991","Maternal conditions",10
"O992","Maternal conditions",10
"O993","Maternal conditions",10
"O994","Maternal conditions",10
"O995","Maternal conditions",10
"O996","Maternal conditions",10
"O997","Maternal conditions",10
"O998","Maternal conditions",10
"0010","NA",9
"0019","NA",9
"0020","NA",9
"0021","NA",9
"0022","NA",9
"0029","NA",9
"0030","NA",9
"0031","NA",9
"0032","NA",9
"0038","NA",9
"0039","NA",9
"0040","NA",9
"0041","NA",9
"0042","NA",9
"0043","NA",9
"0048","NA",9
"0049","NA",9
"0050","NA",9
"0051","NA",9
"0052","NA",9
"0053","NA",9
"0054","NA",9
"0058","NA",9
"0059","NA",9
"0063","NA",9
"0064","NA",9
"0065","NA",9
"0068","NA",9
"0069","NA",9
"0070","NA",9
"0071","NA",9
"0072","NA",9
"0078","NA",9
"0080","NA",9
"0081","NA",9
"0082","NA",9
"0083","NA",9
"0084","NA",9
"0085","NA",9
"0086","NA",9
"0088","NA",9
"0090","NA",9
"0092","NA",9
"0100","NA",9
"0108","NA",9
"0109","NA",9
"0110","NA",9
"0111","NA",9
"0112","NA",9
"0113","NA",9
"0114","NA",9
"0115","NA",9
"0116","NA",9
"0117","NA",9
"0118","NA",9
"0119","NA",9
"0120","NA",9
"0121","NA",9
"0122","NA",9
"0123","NA",9
"0128","NA",9
"0130","NA",9
"0138","NA",9
"0139","NA",9
"0140","NA",9
"0150","NA",9
"0151","NA",9
"0152","NA",9
"0157","NA",9
"0158","NA",9
"0159","NA",9
"0160","NA",9
"0161","NA",9
"0164","NA",9
"0169","NA",9
"0170","NA",9
"0171","NA",9
"0172","NA",9
"0173","NA",9
"0174","NA",9
"0176","NA",9
"0177","NA",9
"0178","NA",9
"0180","NA",9
"0188","NA",9
"0189","NA",9
"0200","NA",9
"0202","NA",9
"0205","NA",9
"0209","NA",9
"0210","NA",9
"0239","NA",9
"0250","NA",9
"0261","NA",9
"0270","NA",9
"0271","NA",9
"0272","NA",9
"0278","NA",9
"0279","NA",9
"0300","NA",9
"0309","NA",9
"0310","NA",9
"0311","NA",9
"0318","NA",9
"0319","NA",9
"0328","NA",9
"0329","NA",9
"0330","NA",9
"0339","NA",9
"0340","NA",9
"0341","NA",9
"0350","NA",9
"0360","NA",9
"0361","NA",9
"0362","NA",9
"0363","NA",9
"0368","NA",9
"0369","NA",9
"0370","NA",9
"0380","NA",9
"0381","NA",9
"0382","NA",9
"0383","NA",9
"0384","NA",9
"0388","NA",9
"0389","NA",9
"0390","NA",9
"0391","NA",9
"0392","NA",9
"0394","NA",9
"0398","NA",9
"0399","NA",9
"0400","NA",9
"0401","NA",9
"0402","NA",9
"0403","NA",9
"0408","NA",9
"0410","NA",9
"0411","NA",9
"0412","NA",9
"0413","NA",9
"0414","NA",9
"0415","NA",9
"0416","NA",9
"0417","NA",9
"0418","NA",9
"0419","NA",9
"0420","NA",9
"0421","NA",9
"0422","NA",9
"0429","NA",9
"0430","NA",9
"0431","NA",9
"0432","NA",9
"0433","NA",9
"0439","NA",9
"0440","NA",9
"0449","NA",9
"0450","NA",9
"0451","NA",9
"0459","NA",9
"0460","NA",9
"0461","NA",9
"0462","NA",9
"0463","NA",9
"0468","NA",9
"0469","NA",9
"0470","NA",9
"0471","NA",9
"0478","NA",9
"0479","NA",9
"0480","NA",9
"0490","NA",9
"0491","NA",9
"0498","NA",9
"0499","NA",9
"0512","NA",9
"0520","NA",9
"0530","NA",9
"0531","NA",9
"0532","NA",9
"0537","NA",9
"0538","NA",9
"0539","NA",9
"0540","NA",9
"0541","NA",9
"0542","NA",9
"0543","NA",9
"0545","NA",9
"0547","NA",9
"0549","NA",9
"0550","NA",9
"0551","NA",9
"0557","NA",9
"0558","NA",9
"0559","NA",9
"0560","NA",9
"0569","NA",9
"0570","NA",9
"0578","NA",9
"0579","NA",9
"0609","NA",9
"0610","NA",9
"0621","NA",9
"0622","NA",9
"0623","NA",9
"0625","NA",9
"0629","NA",9
"0640","NA",9
"0654","NA",9
"0659","NA",9
"0661","NA",9
"0700","NA",9
"0701","NA",9
"0702","NA",9
"0703","NA",9
"0704","NA",9
"0705","NA",9
"0706","NA",9
"0709","NA",9
"0710","NA",9
"0720","NA",9
"0722","NA",9
"0723","NA",9
"0729","NA",9
"0730","NA",9
"0740","NA",9
"0742","NA",9
"0748","NA",9
"0750","NA",9
"0769","NA",9
"0778","NA",9
"0779","NA",9
"0781","NA",9
"0782","NA",9
"0783","NA",9
"0784","NA",9
"0785","NA",9
"0786","NA",9
"0788","NA",9
"0790","NA",9
"0791","NA",9
"0792","NA",9
"0793","NA",9
"0798","NA",9
"0799","NA",9
"0810","NA",9
"0819","NA",9
"0820","NA",9
"0828","NA",9
"0830","NA",9
"0838","NA",9
"0839","NA",9
"0840","NA",9
"0846","NA",9
"0848","NA",9
"0849","NA",9
"0850","NA",9
"0859","NA",9
"0860","NA",9
"0861","NA",9
"0862","NA",9
"0871","NA",9
"0879","NA",9
"0880","NA",9
"0888","NA",9
"0889","NA",9
"0900","NA",9
"0902","NA",9
"0903","NA",9
"0904","NA",9
"0905","NA",9
"0907","NA",9
"0909","NA",9
"0912","NA",9
"0913","NA",9
"0919","NA",9
"0930","NA",9
"0931","NA",9
"0932","NA",9
"0938","NA",9
"0939","NA",9
"0940","NA",9
"0941","NA",9
"0942","NA",9
"0948","NA",9
"0949","NA",9
"0950","NA",9
"0970","NA",9
"0979","NA",9
"0980","NA",9
"0981","NA",9
"0982","NA",9
"0985","NA",9
"0988","NA",9
"0990","NA",9
"0991","NA",9
"0992","NA",9
"0993","NA",9
"0998","NA",9
"0999","NA",9
"1000","NA",9
"1008","NA",9
"1009","NA",9
"1010","NA",9
"1049","NA",9
"1105","NA",9
"1108","NA",9
"1109","NA",9
"1110","NA",9
"1112","NA",9
"1119","NA",9
"1120","NA",9
"1121","NA",9
"1122","NA",9
"1123","NA",9
"1124","NA",9
"1125","NA",9
"1128","NA",9
"1129","NA",9
"1140","NA",9
"1150","NA",9
"1159","NA",9
"1160","NA",9
"1161","NA",9
"1170","NA",9
"1171","NA",9
"1172","NA",9
"1173","NA",9
"1174","NA",9
"1175","NA",9
"1176","NA",9
"1177","NA",9
"1178","NA",9
"1179","NA",9
"1180","NA",9
"1201","NA",9
"1202","NA",9
"1209","NA",9
"1211","NA",9
"1213","NA",9
"1224","NA",9
"1225","NA",9
"1227","NA",9
"1228","NA",9
"1229","NA",9
"1231","NA",9
"1233","NA",9
"1240","NA",9
"1254","NA",9
"1259","NA",9
"1262","NA",9
"1269","NA",9
"1270","NA",9
"1271","NA",9
"1272","NA",9
"1273","NA",9
"1274","NA",9
"1275","NA",9
"1277","NA",9
"1278","NA",9
"1279","NA",9
"1280","NA",9
"1281","NA",9
"1288","NA",9
"1289","NA",9
"1290","NA",9
"1300","NA",9
"1310","NA",9
"1319","NA",9
"1321","NA",9
"1329","NA",9
"1330","NA",9
"1338","NA",9
"1339","NA",9
"1340","NA",9
"1341","NA",9
"1348","NA",9
"1349","NA",9
"1350","NA",9
"1361","NA",9
"1362","NA",9
"1363","NA",9
"1365","NA",9
"1368","NA",9
"1369","NA",9
"1370","NA",9
"1371","NA",9
"1372","NA",9
"1373","NA",9
"1374","NA",9
"1380","NA",9
"1390","NA",9
"1398","NA",9
"1400","NA",9
"1401","NA",9
"1403","NA",9
"1404","NA",9
"1405","NA",9
"1406","NA",9
"1409","NA",9
"1410","NA",9
"1411","NA",9
"1412","NA",9
"1413","NA",9
"1414","NA",9
"1415","NA",9
"1416","NA",9
"1418","NA",9
"1419","NA",9
"1420","NA",9
"1421","NA",9
"1422","NA",9
"1428","NA",9
"1429","NA",9
"1430","NA",9
"1431","NA",9
"1438","NA",9
"1439","NA",9
"1440","NA",9
"1441","NA",9
"1449","NA",9
"1450","NA",9
"1451","NA",9
"1452","NA",9
"1453","NA",9
"1454","NA",9
"1455","NA",9
"1456","NA",9
"1458","NA",9
"1459","NA",9
"1460","NA",9
"1461","NA",9
"1462","NA",9
"1463","NA",9
"1464","NA",9
"1466","NA",9
"1467","NA",9
"1468","NA",9
"1469","NA",9
"1470","NA",9
"1471","NA",9
"1472","NA",9
"1473","NA",9
"1478","NA",9
"1479","NA",9
"1480","NA",9
"1481","NA",9
"1482","NA",9
"1483","NA",9
"1489","NA",9
"1490","NA",9
"1491","NA",9
"1498","NA",9
"1499","NA",9
"1500","NA",9
"1501","NA",9
"1502","NA",9
"1503","NA",9
"1504","NA",9
"1505","NA",9
"1508","NA",9
"1509","NA",9
"1510","NA",9
"1511","NA",9
"1512","NA",9
"1513","NA",9
"1514","NA",9
"1515","NA",9
"1516","NA",9
"1518","NA",9
"1519","NA",9
"1520","NA",9
"1521","NA",9
"1522","NA",9
"1523","NA",9
"1528","NA",9
"1529","NA",9
"1530","NA",9
"1531","NA",9
"1532","NA",9
"1533","NA",9
"1534","NA",9
"1535","NA",9
"1536","NA",9
"1537","NA",9
"1538","NA",9
"1539","NA",9
"1540","NA",9
"1541","NA",9
"1542","NA",9
"1543","NA",9
"1548","NA",9
"1550","NA",9
"1551","NA",9
"1552","NA",9
"1560","NA",9
"1561","NA",9
"1562","NA",9
"1568","NA",9
"1569","NA",9
"1570","NA",9
"1571","NA",9
"1572","NA",9
"1573","NA",9
"1574","NA",9
"1578","NA",9
"1579","NA",9
"1580","NA",9
"1588","NA",9
"1589","NA",9
"1590","NA",9
"1591","NA",9
"1598","NA",9
"1599","NA",9
"1600","NA",9
"1601","NA",9
"1602","NA",9
"1603","NA",9
"1604","NA",9
"1605","NA",9
"1608","NA",9
"1609","NA",9
"1610","NA",9
"1611","NA",9
"1612","NA",9
"1613","NA",9
"1618","NA",9
"1619","NA",9
"1620","NA",9
"1622","NA",9
"1623","NA",9
"1624","NA",9
"1625","NA",9
"1628","NA",9
"1629","NA",9
"1630","NA",9
"1631","NA",9
"1638","NA",9
"1639","NA",9
"1640","NA",9
"1641","NA",9
"1642","NA",9
"1643","NA",9
"1648","NA",9
"1649","NA",9
"1650","NA",9
"1658","NA",9
"1659","NA",9
"1700","NA",9
"1701","NA",9
"1702","NA",9
"1703","NA",9
"1704","NA",9
"1705","NA",9
"1706","NA",9
"1707","NA",9
"1708","NA",9
"1709","NA",9
"1710","NA",9
"1712","NA",9
"1713","NA",9
"1714","NA",9
"1715","NA",9
"1716","NA",9
"1717","NA",9
"1718","NA",9
"1719","NA",9
"1720","NA",9
"1721","NA",9
"1722","NA",9
"1723","NA",9
"1724","NA",9
"1725","NA",9
"1726","NA",9
"1727","NA",9
"1728","NA",9
"1729","NA",9
"1730","NA",9
"1731","NA",9
"1732","NA",9
"1733","NA",9
"1734","NA",9
"1735","NA",9
"1736","NA",9
"1737","NA",9
"1738","NA",9
"1739","NA",9
"1740","NA",9
"1741","NA",9
"1742","NA",9
"1743","NA",9
"1744","NA",9
"1745","NA",9
"1746","NA",9
"1748","NA",9
"1749","NA",9
"1750","NA",9
"1790","NA",9
"1800","NA",9
"1801","NA",9
"1808","NA",9
"1809","NA",9
"1810","NA",9
"1820","NA",9
"1821","NA",9
"1830","NA",9
"1832","NA",9
"1833","NA",9
"1834","NA",9
"1835","NA",9
"1838","NA",9
"1839","NA",9
"1840","NA",9
"1841","NA",9
"1842","NA",9
"1843","NA",9
"1844","NA",9
"1848","NA",9
"1849","NA",9
"1850","NA",9
"1860","NA",9
"1869","NA",9
"1871","NA",9
"1872","NA",9
"1873","NA",9
"1874","NA",9
"1875","NA",9
"1876","NA",9
"1877","NA",9
"1878","NA",9
"1879","NA",9
"1880","NA",9
"1881","NA",9
"1882","NA",9
"1883","NA",9
"1884","NA",9
"1885","NA",9
"1886","NA",9
"1887","NA",9
"1888","NA",9
"1889","NA",9
"1890","NA",9
"1891","NA",9
"1892","NA",9
"1893","NA",9
"1894","NA",9
"1898","NA",9
"1899","NA",9
"1900","NA",9
"1901","NA",9
"1902","NA",9
"1903","NA",9
"1904","NA",9
"1905","NA",9
"1906","NA",9
"1907","NA",9
"1908","NA",9
"1909","NA",9
"1910","NA",9
"1911","NA",9
"1912","NA",9
"1913","NA",9
"1914","NA",9
"1915","NA",9
"1916","NA",9
"1917","NA",9
"1918","NA",9
"1919","NA",9
"1920","NA",9
"1921","NA",9
"1922","NA",9
"1923","NA",9
"1928","NA",9
"1929","NA",9
"1930","NA",9
"1940","NA",9
"1941","NA",9
"1943","NA",9
"1944","NA",9
"1945","NA",9
"1946","NA",9
"1948","NA",9
"1949","NA",9
"1950","NA",9
"1951","NA",9
"1952","NA",9
"1953","NA",9
"1954","NA",9
"1955","NA",9
"1958","NA",9
"1990","NA",9
"1991","NA",9
"2000","NA",9
"2001","NA",9
"2002","NA",9
"2008","NA",9
"2010","NA",9
"2011","NA",9
"2012","NA",9
"2014","NA",9
"2015","NA",9
"2016","NA",9
"2017","NA",9
"2019","NA",9
"2020","NA",9
"2021","NA",9
"2022","NA",9
"2023","NA",9
"2024","NA",9
"2025","NA",9
"2026","NA",9
"2028","NA",9
"2029","NA",9
"2030","NA",9
"2031","NA",9
"2038","NA",9
"2040","NA",9
"2041","NA",9
"2042","NA",9
"2048","NA",9
"2049","NA",9
"2050","NA",9
"2051","NA",9
"2052","NA",9
"2053","NA",9
"2058","NA",9
"2059","NA",9
"2060","NA",9
"2061","NA",9
"2062","NA",9
"2068","NA",9
"2069","NA",9
"2070","NA",9
"2071","NA",9
"2072","NA",9
"2078","NA",9
"2080","NA",9
"2081","NA",9
"2082","NA",9
"2088","NA",9
"2089","NA",9
"2101","NA",9
"2102","NA",9
"2103","NA",9
"2104","NA",9
"2106","NA",9
"2107","NA",9
"2108","NA",9
"2109","NA",9
"2110","NA",9
"2111","NA",9
"2112","NA",9
"2113","NA",9
"2114","NA",9
"2115","NA",9
"2116","NA",9
"2117","NA",9
"2118","NA",9
"2119","NA",9
"2120","NA",9
"2121","NA",9
"2122","NA",9
"2123","NA",9
"2124","NA",9
"2125","NA",9
"2126","NA",9
"2127","NA",9
"2129","NA",9
"2130","NA",9
"2131","NA",9
"2132","NA",9
"2134","NA",9
"2136","NA",9
"2137","NA",9
"2138","NA",9
"2139","NA",9
"2140","NA",9
"2150","NA",9
"2152","NA",9
"2153","NA",9
"2154","NA",9
"2155","NA",9
"2156","NA",9
"2157","NA",9
"2158","NA",9
"2159","NA",9
"2160","NA",9
"2161","NA",9
"2162","NA",9
"2163","NA",9
"2164","NA",9
"2165","NA",9
"2166","NA",9
"2167","NA",9
"2168","NA",9
"2169","NA",9
"2170","NA",9
"2180","NA",9
"2190","NA",9
"2191","NA",9
"2198","NA",9
"2199","NA",9
"2200","NA",9
"2210","NA",9
"2211","NA",9
"2212","NA",9
"2218","NA",9
"2219","NA",9
"2220","NA",9
"2222","NA",9
"2229","NA",9
"2230","NA",9
"2231","NA",9
"2232","NA",9
"2233","NA",9
"2239","NA",9
"2240","NA",9
"2241","NA",9
"2246","NA",9
"2249","NA",9
"2250","NA",9
"2251","NA",9
"2252","NA",9
"2253","NA",9
"2254","NA",9
"2258","NA",9
"2259","NA",9
"2260","NA",9
"2270","NA",9
"2271","NA",9
"2273","NA",9
"2274","NA",9
"2275","NA",9
"2276","NA",9
"2278","NA",9
"2279","NA",9
"2280","NA",9
"2281","NA",9
"2290","NA",9
"2298","NA",9
"2299","NA",9
"2300","NA",9
"2301","NA",9
"2302","NA",9
"2303","NA",9
"2304","NA",9
"2307","NA",9
"2308","NA",9
"2309","NA",9
"2310","NA",9
"2311","NA",9
"2312","NA",9
"2318","NA",9
"2320","NA",9
"2329","NA",9
"2330","NA",9
"2331","NA",9
"2332","NA",9
"2333","NA",9
"2334","NA",9
"2337","NA",9
"2339","NA",9
"2340","NA",9
"2348","NA",9
"2349","NA",9
"2350","NA",9
"2351","NA",9
"2352","NA",9
"2353","NA",9
"2354","NA",9
"2355","NA",9
"2356","NA",9
"2357","NA",9
"2358","NA",9
"2359","NA",9
"2360","NA",9
"2361","NA",9
"2362","NA",9
"2363","NA",9
"2364","NA",9
"2365","NA",9
"2366","NA",9
"2367","NA",9
"2369","NA",9
"2370","NA",9
"2371","NA",9
"2372","NA",9
"2373","NA",9
"2374","NA",9
"2375","NA",9
"2376","NA",9
"2377","NA",9
"2379","NA",9
"2380","NA",9
"2381","NA",9
"2382","NA",9
"2383","NA",9
"2384","NA",9
"2385","NA",9
"2386","NA",9
"2387","NA",9
"2388","NA",9
"2389","NA",9
"2390","NA",9
"2391","NA",9
"2392","NA",9
"2393","NA",9
"2394","NA",9
"2395","NA",9
"2396","NA",9
"2397","NA",9
"2398","NA",9
"2399","NA",9
"2430","NA",9
"2500","NA",9
"2501","NA",9
"2502","NA",9
"2503","NA",9
"2504","NA",9
"2505","NA",9
"2506","NA",9
"2507","NA",9
"2509","NA",9
"2600","NA",9
"2610","NA",9
"2620","NA",9
"2630","NA",9
"2631","NA",9
"2632","NA",9
"2638","NA",9
"2639","NA",9
"2649","NA",9
"2650","NA",9
"2651","NA",9
"2652","NA",9
"2660","NA",9
"2661","NA",9
"2662","NA",9
"2669","NA",9
"2670","NA",9
"2680","NA",9
"2681","NA",9
"2682","NA",9
"2689","NA",9
"2690","NA",9
"2691","NA",9
"2692","NA",9
"2693","NA",9
"2698","NA",9
"2699","NA",9
"2740","NA",9
"2741","NA",9
"2748","NA",9
"2749","NA",9
"2800","NA",9
"2810","NA",9
"2811","NA",9
"2812","NA",9
"2813","NA",9
"2814","NA",9
"2818","NA",9
"2819","NA",9
"2859","NA",9
"3200","NA",9
"3201","NA",9
"3202","NA",9
"3203","NA",9
"3208","NA",9
