"cause","cause.sub","icd"
"Y552","Other external causes of injury",10
"Y553","Other external causes of injury",10
"Y554","Other external causes of injury",10
"Y555","Other external causes of injury",10
"Y556","Other external causes of injury",10
"Y557","Other external causes of injury",10
"Y560","Other external causes of injury",10
"Y563","Other external causes of injury",10
"Y564","Other external causes of injury",10
"Y567","Other external causes of injury",10
"Y568","Other external causes of injury",10
"Y569","Other external causes of injury",10
"Y570","Other external causes of injury",10
"Y574","Other external causes of injury",10
"Y575","Other external causes of injury",10
"Y576","Other external causes of injury",10
"Y577","Other external causes of injury",10
"Y578","Other external causes of injury",10
"Y579","Other external causes of injury",10
"Y584","Other external causes of injury",10
"Y586","Other external causes of injury",10
"Y590","Other external causes of injury",10
"Y598","Other external causes of injury",10
"Y599","Other external causes of injury",10
"Y600","Other external causes of injury",10
"Y601","Other external causes of injury",10
"Y602","Other external causes of injury",10
"Y603","Other external causes of injury",10
"Y604","Other external causes of injury",10
"Y605","Other external causes of injury",10
"Y606","Other external causes of injury",10
"Y607","Other external causes of injury",10
"Y608","Other external causes of injury",10
"Y609","Other external causes of injury",10
"Y610","Other external causes of injury",10
"Y611","Other external causes of injury",10
"Y612","Other external causes of injury",10
"Y614","Other external causes of injury",10
"Y615","Other external causes of injury",10
"Y616","Other external causes of injury",10
"Y617","Other external causes of injury",10
"Y618","Other external causes of injury",10
"Y619","Other external causes of injury",10
"Y622","Other external causes of injury",10
"Y623","Other external causes of injury",10
"Y624","Other external causes of injury",10
"Y625","Other external causes of injury",10
"Y626","Other external causes of injury",10
"Y628","Other external causes of injury",10
"Y630","Other external causes of injury",10
"Y631","Other external causes of injury",10
"Y632","Other external causes of injury",10
"Y633","Other external causes of injury",10
"Y634","Other external causes of injury",10
"Y636","Other external causes of injury",10
"Y638","Other external causes of injury",10
"Y639","Other external causes of injury",10
"Y640","Other external causes of injury",10
"Y641","Other external causes of injury",10
"Y648","Other external causes of injury",10
"Y649","Other external causes of injury",10
"Y650","Other external causes of injury",10
"Y651","Other external causes of injury",10
"Y653","Other external causes of injury",10
"Y654","Other external causes of injury",10
"Y658","Other external causes of injury",10
"Y660","Other external causes of injury",10
"Y690","Other external causes of injury",10
"Y703","Other external causes of injury",10
"Y712","Other external causes of injury",10
"Y728","Other external causes of injury",10
"Y730","Other external causes of injury",10
"Y731","Other external causes of injury",10
"Y732","Other external causes of injury",10
"Y741","Other external causes of injury",10
"Y743","Other external causes of injury",10
"Y750","Other external causes of injury",10
"Y800","Other external causes of injury",10
"Y801","Other external causes of injury",10
"Y802","Other external causes of injury",10
"Y808","Other external causes of injury",10
"Y812","Other external causes of injury",10
"Y818","Other external causes of injury",10
"Y820","Other external causes of injury",10
"Y821","Other external causes of injury",10
"Y822","Other external causes of injury",10
"Y823","Other external causes of injury",10
"Y828","Other external causes of injury",10
"Y830","Other external causes of injury",10
"Y831","Other external causes of injury",10
"Y832","Other external causes of injury",10
"Y833","Other external causes of injury",10
"Y834","Other external causes of injury",10
"Y835","Other external causes of injury",10
"Y836","Other external causes of injury",10
"Y838","Other external causes of injury",10
"Y839","Other external causes of injury",10
"Y840","Other external causes of injury",10
"Y841","Other external causes of injury",10
"Y842","Other external causes of injury",10
"Y843","Other external causes of injury",10
"Y844","Other external causes of injury",10
"Y845","Other external causes of injury",10
"Y846","Other external causes of injury",10
"Y847","Other external causes of injury",10
"Y848","Other external causes of injury",10
"Y849","Other external causes of injury",10
"Y850","Other external causes of injury",10
"Y859","Other external causes of injury",10
"Y860","Other external causes of injury",10
"Y870","Other external causes of injury",10
"Y871","Other external causes of injury",10
"Y872","Other external causes of injury",10
"Y880","Other external causes of injury",10
"Y881","Other external causes of injury",10
"Y882","Other external causes of injury",10
"Y883","Other external causes of injury",10
"Y890","Other external causes of injury",10
"Y891","Other external causes of injury",10
"Y899","Other external causes of injury",10
"8000","Transport accidents",9
"8001","Transport accidents",9
"8002","Transport accidents",9
"8003","Transport accidents",9
"8008","Transport accidents",9
"8009","Transport accidents",9
"8010","Transport accidents",9
"8011","Transport accidents",9
"8012","Transport accidents",9
"8013","Transport accidents",9
"8018","Transport accidents",9
"8019","Transport accidents",9
"8020","Transport accidents",9
"8021","Transport accidents",9
"8022","Transport accidents",9
"8028","Transport accidents",9
"8029","Transport accidents",9
"8030","Transport accidents",9
"8031","Transport accidents",9
"8039","Transport accidents",9
"8040","Transport accidents",9
"8041","Transport accidents",9
"8042","Transport accidents",9
"8048","Transport accidents",9
"8049","Transport accidents",9
"8050","Transport accidents",9
"8051","Transport accidents",9
"8052","Transport accidents",9
"8053","Transport accidents",9
"8058","Transport accidents",9
"8059","Transport accidents",9
"8060","Transport accidents",9
"8061","Transport accidents",9
"8062","Transport accidents",9
"8063","Transport accidents",9
"8068","Transport accidents",9
"8069","Transport accidents",9
"8070","Transport accidents",9
"8071","Transport accidents",9
"8072","Transport accidents",9
"8078","Transport accidents",9
"8079","Transport accidents",9
"8100","Transport accidents",9
"8101","Transport accidents",9
"8102","Transport accidents",9
"8103","Transport accidents",9
"8104","Transport accidents",9
"8105","Transport accidents",9
"8106","Transport accidents",9
"8107","Transport accidents",9
"8108","Transport accidents",9
"8109","Transport accidents",9
"8110","Transport accidents",9
"8111","Transport accidents",9
"8112","Transport accidents",9
"8113","Transport accidents",9
"8119","Transport accidents",9
"8120","Transport accidents",9
"8121","Transport accidents",9
"8122","Transport accidents",9
"8123","Transport accidents",9
"8124","Transport accidents",9
"8125","Transport accidents",9
"8126","Transport accidents",9
"8127","Transport accidents",9
"8128","Transport accidents",9
"8129","Transport accidents",9
"8130","Transport accidents",9
"8131","Transport accidents",9
"8132","Transport accidents",9
"8133","Transport accidents",9
"8135","Transport accidents",9
"8136","Transport accidents",9
"8137","Transport accidents",9
"8138","Transport accidents",9
"8139","Transport accidents",9
"8140","Transport accidents",9
"8141","Transport accidents",9
"8142","Transport accidents",9
"8143","Transport accidents",9
"8144","Transport accidents",9
"8145","Transport accidents",9
"8146","Transport accidents",9
"8147","Transport accidents",9
"8148","Transport accidents",9
"8149","Transport accidents",9
"8150","Transport accidents",9
"8151","Transport accidents",9
"8152","Transport accidents",9
"8153","Transport accidents",9
"8154","Transport accidents",9
"8155","Transport accidents",9
"8156","Transport accidents",9
"8157","Transport accidents",9
"8158","Transport accidents",9
"8159","Transport accidents",9
"8160","Transport accidents",9
"8161","Transport accidents",9
"8162","Transport accidents",9
"8163","Transport accidents",9
"8164","Transport accidents",9
"8166","Transport accidents",9
"8167","Transport accidents",9
"8168","Transport accidents",9
"8169","Transport accidents",9
"8170","Transport accidents",9
"8171","Transport accidents",9
"8173","Transport accidents",9
"8174","Transport accidents",9
"8177","Transport accidents",9
"8178","Transport accidents",9
"8179","Transport accidents",9
"8180","Transport accidents",9
"8181","Transport accidents",9
"8182","Transport accidents",9
"8183","Transport accidents",9
"8184","Transport accidents",9
"8186","Transport accidents",9
"8187","Transport accidents",9
"8188","Transport accidents",9
"8189","Transport accidents",9
"8190","Transport accidents",9
"8191","Transport accidents",9
"8192","Transport accidents",9
"8193","Transport accidents",9
"8196","Transport accidents",9
"8197","Transport accidents",9
"8198","Transport accidents",9
"8199","Transport accidents",9
"8200","Transport accidents",9
"8201","Transport accidents",9
"8202","Transport accidents",9
"8203","Transport accidents",9
"8207","Transport accidents",9
"8208","Transport accidents",9
"8209","Transport accidents",9
"8210","Transport accidents",9
"8211","Transport accidents",9
"8212","Transport accidents",9
"8213","Transport accidents",9
"8215","Transport accidents",9
"8216","Transport accidents",9
"8217","Transport accidents",9
"8218","Transport accidents",9
"8219","Transport accidents",9
"8220","Transport accidents",9
"8221","Transport accidents",9
"8222","Transport accidents",9
"8223","Transport accidents",9
"8225","Transport accidents",9
"8226","Transport accidents",9
"8227","Transport accidents",9
"8228","Transport accidents",9
"8229","Transport accidents",9
"8230","Transport accidents",9
"8231","Transport accidents",9
"8232","Transport accidents",9
"8233","Transport accidents",9
"8236","Transport accidents",9
"8237","Transport accidents",9
"8238","Transport accidents",9
"8239","Transport accidents",9
"8240","Transport accidents",9
"8241","Transport accidents",9
"8242","Transport accidents",9
"8243","Transport accidents",9
"8246","Transport accidents",9
"8247","Transport accidents",9
"8248","Transport accidents",9
"8249","Transport accidents",9
"8250","Transport accidents",9
"8251","Transport accidents",9
"8252","Transport accidents",9
"8253","Transport accidents",9
"8254","Transport accidents",9
"8256","Transport accidents",9
"8257","Transport accidents",9
"8258","Transport accidents",9
"8259","Transport accidents",9
"8260","Transport accidents",9
"8261","Transport accidents",9
"8262","Transport accidents",9
"8263","Transport accidents",9
"8268","Transport accidents",9
"8269","Transport accidents",9
"8270","Transport accidents",9
"8272","Transport accidents",9
"8273","Transport accidents",9
"8278","Transport accidents",9
"8279","Transport accidents",9
"8280","Transport accidents",9
"8281","Transport accidents",9
"8282","Transport accidents",9
"8283","Transport accidents",9
"8284","Transport accidents",9
"8288","Transport accidents",9
"8289","Transport accidents",9
"8290","Transport accidents",9
"8291","Transport accidents",9
"8293","Transport accidents",9
"8294","Transport accidents",9
"8298","Transport accidents",9
"8299","Transport accidents",9
"8300","Transport accidents",9
"8301","Transport accidents",9
"8302","Transport accidents",9
"8303","Transport accidents",9
"8304","Transport accidents",9
"8305","Transport accidents",9
"8308","Transport accidents",9
"8309","Transport accidents",9
"8310","Transport accidents",9
"8311","Transport accidents",9
"8312","Transport accidents",9
"8313","Transport accidents",9
"8314","Transport accidents",9
"8316","Transport accidents",9
"8318","Transport accidents",9
"8319","Transport accidents",9
"8320","Transport accidents",9
"8321","Transport accidents",9
"8322","Transport accidents",9
"8323","Transport accidents",9
"8324","Transport accidents",9
"8325","Transport accidents",9
"8326","Transport accidents",9
"8328","Transport accidents",9
"8329","Transport accidents",9
"8330","Transport accidents",9
"8331","Transport accidents",9
"8332","Transport accidents",9
"8333","Transport accidents",9
"8339","Transport accidents",9
"8340","Transport accidents",9
"8341","Transport accidents",9
"8342","Transport accidents",9
"8343","Transport accidents",9
"8344","Transport accidents",9
"8346","Transport accidents",9
"8348","Transport accidents",9
"8349","Transport accidents",9
"8350","Transport accidents",9
"8351","Transport accidents",9
"8352","Transport accidents",9
"8353","Transport accidents",9
"8354","Transport accidents",9
"8355","Transport accidents",9
"8356","Transport accidents",9
"8358","Transport accidents",9
"8359","Transport accidents",9
"8360","Transport accidents",9
"8361","Transport accidents",9
"8362","Transport accidents",9
"8363","Transport accidents",9
"8366","Transport accidents",9
"8368","Transport accidents",9
"8369","Transport accidents",9
"8370","Transport accidents",9
"8371","Transport accidents",9
"8372","Transport accidents",9
"8373","Transport accidents",9
"8378","Transport accidents",9
"8379","Transport accidents",9
"8380","Transport accidents",9
"8381","Transport accidents",9
"8382","Transport accidents",9
"8383","Transport accidents",9
"8384","Transport accidents",9
"8385","Transport accidents",9
"8386","Transport accidents",9
"8388","Transport accidents",9
"8389","Transport accidents",9
"8400","Transport accidents",9
"8401","Transport accidents",9
"8402","Transport accidents",9
"8403","Transport accidents",9
"8404","Transport accidents",9
"8405","Transport accidents",9
"8406","Transport accidents",9
"8408","Transport accidents",9
"8409","Transport accidents",9
"8410","Transport accidents",9
"8411","Transport accidents",9
"8412","Transport accidents",9
"8413","Transport accidents",9
"8414","Transport accidents",9
"8415","Transport accidents",9
"8416","Transport accidents",9
"8417","Transport accidents",9
"8418","Transport accidents",9
"8419","Transport accidents",9
"8420","Transport accidents",9
"8421","Transport accidents",9
"8422","Transport accidents",9
"8423","Transport accidents",9
"8425","Transport accidents",9
"8426","Transport accidents",9
"8427","Transport accidents",9
"8429","Transport accidents",9
"8431","Transport accidents",9
"8432","Transport accidents",9
"8433","Transport accidents",9
"8434","Transport accidents",9
"8435","Transport accidents",9
"8436","Transport accidents",9
"8437","Transport accidents",9
"8438","Transport accidents",9
"8439","Transport accidents",9
"8440","Transport accidents",9
"8441","Transport accidents",9
"8442","Transport accidents",9
"8443","Transport accidents",9
"8444","Transport accidents",9
"8445","Transport accidents",9
"8446","Transport accidents",9
"8447","Transport accidents",9
"8448","Transport accidents",9
"8449","Transport accidents",9
"8450","Transport accidents",9
"8452","Transport accidents",9
"8453","Transport accidents",9
"8460","Transport accidents",9
"8470","Transport accidents",9
"8480","Transport accidents",9
"V010","Transport accidents",10
"V011","Transport accidents",10
"V019","Transport accidents",10
"V020","Transport accidents",10
"V021","Transport accidents",10
"V029","Transport accidents",10
"V030","Transport accidents",10
"V031","Transport accidents",10
"V039","Transport accidents",10
"V040","Transport accidents",10
"V041","Transport accidents",10
"V049","Transport accidents",10
"V050","Transport accidents",10
"V051","Transport accidents",10
"V059","Transport accidents",10
"V060","Transport accidents",10
"V061","Transport accidents",10
"V069","Transport accidents",10
"V090","Transport accidents",10
"V091","Transport accidents",10
"V092","Transport accidents",10
"V093","Transport accidents",10
"V099","Transport accidents",10
"V100","Transport accidents",10
"V102","Transport accidents",10
"V104","Transport accidents",10
"V109","Transport accidents",10
"V110","Transport accidents",10
"V112","Transport accidents",10
"V114","Transport accidents",10
"V119","Transport accidents",10
"V121","Transport accidents",10
"V124","Transport accidents",10
"V129","Transport accidents",10
"V130","Transport accidents",10
"V131","Transport accidents",10
"V132","Transport accidents",10
"V133","Transport accidents",10
"V134","Transport accidents",10
"V135","Transport accidents",10
"V139","Transport accidents",10
"V140","Transport accidents",10
"V141","Transport accidents",10
"V142","Transport accidents",10
"V143","Transport accidents",10
"V144","Transport accidents",10
"V145","Transport accidents",10
"V149","Transport accidents",10
"V150","Transport accidents",10
"V151","Transport accidents",10
"V152","Transport accidents",10
"V154","Transport accidents",10
"V155","Transport accidents",10
"V159","Transport accidents",10
"V162","Transport accidents",10
"V164","Transport accidents",10
"V169","Transport accidents",10
"V170","Transport accidents",10
"V172","Transport accidents",10
"V174","Transport accidents",10
"V175","Transport accidents",10
"V179","Transport accidents",10
"V180","Transport accidents",10
"V181","Transport accidents",10
"V182","Transport accidents",10
"V183","Transport accidents",10
"V184","Transport accidents",10
"V185","Transport accidents",10
"V189","Transport accidents",10
"V190","Transport accidents",10
"V191","Transport accidents",10
"V192","Transport accidents",10
"V193","Transport accidents",10
"V194","Transport accidents",10
"V195","Transport accidents",10
"V196","Transport accidents",10
"V198","Transport accidents",10
"V199","Transport accidents",10
"V200","Transport accidents",10
"V201","Transport accidents",10
"V202","Transport accidents",10
"V204","Transport accidents",10
"V205","Transport accidents",10
"V209","Transport accidents",10
"V210","Transport accidents",10
"V214","Transport accidents",10
"V215","Transport accidents",10
"V219","Transport accidents",10
"V220","Transport accidents",10
"V221","Transport accidents",10
"V222","Transport accidents",10
"V223","Transport accidents",10
"V224","Transport accidents",10
"V225","Transport accidents",10
"V229","Transport accidents",10
"V230","Transport accidents",10
"V231","Transport accidents",10
"V232","Transport accidents",10
"V233","Transport accidents",10
"V234","Transport accidents",10
"V235","Transport accidents",10
"V239","Transport accidents",10
"V240","Transport accidents",10
"V241","Transport accidents",10
"V242","Transport accidents",10
"V243","Transport accidents",10
"V244","Transport accidents",10
"V245","Transport accidents",10
"V249","Transport accidents",10
"V250","Transport accidents",10
"V251","Transport accidents",10
"V252","Transport accidents",10
"V254","Transport accidents",10
"V255","Transport accidents",10
"V259","Transport accidents",10
"V260","Transport accidents",10
"V261","Transport accidents",10
"V263","Transport accidents",10
"V264","Transport accidents",10
"V265","Transport accidents",10
"V269","Transport accidents",10
"V270","Transport accidents",10
"V271","Transport accidents",10
"V272","Transport accidents",10
"V273","Transport accidents",10
"V274","Transport accidents",10
"V275","Transport accidents",10
"V279","Transport accidents",10
"V280","Transport accidents",10
"V281","Transport accidents",10
"V282","Transport accidents",10
"V283","Transport accidents",10
"V284","Transport accidents",10
"V285","Transport accidents",10
"V289","Transport accidents",10
"V290","Transport accidents",10
"V291","Transport accidents",10
"V292","Transport accidents",10
"V293","Transport accidents",10
"V294","Transport accidents",10
"V295","Transport accidents",10
"V296","Transport accidents",10
"V298","Transport accidents",10
"V299","Transport accidents",10
"V301","Transport accidents",10
"V302","Transport accidents",10
"V305","Transport accidents",10
"V309","Transport accidents",10
"V319","Transport accidents",10
"V320","Transport accidents",10
"V324","Transport accidents",10
"V325","Transport accidents",10
"V329","Transport accidents",10
"V334","Transport accidents",10
"V335","Transport accidents",10
"V336","Transport accidents",10
"V339","Transport accidents",10
"V340","Transport accidents",10
"V345","Transport accidents",10
"V346","Transport accidents",10
"V349","Transport accidents",10
"V353","Transport accidents",10
"V355","Transport accidents",10
"V356","Transport accidents",10
"V359","Transport accidents",10
"V365","Transport accidents",10
"V370","Transport accidents",10
"V371","Transport accidents",10
"V374","Transport accidents",10
"V375","Transport accidents",10
"V376","Transport accidents",10
"V379","Transport accidents",10
"V380","Transport accidents",10
"V381","Transport accidents",10
"V383","Transport accidents",10
"V384","Transport accidents",10
"V385","Transport accidents",10
"V386","Transport accidents",10
"V389","Transport accidents",10
"V392","Transport accidents",10
"V393","Transport accidents",10
"V394","Transport accidents",10
"V395","Transport accidents",10
"V396","Transport accidents",10
"V398","Transport accidents",10
"V399","Transport accidents",10
"V400","Transport accidents",10
"V401","Transport accidents",10
"V402","Transport accidents",10
"V403","Transport accidents",10
"V404","Transport accidents",10
"V405","Transport accidents",10
"V406","Transport accidents",10
"V407","Transport accidents",10
"V409","Transport accidents",10
"V414","Transport accidents",10
"V415","Transport accidents",10
"V416","Transport accidents",10
"V419","Transport accidents",10
"V420","Transport accidents",10
"V423","Transport accidents",10
"V424","Transport accidents",10
"V425","Transport accidents",10
"V426","Transport accidents",10
"V427","Transport accidents",10
"V429","Transport accidents",10
"V430","Transport accidents",10
"V431","Transport accidents",10
"V432","Transport accidents",10
"V433","Transport accidents",10
"V434","Transport accidents",10
"V435","Transport accidents",10
"V436","Transport accidents",10
"V437","Transport accidents",10
"V439","Transport accidents",10
"V440","Transport accidents",10
"V441","Transport accidents",10
"V443","Transport accidents",10
"V444","Transport accidents",10
"V445","Transport accidents",10
"V446","Transport accidents",10
"V447","Transport accidents",10
"V449","Transport accidents",10
"V450","Transport accidents",10
"V451","Transport accidents",10
"V453","Transport accidents",10
"V454","Transport accidents",10
"V455","Transport accidents",10
"V456","Transport accidents",10
"V459","Transport accidents",10
"V460","Transport accidents",10
"V461","Transport accidents",10
"V463","Transport accidents",10
"V464","Transport accidents",10
"V465","Transport accidents",10
"V466","Transport accidents",10
"V467","Transport accidents",10
"V469","Transport accidents",10
"V470","Transport accidents",10
"V471","Transport accidents",10
"V472","Transport accidents",10
"V473","Transport accidents",10
"V474","Transport accidents",10
"V475","Transport accidents",10
"V476","Transport accidents",10
"V477","Transport accidents",10
"V479","Transport accidents",10
"V480","Transport accidents",10
"V481","Transport accidents",10
"V482","Transport accidents",10
"V483","Transport accidents",10
"V484","Transport accidents",10
"V485","Transport accidents",10
"V486","Transport accidents",10
"V487","Transport accidents",10
"V489","Transport accidents",10
"V490","Transport accidents",10
"V491","Transport accidents",10
"V492","Transport accidents",10
"V493","Transport accidents",10
"V494","Transport accidents",10
"V495","Transport accidents",10
"V496","Transport accidents",10
"V498","Transport accidents",10
"V499","Transport accidents",10
"V500","Transport accidents",10
"V501","Transport accidents",10
"V503","Transport accidents",10
"V504","Transport accidents",10
"V505","Transport accidents",10
"V506","Transport accidents",10
"V507","Transport accidents",10
"V509","Transport accidents",10
"V515","Transport accidents",10
"V516","Transport accidents",10
"V519","Transport accidents",10
"V525","Transport accidents",10
"V526","Transport accidents",10
"V529","Transport accidents",10
"V530","Transport accidents",10
"V531","Transport accidents",10
"V533","Transport accidents",10
"V534","Transport accidents",10
"V535","Transport accidents",10
"V536","Transport accidents",10
"V537","Transport accidents",10
"V539","Transport accidents",10
"V540","Transport accidents",10
"V541","Transport accidents",10
"V543","Transport accidents",10
"V544","Transport accidents",10
"V545","Transport accidents",10
"V546","Transport accidents",10
"V547","Transport accidents",10
"V549","Transport accidents",10
"V550","Transport accidents",10
"V551","Transport accidents",10
"V553","Transport accidents",10
"V554","Transport accidents",10
"V555","Transport accidents",10
"V556","Transport accidents",10
"V559","Transport accidents",10
"V564","Transport accidents",10
"V565","Transport accidents",10
"V566","Transport accidents",10
"V567","Transport accidents",10
"V569","Transport accidents",10
"V570","Transport accidents",10
"V571","Transport accidents",10
"V572","Transport accidents",10
"V573","Transport accidents",10
"V574","Transport accidents",10
"V575","Transport accidents",10
"V576","Transport accidents",10
"V577","Transport accidents",10
"V579","Transport accidents",10
"V580","Transport accidents",10
"V581","Transport accidents",10
"V582","Transport accidents",10
"V583","Transport accidents",10
"V584","Transport accidents",10
"V585","Transport accidents",10
"V586","Transport accidents",10
"V587","Transport accidents",10
"V589","Transport accidents",10
"V590","Transport accidents",10
"V591","Transport accidents",10
"V592","Transport accidents",10
"V593","Transport accidents",10
"V594","Transport accidents",10
"V595","Transport accidents",10
"V596","Transport accidents",10
"V598","Transport accidents",10
"V599","Transport accidents",10
"V601","Transport accidents",10
"V602","Transport accidents",10
"V603","Transport accidents",10
"V604","Transport accidents",10
"V605","Transport accidents",10
"V606","Transport accidents",10
"V607","Transport accidents",10
"V609","Transport accidents",10
"V619","Transport accidents",10
"V625","Transport accidents",10
"V629","Transport accidents",10
"V634","Transport accidents",10
"V635","Transport accidents",10
"V636","Transport accidents",10
"V637","Transport accidents",10
"V639","Transport accidents",10
"V640","Transport accidents",10
"V641","Transport accidents",10
"V642","Transport accidents",10
"V643","Transport accidents",10
"V644","Transport accidents",10
"V645","Transport accidents",10
"V646","Transport accidents",10
"V647","Transport accidents",10
"V649","Transport accidents",10
"V650","Transport accidents",10
"V651","Transport accidents",10
"V653","Transport accidents",10
"V654","Transport accidents",10
"V655","Transport accidents",10
"V656","Transport accidents",10
"V659","Transport accidents",10
"V660","Transport accidents",10
"V665","Transport accidents",10
"V666","Transport accidents",10
"V669","Transport accidents",10
"V670","Transport accidents",10
"V671","Transport accidents",10
"V673","Transport accidents",10
"V674","Transport accidents",10
"V675","Transport accidents",10
"V676","Transport accidents",10
"V677","Transport accidents",10
"V679","Transport accidents",10
"V680","Transport accidents",10
"V681","Transport accidents",10
"V682","Transport accidents",10
"V683","Transport accidents",10
"V684","Transport accidents",10
"V685","Transport accidents",10
"V686","Transport accidents",10
"V687","Transport accidents",10
"V689","Transport accidents",10
"V690","Transport accidents",10
"V691","Transport accidents",10
"V692","Transport accidents",10
"V693","Transport accidents",10
"V694","Transport accidents",10
"V695","Transport accidents",10
"V696","Transport accidents",10
"V698","Transport accidents",10
"V699","Transport accidents",10
"V706","Transport accidents",10
"V709","Transport accidents",10
"V726","Transport accidents",10
"V729","Transport accidents",10
"V730","Transport accidents",10
"V735","Transport accidents",10
"V736","Transport accidents",10
"V739","Transport accidents",10
"V745","Transport accidents",10
"V746","Transport accidents",10
"V749","Transport accidents",10
"V755","Transport accidents",10
"V756","Transport accidents",10
"V766","Transport accidents",10
"V769","Transport accidents",10
"V770","Transport accidents",10
"V771","Transport accidents",10
"V773","Transport accidents",10
"V775","Transport accidents",10
"V776","Transport accidents",10
"V779","Transport accidents",10
"V780","Transport accidents",10
"V781","Transport accidents",10
"V782","Transport accidents",10
"V783","Transport accidents",10
"V784","Transport accidents",10
"V785","Transport accidents",10
"V786","Transport accidents",10
"V789","Transport accidents",10
"V790","Transport accidents",10
"V791","Transport accidents",10
"V792","Transport accidents",10
"V793","Transport accidents",10
"V794","Transport accidents",10
"V795","Transport accidents",10
"V796","Transport accidents",10
"V798","Transport accidents",10
"V799","Transport accidents",10
"V800","Transport accidents",10
"V801","Transport accidents",10
"V802","Transport accidents",10
"V804","Transport accidents",10
"V805","Transport accidents",10
"V807","Transport accidents",10
"V808","Transport accidents",10
"V809","Transport accidents",10
"V810","Transport accidents",10
"V811","Transport accidents",10
"V812","Transport accidents",10
"V813","Transport accidents",10
"V814","Transport accidents",10
"V815","Transport accidents",10
"V816","Transport accidents",10
"V817","Transport accidents",10
"V818","Transport accidents",10
"V819","Transport accidents",10
"V821","Transport accidents",10
"V824","Transport accidents",10
"V825","Transport accidents",10
"V826","Transport accidents",10
"V827","Transport accidents",10
"V828","Transport accidents",10
"V829","Transport accidents",10
"V830","Transport accidents",10
"V831","Transport accidents",10
"V832","Transport accidents",10
"V833","Transport accidents",10
"V834","Transport accidents",10
"V835","Transport accidents",10
"V836","Transport accidents",10
"V837","Transport accidents",10
"V839","Transport accidents",10
"V840","Transport accidents",10
"V841","Transport accidents",10
"V842","Transport accidents",10
"V843","Transport accidents",10
"V844","Transport accidents",10
"V845","Transport accidents",10
"V846","Transport accidents",10
"V847","Transport accidents",10
"V849","Transport accidents",10
"V850","Transport accidents",10
"V851","Transport accidents",10
"V852","Transport accidents",10
"V853","Transport accidents",10
"V854","Transport accidents",10
"V855","Transport accidents",10
"V856","Transport accidents",10
"V857","Transport accidents",10
"V859","Transport accidents",10
"V860","Transport accidents",10
"V861","Transport accidents",10
"V862","Transport accidents",10
"V863","Transport accidents",10
"V864","Transport accidents",10
"V865","Transport accidents",10
"V866","Transport accidents",10
"V867","Transport accidents",10
"V869","Transport accidents",10
"V870","Transport accidents",10
"V871","Transport accidents",10
"V872","Transport accidents",10
"V873","Transport accidents",10
"V874","Transport accidents",10
"V875","Transport accidents",10
"V876","Transport accidents",10
"V877","Transport accidents",10
"V878","Transport accidents",10
"V879","Transport accidents",10
"V880","Transport accidents",10
"V881","Transport accidents",10
"V882","Transport accidents",10
"V883","Transport accidents",10
"V884","Transport accidents",10
"V886","Transport accidents",10
"V887","Transport accidents",10
"V888","Transport accidents",10
"V889","Transport accidents",10
"V890","Transport accidents",10
"V891","Transport accidents",10
"V892","Transport accidents",10
"V893","Transport accidents",10
"V899","Transport accidents",10
"V900","Transport accidents",10
"V901","Transport accidents",10
"V902","Transport accidents",10
"V903","Transport accidents",10
"V904","Transport accidents",10
"V905","Transport accidents",10
"V906","Transport accidents",10
"V907","Transport accidents",10
"V908","Transport accidents",10
"V909","Transport accidents",10
"V910","Transport accidents",10
"V911","Transport accidents",10
"V912","Transport accidents",10
"V913","Transport accidents",10
"V914","Transport accidents",10
"V915","Transport accidents",10
"V916","Transport accidents",10
"V917","Transport accidents",10
"V918","Transport accidents",10
"V919","Transport accidents",10
"V920","Transport accidents",10
"V921","Transport accidents",10
"V922","Transport accidents",10
"V923","Transport accidents",10
"V924","Transport accidents",10
"V925","Transport accidents",10
"V926","Transport accidents",10
"V927","Transport accidents",10
"V928","Transport accidents",10
"V929","Transport accidents",10
"V930","Transport accidents",10
"V931","Transport accidents",10
"V932","Transport accidents",10
"V933","Transport accidents",10
"V934","Transport accidents",10
"V935","Transport accidents",10
"V936","Transport accidents",10
"V938","Transport accidents",10
"V939","Transport accidents",10
"V940","Transport accidents",10
"V941","Transport accidents",10
"V942","Transport accidents",10
"V943","Transport accidents",10
"V944","Transport accidents",10
"V945","Transport accidents",10
"V946","Transport accidents",10
"V947","Transport accidents",10
"V948","Transport accidents",10
"V949","Transport accidents",10
"V950","Transport accidents",10
"V951","Transport accidents",10
"V952","Transport accidents",10
"V953","Transport accidents",10
"V954","Transport accidents",10
"V958","Transport accidents",10
"V959","Transport accidents",10
"V960","Transport accidents",10
"V961","Transport accidents",10
"V962","Transport accidents",10
"V968","Transport accidents",10
"V969","Transport accidents",10
"V970","Transport accidents",10
"V971","Transport accidents",10
"V972","Transport accidents",10
"V973","Transport accidents",10
"V978","Transport accidents",10
"V980","Transport accidents",10
"V990","Transport accidents",10
