"","monthdth","age","fips","sex","year","deaths"
"1",12,85,"NA153",2,2010,4
"2",12,85,"NA151",2,2010,4
"3",12,85,"NA149",2,2010,1
"4",12,85,"NA147",2,2010,1
"5",12,85,"NA145",2,2010,5
"6",12,85,"NA143",2,2010,7
"7",12,85,"NA141",2,2010,5
"8",12,85,"NA139",2,2010,10
"9",12,85,"NA137",2,2010,4
"10",12,85,"NA133",2,2010,4
"11",12,85,"NA133",1,2010,2
"12",12,85,"NA131",2,2010,4
"13",12,85,"NA131",1,2010,6
"14",12,85,"NA129",2,2010,6
"15",12,85,"NA127",2,2010,50
"16",12,85,"NA125",2,2010,4
"17",12,85,"NA123",2,2010,1
"18",12,85,"NA121",2,2010,3
"19",12,85,"NA119",2,2010,4
"20",12,85,"NA117",2,2010,5
"21",12,85,"NA115",2,2010,5
"22",12,85,"NA113",2,2010,17
"23",12,85,"NA111",2,2010,1
"24",12,85,"NA109",2,2010,2
"25",12,85,"NA107",2,2010,2
"26",12,85,"NA105",2,2010,5
"27",12,85,"NA103",2,2010,1
"28",12,85,"NA101",2,2010,4
"29",12,85,"NA099",2,2010,4
"30",12,85,"NA097",2,2010,15
"31",12,85,"NA095",2,2010,2
"32",12,85,"NA093",2,2010,2
"33",12,85,"NA091",2,2010,4
"34",12,85,"NA089",2,2010,4
"35",12,85,"NA087",2,2010,1
"36",12,85,"NA085",2,2010,4
"37",12,85,"NA085",1,2010,2
"38",12,85,"NA081",2,2010,5
"39",12,85,"NA079",2,2010,7
"40",12,85,"NA077",2,2010,4
"41",12,85,"NA077",1,2010,4
"42",12,85,"NA075",2,2010,3
"43",12,85,"NA073",2,2010,1
"44",12,85,"NA071",2,2010,7
"45",12,85,"NA069",2,2010,4
"46",12,85,"NA067",2,2010,2
"47",12,85,"NA065",2,2010,3
"48",12,85,"NA063",2,2010,6
"49",12,85,"NA061",2,2010,16
"50",12,85,"NA061",1,2010,17
"51",12,85,"NA057",2,2010,6
"52",12,85,"NA057",1,2010,3
"53",12,85,"NA055",2,2010,2
"54",12,85,"NA055",1,2010,2
"55",12,85,"NA054",2,2010,1
"56",12,85,"NA053",2,2010,5
"57",12,85,"NA051",2,2010,3
"58",12,85,"NA049",2,2010,1
"59",12,85,"NA047",2,2010,6
"60",12,85,"NA047",1,2010,4
"61",12,85,"NA045",2,2010,2
"62",12,85,"NA043",2,2010,3
"63",12,85,"NA041",2,2010,4
"64",12,85,"NA041",1,2010,1
"65",12,85,"NA039",2,2010,2
"66",12,85,"NA039",1,2010,1
"67",12,85,"NA035",2,2010,6
"68",12,85,"NA033",2,2010,4
"69",12,85,"NA033",1,2010,3
"70",12,85,"NA031",2,2010,25
"71",12,85,"NA031",1,2010,13
"72",12,85,"NA030",2,2010,3
"73",12,85,"NA029",2,2010,7
"74",12,85,"NA027",2,2010,4
"75",12,85,"NA025",2,2010,18
"76",12,85,"NA023",2,2010,8
"77",12,85,"NA023",1,2010,5
"78",12,85,"NA021",2,2010,31
"79",12,85,"NA021",1,2010,31
"80",12,85,"NA019",1,2010,2
"81",12,85,"NA017",2,2010,4
"82",12,85,"NA017",1,2010,2
"83",12,85,"NA015",2,2010,2
"84",12,85,"NA013",2,2010,12
"85",12,85,"NA013",1,2010,7
"86",12,85,"NA011",2,2010,3
"87",12,85,"NA011",1,2010,2
"88",12,85,"NA010",2,2010,7
"89",12,85,"NA010",1,2010,7
"90",12,85,"NA009",2,2010,2
"91",12,85,"NA007",1,2010,3
"92",12,85,"NA005",2,2010,9
"93",12,85,"NA005",1,2010,2
"94",12,85,"NA003",2,2010,1
"95",12,85,"NA001",2,2010,3
"96",12,85,"NA000",2,2010,1
"97",12,80,"NA153",1,2010,4
"98",12,80,"NA151",2,2010,4
"99",12,80,"NA151",1,2010,3
"100",12,80,"NA149",1,2010,2
"101",12,80,"NA145",2,2010,5
"102",12,80,"NA145",1,2010,4
"103",12,80,"NA143",2,2010,1
"104",12,80,"NA143",1,2010,1
"105",12,80,"NA141",1,2010,2
"106",12,80,"NA139",1,2010,1
"107",12,80,"NA137",1,2010,4
"108",12,80,"NA135",2,2010,4
"109",12,80,"NA135",1,2010,2
"110",12,80,"NA131",2,2010,4
"111",12,80,"NA131",1,2010,4
