"stateFips","sex","age","year","pop.new"
"48",2,80,2013,216266
"48",2,50,2013,884763
"48",2,40,2013,910775
"48",2,35,2013,890653
"48",2,30,2013,951263
"48",2,25,2013,943399
"48",2,20,2013,956407
"48",2,10,2013,963085
"48",2,5,2013,978542
"51",1,75,2013,82177
"48",2,0,2013,951590
"48",1,85,2013,119343
"48",1,80,2013,151010
"49",2,0,2013,124093
"48",1,75,2013,226661
"48",2,85,2013,228630
"48",1,70,2013,331179
"48",1,60,2013,622085
"48",1,40,2013,899449
"48",1,35,2013,885251
"48",1,25,2013,977919
"48",1,5,2013,1018412
"54",1,30,2013,57058
"47",2,80,2013,69952
"47",2,50,2013,238935
"47",2,40,2013,222656
"47",2,35,2013,203783
"47",2,30,2013,215003
"47",2,25,2013,212617
"47",2,20,2013,230268
"56",2,10,2013,17925
"47",2,15,2013,204400
"47",2,10,2013,206621
"47",2,5,2013,205219
"47",1,85,2013,34358
"47",1,80,2013,46056
"47",2,85,2013,74041
"47",1,70,2013,109264
"47",1,60,2013,184088
"47",1,40,2013,217044
"56",2,35,2013,16712
"47",1,25,2013,208117
"47",1,5,2013,212775
"53",1,30,2013,253777
"46",2,80,2013,10585
"46",2,50,2013,29809
"46",2,40,2013,23073
"46",2,35,2013,23019
"46",2,30,2013,26801
"46",2,25,2013,27056
"46",2,20,2013,29126
"55",2,10,2013,181828
"46",2,15,2013,27806
"46",2,10,2013,26664
"46",2,5,2013,29206
"49",1,75,2013,22976
"46",2,0,2013,29244
"46",1,85,2013,6916
"46",1,80,2013,7453
"47",2,0,2013,196165
"46",1,75,2013,9891
"46",2,85,2013,13669
"46",1,70,2013,13273
"46",1,60,2013,25715
"46",1,40,2013,24195
"55",2,35,2013,165255
"46",1,25,2013,29142
"46",1,5,2013,30798
"45",2,80,2013,49139
"45",2,50,2013,173300
"45",2,40,2013,158187
"45",2,35,2013,144746
"45",2,30,2013,154277
"45",2,25,2013,155205
"45",2,20,2013,173344
"54",2,10,2013,52853
"45",2,15,2013,150648
"56",1,45,2013,17507
"55",2,55,2013,207537
"45",2,10,2013,149061
"45",2,5,2013,149969
"45",1,85,2013,24740
"45",1,80,2013,34143
"45",2,85,2013,52944
"45",1,70,2013,85552
"45",1,60,2013,138477
"45",1,40,2013,151662
"54",2,35,2013,55075
"45",1,25,2013,154398
"45",1,5,2013,155325
"44",2,80,2013,13653
"44",2,50,2013,41629
"44",2,40,2013,34649
"44",2,35,2013,30194
"44",2,30,2013,32603
"44",2,25,2013,34819
"44",2,20,2013,40622
"53",2,10,2013,213676
"44",2,15,2013,37603
"55",1,45,2013,197628
"44",2,10,2013,29799
"44",2,5,2013,28848
"47",1,75,2013,72074
"44",2,0,2013,26921
"44",1,85,2013,8834
"44",1,80,2013,8590
"45",2,0,2013,143275
"44",1,75,2013,11143
"44",2,85,2013,19313
"44",1,70,2013,16066
"44",1,60,2013,30398
"44",1,40,2013,32814
"53",2,35,2013,220698
"44",1,25,2013,36100
"44",1,5,2013,30137
"42",2,80,2013,176648
"42",2,60,2013,413413
"50",1,65,2013,17207
"42",2,50,2013,489690
"42",2,45,2013,445001
"42",2,40,2013,408783
"42",2,30,2013,389652
"42",2,25,2013,410260
"42",2,20,2013,434258
"42",2,15,2013,416552
"54",1,45,2013,61574
"53",2,55,2013,244248
"42",2,10,2013,377397
"42",2,5,2013,364804
"42",1,85,2013,105925
"42",1,80,2013,116824
"42",2,85,2013,221165
"42",1,70,2013,215755
"42",1,60,2013,386579
"42",1,40,2013,403974
"42",1,25,2013,421701
"42",1,5,2013,381944
"41",2,80,2013,41742
"41",2,60,2013,134612
"41",2,50,2013,137145
"41",2,40,2013,127149
"41",2,35,2013,125675
"41",2,30,2013,136333
"41",2,25,2013,129379
"41",2,20,2013,132420
"41",2,15,2013,118949
"56",2,55,2013,21418
"53",1,45,2013,229721
"41",2,10,2013,117545
"41",2,5,2013,117434
"45",1,75,2013,55161
"41",2,0,2013,112199
"41",1,85,2013,29267
"41",1,80,2013,31137
"42",2,0,2013,349990
"41",1,75,2013,45247
"41",2,85,2013,53511
"41",1,70,2013,68923
"41",1,60,2013,125615
"41",1,40,2013,130988
"41",1,25,2013,132204
"41",1,20,2013,135556
"41",1,5,2013,122587
"40",2,80,2013,41399
"40",2,60,2013,112226
"48",1,65,2013,484627
"40",2,50,2013,133813
"40",2,45,2013,117005
"40",2,40,2013,117582
"40",2,30,2013,130470
"55",2,5,2013,179059
"40",2,25,2013,129962
"40",2,20,2013,140500
"40",2,15,2013,123975
"40",2,10,2013,127507
"40",1,85,2013,23121
"51",1,45,2013,285067
"50",2,55,2013,25721
"40",1,80,2013,29030
"40",2,85,2013,43657
"40",1,70,2013,61797
"40",1,60,2013,103889
"40",1,40,2013,118273
"40",1,25,2013,133866
"53",1,65,2013,159243
"40",1,20,2013,148910
"40",1,5,2013,137456
"39",2,80,2013,139976
"39",2,60,2013,370449
"51",1,65,2013,179502
"39",2,50,2013,438288
"39",2,45,2013,391316
"39",2,40,2013,376183
"39",2,30,2013,362110
"39",2,25,2013,364951
"39",2,20,2013,393491
"39",2,15,2013,380525
"54",2,55,2013,71163
"39",2,10,2013,371544
"42",1,75,2013,154429
"39",2,0,2013,338762
"39",1,85,2013,80879
"50",1,45,2013,21326
"39",1,80,2013,93209
"40",2,0,2013,130000
"39",1,75,2013,131983
"39",2,85,2013,165593
"39",1,70,2013,186689
"39",1,60,2013,344112
"39",1,40,2013,369855
"39",1,25,2013,367949
"56",1,65,2013,13516
"39",1,20,2013,400421
"39",1,5,2013,374391
"38",2,80,2013,8837
"38",2,60,2013,19760
"46",1,65,2013,18849
"38",2,50,2013,24480
"38",2,40,2013,18758
"38",2,30,2013,23362
"53",2,5,2013,217693
"38",2,25,2013,24503
"38",2,20,2013,31682
"38",2,15,2013,23370
"38",2,10,2013,20403
"38",1,85,2013,6042
"49",1,45,2013,75843
"48",2,55,2013,811019
"38",1,80,2013,6168
"38",2,85,2013,11727
"38",1,70,2013,10422
"38",1,60,2013,21197
"38",1,40,2013,20425
"38",1,30,2013,26584
"38",1,25,2013,29491
"38",1,20,2013,37827
"37",2,80,2013,103800
"37",2,60,2013,303329
"49",1,65,2013,45751
"37",2,50,2013,357577
"37",2,45,2013,343708
"37",2,40,2013,349921
"37",2,30,2013,324581
"56",2,5,2013,19601
"37",2,25,2013,321746
"37",2,20,2013,341605
"37",2,15,2013,317786
"37",2,10,2013,318442
"40",1,75,2013,43945
"37",2,0,2013,298471
"37",1,85,2013,52805
"51",2,55,2013,287780
"48",1,45,2013,851092
"37",1,80,2013,67495
"38",2,0,2013,24096
"37",1,75,2013,105265
"37",2,85,2013,112253
"37",1,70,2013,157407
"37",1,60,2013,268251
"37",1,40,2013,336318
"37",1,30,2013,311855
"37",1,25,2013,317796
"54",1,65,2013,51345
"37",1,20,2013,369197
"37",1,10,2013,331405
"37",1,0,2013,311263
"36",2,80,2013,228717
"36",2,70,2013,361777
"36",2,60,2013,596076
"44",1,65,2013,23873
"36",2,50,2013,742153
"56",2,30,2013,19479
"36",2,40,2013,663837
"36",2,30,2013,688450
"36",2,25,2013,728067
"36",2,20,2013,718883
"36",2,15,2013,631457
"36",2,10,2013,577656
"36",1,85,2013,136872
"47",1,45,2013,215450
"46",2,55,2013,28974
"36",1,80,2013,150066
"36",2,85,2013,283168
"36",1,70,2013,288308
"36",1,60,2013,532942
"36",1,55,2013,639811
"36",1,50,2013,697385
"36",1,40,2013,636634
"36",1,30,2013,671989
"36",1,25,2013,721528
"36",1,20,2013,730400
"36",1,10,2013,603793
"36",1,0,2013,602133
"35",2,80,2013,21516
"35",2,70,2013,39588
"35",2,60,2013,66682
"47",1,65,2013,154603
"35",2,50,2013,74066
"55",2,30,2013,182976
"35",2,40,2013,62261
"35",2,30,2013,67061
"54",2,5,2013,51513
"35",2,25,2013,68070
"35",2,20,2013,73748
"35",2,15,2013,68497
"35",2,10,2013,69237
"38",1,75,2013,7991
"35",2,0,2013,67920
"35",1,85,2013,13301
"49",2,55,2013,74302
"46",1,45,2013,25572
"35",1,80,2013,16731
"36",2,0,2013,575074
"35",1,75,2013,24665
"35",2,85,2013,22730
"35",1,70,2013,35213
"35",1,60,2013,60859
"35",1,55,2013,67583
"35",1,50,2013,70524
"35",1,40,2013,61486
"35",1,30,2013,70217
"35",1,25,2013,73068
"35",1,20,2013,79922
"35",1,10,2013,71684
"35",1,0,2013,70239
"34",2,70,2013,163072
"34",2,60,2013,265741
"41",1,65,2013,100236
"34",2,50,2013,352219
"54",2,30,2013,55702
"34",2,40,2013,316367
"34",2,30,2013,290238
"34",2,20,2013,274357
"34",2,15,2013,282823
"34",2,10,2013,281516
"34",1,85,2013,62426
"45",1,45,2013,152935
"44",2,55,2013,39869
"34",1,80,2013,68265
"34",2,85,2013,129010
"34",1,70,2013,131553
"34",1,60,2013,239667
"34",1,55,2013,300510
"34",1,50,2013,337044
"34",1,40,2013,304781
"34",1,35,2013,279255
"34",1,30,2013,287241
"55",2,75,2013,80475
"34",1,25,2013,287900
"34",1,20,2013,292008
"34",1,10,2013,294298
"34",1,0,2013,271674
"33",2,80,2013,14788
"33",2,70,2013,24613
"33",2,60,2013,44484
"45",1,65,2013,121109
"33",2,50,2013,57449
"53",2,30,2013,243838
"33",2,40,2013,45201
"33",2,30,2013,37180
"33",2,25,2013,37448
"33",2,20,2013,43173
"33",2,15,2013,44515
"33",2,10,2013,39180
"36",1,75,2013,206008
"33",2,0,2013,32103
"33",1,85,2013,9198
"47",2,55,2013,231226
"44",1,45,2013,36444
"33",1,80,2013,10666
"34",2,0,2013,260565
"33",1,75,2013,14992
"33",2,85,2013,18162
"33",1,70,2013,22632
"33",1,60,2013,43357
"33",1,55,2013,52031
"33",1,50,2013,55898
"33",1,40,2013,44482
"33",1,30,2013,37690
"33",1,25,2013,39324
"33",1,20,2013,44891
"33",1,15,2013,46243
"33",1,10,2013,41091
"33",1,0,2013,33248
"32",2,70,2013,50695
"56",1,85,2013,3682
"32",2,60,2013,82218
"56",2,20,2013,20560
"39",1,65,2013,261971
"32",2,50,2013,93861
"32",2,40,2013,95676
"32",2,30,2013,97606
"32",2,10,2013,89460
"31",1,75,2013,20543
"32",2,0,2013,86587
"51",2,70,2013,145074
"32",1,85,2013,13726
"29",2,0,2013,183304
"32",1,75,2013,31305
"21",2,50,2013,163132
"32",1,65,2013,67164
"32",1,60,2013,77446
"32",1,30,2013,101884
"31",1,70,2013,27301
"31",2,85,2013,27277
"20",2,35,2013,84253
"31",2,75,2013,25721
"31",2,10,2013,62405
"47",2,75,2013,93477
"09",1,0,2013,97175
"31",2,35,2013,55049
"34",1,75,2013,92313
"31",2,0,2013,63654
"50",2,70,2013,12544
"31",1,85,2013,13824
"31",1,30,2013,64986
"30",1,70,2013,19813
"30",2,85,2013,13652
"15",2,45,2013,43684
"30",2,75,2013,14601
"27",1,45,2013,181958
"30",2,55,2013,39880
"31",2,40,2013,55060
"30",2,10,2013,30229
"41",2,75,2013,53278
"02",1,0,2013,28512
"30",2,35,2013,27732
"50",1,30,2013,17775
"29",1,75,2013,70175
"30",2,0,2013,30144
"49",2,70,2013,36292
"30",1,85,2013,7905
"51",1,30,2013,289428
"27",2,0,2013,169866
"30",1,75,2013,13288
"19",2,50,2013,110962
"30",1,65,2013,27862
"30",1,60,2013,35676
"30",1,30,2013,33162
"29",1,70,2013,100356
"29",2,85,2013,82133
"18",2,45,2013,217679
"29",2,75,2013,88524
"29",2,10,2013,191491
"45",2,75,2013,69491
"06",1,0,2013,1276790
"29",2,35,2013,178226
"48",2,70,2013,386063
"29",1,85,2013,40382
"22",2,50,2013,167794
"29",1,65,2013,136400
"29",1,60,2013,170830
"29",1,30,2013,199224
"56",1,60,2013,18953
"28",1,70,2013,46365
"28",2,85,2013,33160
"12",2,45,2013,674700
"28",2,75,2013,42717
"25",1,45,2013,237689
"28",2,55,2013,102966
"18",1,25,2013,209537
"31",2,25,2013,60932
"28",2,30,2013,99859
"29",2,40,2013,189674
"28",2,10,2013,100765
"39",2,75,2013,173284
"28",2,35,2013,92498
"48",1,30,2013,966055
"27",1,75,2013,57769
"28",2,0,2013,96431
"47",2,70,2013,127033
"28",1,85,2013,15128
"49",1,30,2013,116373
"25",2,0,2013,178201
"28",1,75,2013,31898
"28",1,65,2013,65422
"28",1,60,2013,80605
"28",1,50,2013,99485
"28",1,35,2013,87947
"28",1,30,2013,96930
"47",1,55,2013,211922
"28",1,20,2013,115609
"55",1,60,2013,174456
"27",1,70,2013,82248
"27",2,85,2013,76173
"16",2,45,2013,47433
"27",2,75,2013,70169
"28",1,45,2013,92052
"27",2,55,2013,189829
"55",1,85,2013,41889
"31",2,60,2013,54647
"27",2,10,2013,173338
"42",2,75,2013,203689
"04",1,0,2013,219870
"27",2,35,2013,161352
"46",2,70,2013,14475
"27",1,85,2013,38559
"20",2,50,2013,101804
"27",1,65,2013,115295
"27",1,60,2013,156557
"12",2,50,2013,722839
"27",1,55,2013,188251
"27",1,30,2013,190872
"50",1,50,2013,24717
"31",1,15,2013,65349
"54",1,60,2013,64195
"26",1,70,2013,164116
"26",2,85,2013,137569
"10",2,45,2013,32890
"26",2,75,2013,139962
"23",1,45,2013,46987
"26",2,55,2013,372973
"16",1,25,2013,53297
"29",2,25,2013,199183
"26",2,30,2013,297677
"54",1,85,2013,13086
"30",2,60,2013,35192
"27",2,40,2013,169029
"26",2,10,2013,318588
"37",2,75,2013,138192
"26",2,35,2013,284195
"46",1,30,2013,28683
"25",1,75,2013,70200
"26",2,0,2013,279659
"45",2,70,2013,98881
"26",1,85,2013,69451
"47",1,30,2013,210024
"23",2,0,2013,31858
"26",1,75,2013,110413
"26",1,65,2013,230512
"26",1,60,2013,299122
"11",2,50,2013,19334
"26",1,55,2013,354377
"26",1,50,2013,366609
"26",1,35,2013,279289
"26",1,30,2013,294253
"45",1,55,2013,152347
"26",1,20,2013,369361
"45",1,50,2013,161063
"26",1,15,2013,352003
"27",2,15,2013,175348
"26",1,10,2013,333193
"53",1,60,2013,202573
"25",1,70,2013,100080
"25",2,85,2013,104896
"13",2,45,2013,356925
"25",2,75,2013,92653
"26",1,45,2013,335601
"25",2,55,2013,243747
"30",2,40,2013,28509
"53",1,85,2013,43993
"29",2,60,2013,187154
"25",2,10,2013,195937
"40",2,75,2013,54612
"01",1,0,2013,150221
"25",2,35,2013,203620
"44",2,70,2013,19434
"25",1,85,2013,49628
"25",1,65,2013,148052
"25",1,60,2013,188949
"10",2,50,2013,35178
"25",1,55,2013,227407
"25",1,35,2013,196091
"25",1,30,2013,217033
"30",2,15,2013,30785
"25",1,10,2013,203956
"48",1,50,2013,865577
"29",1,15,2013,204939
"24",1,70,2013,84923
"24",2,85,2013,72997
"08",2,45,2013,171041
"24",2,75,2013,74114
"21",1,45,2013,148389
"24",2,55,2013,215205
"13",1,25,2013,339691
"27",2,25,2013,180802
"24",2,30,2013,205297
"05",1,25,2013,95714
"24",2,25,2013,208169
"28",2,60,2013,89466
"25",2,40,2013,228766
"24",2,10,2013,184389
"35",2,75,2013,29240
"24",2,35,2013,188613
"44",1,30,2013,32661
"23",1,75,2013,18094
"24",2,0,2013,179618
"42",2,70,2013,257830
"24",1,85,2013,35117
"45",1,30,2013,148833
"21",2,0,2013,134593
"24",1,75,2013,56348
"01",1,50,2013,167568
"31",1,35,2013,57124
"24",1,65,2013,124492
"24",1,60,2013,159413
"09",2,50,2013,147164
"17",1,65,2013,262012
"24",1,55,2013,195829
"32",1,10,2013,93990
"24",1,50,2013,217811
"24",1,35,2013,179142
"24",1,30,2013,198303
"42",1,55,2013,459658
"24",1,20,2013,206303
"42",1,50,2013,471973
"24",1,15,2013,199338
"25",2,15,2013,229132
"24",1,10,2013,191858
"51",1,50,2013,297007
"32",1,15,2013,90322
"23",1,70,2013,25984
"23",2,85,2013,20599
"11",2,45,2013,18981
"23",2,75,2013,21861
"24",1,45,2013,209102
"23",2,55,2013,55348
"12",1,25,2013,639654
"30",2,25,2013,30831
"23",2,30,2013,37538
"23",2,20,2013,38920
"28",2,40,2013,97348
"27",2,60,2013,160499
"23",2,10,2013,36941
"38",2,75,2013,10017
"23",2,35,2013,36857
"41",2,70,2013,75911
"23",1,85,2013,10508
"36",2,55,2013,691525
"33",1,45,2013,50228
"23",1,80,2013,12777
"23",1,65,2013,38308
"23",1,60,2013,46624
"08",2,50,2013,189143
"23",1,55,2013,52273
"31",1,10,2013,65148
"23",1,50,2013,53521
"23",1,35,2013,35509
"23",1,30,2013,36808
"41",1,55,2013,134069
"23",1,20,2013,40425
"41",1,50,2013,131591
"23",1,15,2013,42829
"28",2,15,2013,102624
"23",1,10,2013,38848
"46",1,50,2013,29833
"27",1,15,2013,182785
"22",1,70,2013,67262
"22",2,85,2013,48179
"05",2,45,2013,94776
"22",2,75,2013,61120
"19",1,45,2013,97351
"22",2,55,2013,162136
"11",1,25,2013,35710
"25",2,25,2013,239112
"22",2,30,2013,162917
"56",2,65,2013,13243
"02",1,25,2013,33542
"22",2,25,2013,168044
"22",2,20,2013,176207
"26",2,60,2013,320513
"23",2,40,2013,43461
"22",2,10,2013,151216
"33",2,75,2013,18030
"22",2,35,2013,140269
"41",1,30,2013,137199
"21",1,75,2013,48335
"22",2,0,2013,151193
"40",2,70,2013,72311
"22",1,85,2013,24029
"31",2,55,2013,62452
"32",1,45,2013,97545
"22",1,80,2013,30569
"42",1,30,2013,393687
"19",2,0,2013,95832
"22",1,75,2013,46209
"29",1,35,2013,177072
"22",1,65,2013,97324
"22",1,60,2013,126189
"15",1,65,2013,35052
"06",2,50,2013,1334091
"22",1,55,2013,151709
"31",2,15,2013,62658
"30",1,10,2013,31521
"22",1,50,2013,158519
"22",1,35,2013,138611
"22",1,30,2013,162605
"40",1,55,2013,122844
"22",1,20,2013,177154
"40",1,50,2013,130508
"22",1,15,2013,154232
"49",1,50,2013,77463
"30",1,15,2013,33574
"21",1,70,2013,71715
"21",2,85,2013,50506
"09",2,45,2013,139309
"21",2,75,2013,62461
"22",2,40,2013,144158
"21",2,60,2013,137805
"22",1,45,2013,146062
"21",2,55,2013,157406
"10",1,25,2013,30817
"28",2,25,2013,98010
"21",2,30,2013,143115
"55",2,65,2013,136658
"06",1,25,2013,1469190
"21",2,25,2013,136938
"21",2,20,2013,154566
"26",2,40,2013,323483
"25",2,60,2013,208100
"21",2,10,2013,138664
"36",2,75,2013,278149
"21",2,35,2013,136047
"39",2,70,2013,224300
"21",1,85,2013,23924
"34",2,55,2013,322831
"31",1,45,2013,57109
"21",1,80,2013,31014
"32",1,35,2013,93619
"21",1,65,2013,101623
"21",1,60,2013,127945
"05",2,50,2013,103553
"18",1,65,2013,140473
"21",1,55,2013,147729
"29",1,10,2013,200965
"21",1,50,2013,157114
"21",1,35,2013,136889
"21",1,30,2013,143823
"39",1,55,2013,409109
"21",1,20,2013,160554
"39",1,50,2013,421131
"21",1,15,2013,146750
"44",1,50,2013,38473
"25",1,15,2013,232245
"20",1,70,2013,42164
"20",2,85,2013,41454
"31",1,60,2013,52354
"02",2,45,2013,22499
"20",2,75,2013,38739
"45",2,60,2013,158480
"20",2,70,2013,48759
"20",2,55,2013,98080
"20",2,45,2013,87704
"09",1,25,2013,113246
"23",2,25,2013,38085
"20",2,30,2013,94903
"20",2,20,2013,103290
"24",2,60,2013,181244
"21",2,40,2013,145805
"20",2,10,2013,97589
"56",1,25,2013,21168
"35",2,65,2013,54341
"08",2,75,2013,57640
"20",2,5,2013,99995
"39",1,30,2013,358394
"19",1,75,2013,37229
"20",2,0,2013,97919
"24",2,50,2013,236710
"31",1,65,2013,39185
"38",2,70,2013,11386
"20",1,85,2013,21185
"29",2,55,2013,215652
"30",1,45,2013,30210
"20",1,80,2013,22855
"40",1,30,2013,133803
"20",1,75,2013,30827
"27",1,35,2013,165914
"20",1,65,2013,60830
"20",1,60,2013,80112
"04",2,50,2013,218758
"12",1,65,2013,517169
"20",1,55,2013,95160
"29",2,15,2013,193850
"28",1,10,2013,105490
"20",1,50,2013,98887
"20",1,35,2013,86967
"20",1,30,2013,99572
"38",1,55,2013,24811
"20",1,20,2013,115727
"47",1,50,2013,224461
"28",1,15,2013,106718
"19",1,70,2013,50169
"19",2,85,2013,52393
"06",2,45,2013,1295739
"19",2,75,2013,47052
"20",1,45,2013,87983
"19",2,55,2013,107600
"19",2,45,2013,95902
"08",1,25,2013,203610
"26",2,25,2013,294942
"19",2,30,2013,97619
"19",2,20,2013,110706
"24",2,40,2013,209205
"23",2,60,2013,49682
"19",2,10,2013,98880
"34",2,75,2013,124139
"19",2,35,2013,87563
"37",2,70,2013,186916
"19",1,85,2013,25480
"32",2,55,2013,90360
"29",1,45,2013,193565
"19",1,80,2013,27323
"30",1,35,2013,29196
"19",1,65,2013,69035
"19",1,60,2013,92729
"02",2,50,2013,25837
"16",1,65,2013,37513
"19",1,55,2013,106876
"32",2,15,2013,85150
"27",1,10,2013,181672
"19",1,50,2013,109912
"19",1,40,2013,92846
"19",1,35,2013,90294
"19",1,30,2013,101632
"37",1,55,2013,308951
"19",1,20,2013,117735
"37",1,50,2013,335420
"19",1,15,2013,109616
"01",1,5,2013,156703
"21",2,45,2013,150640
"45",2,45,2013,162572
"19",1,0,2013,100199
"18",1,70,2013,100019
"18",2,85,2013,83890
"18",2,80,2013,71362
"45",2,65,2013,135901
"25",2,5,2013,186450
"18",2,75,2013,88538
"18",2,65,2013,156232
"23",2,15,2013,40117
"22",1,10,2013,157720
"02",1,80,2013,2896
"15",1,45,2013,43700
"18",2,55,2013,228292
"38",1,5,2013,23956
"18",2,30,2013,211914
"18",2,10,2013,220606
"18",2,5,2013,216415
"40",2,5,2013,131628
"18",2,35,2013,199589
"31",2,80,2013,22080
"17",1,75,2013,128698
"18",2,0,2013,205159
"18",1,85,2013,39958
"18",1,80,2013,47113
"32",2,80,2013,22799
"15",2,0,2013,44299
"18",1,75,2013,68552
"10",1,75,2013,11483
"11",2,0,2013,20053
"25",2,80,2013,80164
"31",2,70,2013,31347
"18",1,60,2013,183537
"18",1,55,2013,220246
"46",1,35,2013,24523
"18",1,50,2013,232620
"06",1,80,2013,260196
"17",2,55,2013,445920
"18",1,45,2013,215925
"18",1,40,2013,213925
"18",1,30,2013,212666
"18",1,20,2013,244181
"54",2,65,2013,53852
"20",2,25,2013,93761
"35",2,45,2013,64119
"18",1,5,2013,227053
"20",2,40,2013,85776
"19",2,60,2013,93825
"39",2,35,2013,337779
"18",1,0,2013,215539
"17",1,70,2013,184243
"17",2,85,2013,170339
"17",2,80,2013,137353
"44",2,65,2013,26644
"04",2,35,2013,203005
"28",2,5,2013,102643
"17",2,75,2013,169127
"17",2,70,2013,223850
"17",2,65,2013,295039
"26",2,15,2013,334437
"21",1,10,2013,146071
"37",1,5,2013,329405
"17",2,30,2013,448813
"17",2,10,2013,420348
"17",2,5,2013,413215
"39",2,5,2013,359439
"17",2,35,2013,412629
"34",2,80,2013,105130
"17",2,0,2013,391548
"38",1,50,2013,25325
"20",1,15,2013,103443
"17",1,85,2013,81141
"17",1,80,2013,90759
"17",1,55,2013,422476
"49",1,35,2013,102868
"17",1,50,2013,455752
"05",1,80,2013,23290
"17",1,45,2013,431130
"17",1,40,2013,428676
"17",1,30,2013,448389
"32",2,85,2013,22557
"32",1,70,2013,48383
"17",1,20,2013,461264
"53",2,65,2013,172174
"04",1,25,2013,228790
"19",2,25,2013,93078
"38",2,45,2013,20166
"17",1,5,2013,429063
"22",2,60,2013,138014
"19",2,40,2013,91144
"42",2,35,2013,360321
"17",1,0,2013,407585
"10",2,30,2013,29649
"31",1,5,2013,68327
"16",1,70,2013,27196
"16",2,85,2013,16853
"16",2,80,2013,14955
"42",2,65,2013,335724
"23",2,5,2013,35039
"16",2,75,2013,19889
"16",2,70,2013,28345
"51",1,10,2013,265811
"16",2,65,2013,38334
"21",2,15,2013,138068
"18",2,25,2013,208251
"20",1,10,2013,102958
"12",1,45,2013,656345
"16",2,55,2013,52401
"36",1,5,2013,589058
"16",2,30,2013,52842
"17",2,40,2013,433805
"16",2,10,2013,59167
"32",1,0,2013,90504
"16",2,5,2013,59805
"38",2,5,2013,22800
"16",2,35,2013,48752
"29",2,80,2013,70677
"15",1,75,2013,15318
"16",2,0,2013,56412
"16",1,85,2013,9885
"16",1,80,2013,11937
"30",2,80,2013,11449
"12",2,0,2013,525341
"16",1,75,2013,18022
"08",1,75,2013,47892
"09",2,0,2013,93614
"23",2,80,2013,17868
"29",2,70,2013,117419
"56",2,85,2013,6288
"56",1,70,2013,9278
"16",1,60,2013,45666
"16",1,55,2013,50556
"44",1,35,2013,29337
"16",1,50,2013,52303
"04",1,80,2013,58341
