"","model.2.mean","model.2.ll","model.2.ul","age","sex","cause"
"1",0.00748305728249866,-0.00536285174752084,0.0205062340754526,0,2,"Transport accidents"
"2",0.00896566532251914,-0.00391385298249888,0.022628190455218,0,2,"Transport accidents"
"3",0.00929109797233532,-0.00416837774608373,0.023671150543671,0,2,"Transport accidents"
"4",0.0100488362835578,-0.00402525054660412,0.0257099686006962,0,2,"Transport accidents"
"5",0.00703271244069664,-0.00795341297928326,0.0217882778207234,0,2,"Transport accidents"
"6",0.00629803508066901,-0.00942790888550865,0.0215773993155836,0,2,"Transport accidents"
"7",0.00611737475489474,-0.00993075177413744,0.0218397319082613,0,2,"Transport accidents"
"8",0.00419493083379225,-0.0129468421924468,0.0196750878182258,0,2,"Transport accidents"
"9",0.00514757428008764,-0.011204059632855,0.020703938788666,0,2,"Transport accidents"
"10",0.00523611722732576,-0.0103461633549907,0.0201058758177503,0,2,"Transport accidents"
"11",0.00576353027530757,-0.00844212608867681,0.0196102528130041,0,2,"Transport accidents"
"12",0.00545463507259893,-0.00779347433442157,0.0181259225986414,0,2,"Transport accidents"
"13",0.0123798333917109,0.000509239708721188,0.0253924580393637,5,2,"Transport accidents"
"14",0.00698696676478501,-0.00739781598378907,0.0192473140801592,5,2,"Transport accidents"
"15",0.00839790551804796,-0.00632343308479309,0.0213294425986139,5,2,"Transport accidents"
"16",0.0128458662619581,-0.00113842144956598,0.0275760134638992,5,2,"Transport accidents"
"17",0.0164497837722215,0.00239795770656324,0.0331440893310752,5,2,"Transport accidents"
"18",0.0175540218050636,0.00302465067599499,0.0353419880468085,5,2,"Transport accidents"
"19",0.0145750302564935,-0.000253535168141821,0.0307496670569108,5,2,"Transport accidents"
"20",0.0111790915584364,-0.00499119912250025,0.0263408494296602,5,2,"Transport accidents"
"21",0.00896491562816407,-0.00866437519203028,0.0239565760340975,5,2,"Transport accidents"
"22",0.0110161775891838,-0.00411055701745973,0.0255862490014732,5,2,"Transport accidents"
"23",0.0140403111202995,0.00114836830770263,0.0288034926421598,5,2,"Transport accidents"
"24",0.00932818300660486,-0.00320315836342996,0.0209568876591448,5,2,"Transport accidents"
"25",0.00881599992873845,0.00120528410843615,0.0164686452887849,15,2,"Transport accidents"
"26",0.0115620144189526,0.00379637989113765,0.0195678803450378,15,2,"Transport accidents"
"27",0.013317751509527,0.00486344577917641,0.0221498792981486,15,2,"Transport accidents"
"28",0.014854765551277,0.00554190275853701,0.0249448108866009,15,2,"Transport accidents"
"29",0.0156767778092237,0.00603882409919237,0.0264411544362871,15,2,"Transport accidents"
"30",0.0125493186114083,0.00247729225694204,0.023252612323721,15,2,"Transport accidents"
"31",0.00982631839712592,-0.000531116761342165,0.0206553678409102,15,2,"Transport accidents"
"32",0.00336181101537416,-0.00835551056204118,0.0137839980358614,15,2,"Transport accidents"
"33",0.000920205722405207,-0.0112814605075925,0.0114351774779046,15,2,"Transport accidents"
"34",0.0012945364896684,-0.00959652135918445,0.0109245194956864,15,2,"Transport accidents"
"35",0.00500406971200684,-0.00353480941781304,0.0134799951595486,15,2,"Transport accidents"
"36",0.00542301893514374,-0.00214416524824363,0.0127284377465317,15,2,"Transport accidents"
"37",0.00363357706731881,-0.00440641991697392,0.0123138937187566,25,2,"Transport accidents"
"38",0.0009769062455183,-0.00761187413915805,0.00930115809553483,25,2,"Transport accidents"
"39",-0.000353733946694201,-0.0102001462354767,0.00868485355520193,25,2,"Transport accidents"
"40",-0.000988359540786612,-0.0125532914622661,0.0089581460874034,25,2,"Transport accidents"
"41",0.00471153765688921,-0.00547344798801484,0.0157242562950406,25,2,"Transport accidents"
"42",0.00779699422638864,-0.00305747175368841,0.0207343064102883,25,2,"Transport accidents"
"43",0.00458429660058534,-0.00667694650798078,0.0159462359130674,25,2,"Transport accidents"
"44",0.00471032344583259,-0.00656890457907144,0.016211742125457,25,2,"Transport accidents"
"45",0.00583353950058077,-0.00509575366282864,0.0178402592451665,25,2,"Transport accidents"
"46",0.00516893047074942,-0.00495176798336786,0.0161986745158642,25,2,"Transport accidents"
"47",0.0022036054350984,-0.0070974416418185,0.0112212080650714,25,2,"Transport accidents"
"48",0.00111000583286427,-0.00703508975671993,0.00887984242008678,25,2,"Transport accidents"
"49",0.00317179513963186,-0.00600948010075815,0.0123813612265555,35,2,"Transport accidents"
"50",0.00432802531914819,-0.00491472473989718,0.0143076809846538,35,2,"Transport accidents"
"51",0.000501453935179137,-0.0105533856249834,0.0106589187879247,35,2,"Transport accidents"
"52",-0.00353111108592402,-0.0190240454075914,0.00841823016123541,35,2,"Transport accidents"
"53",0.00515088282412033,-0.00638015974912751,0.0177163883305167,35,2,"Transport accidents"
"54",0.00939147740161943,-0.0030282734310472,0.0248830471694869,35,2,"Transport accidents"
"55",0.00656215120928427,-0.00587581628139328,0.0201774111721714,35,2,"Transport accidents"
"56",0.00285886825733523,-0.0110058826542427,0.0154140080319222,35,2,"Transport accidents"
"57",0.00329901763537895,-0.0101433197177476,0.0158317560745356,35,2,"Transport accidents"
"58",0.00476264019150008,-0.00710239623146589,0.0166873051906778,35,2,"Transport accidents"
"59",0.00760930647822568,-0.00247203401888642,0.0193952911016682,35,2,"Transport accidents"
"60",0.00161442449980377,-0.00784028010211619,0.0103418187719973,35,2,"Transport accidents"
"61",0.00141569258190613,-0.00731733249924292,0.0101521520123991,45,2,"Transport accidents"
