"","model.2.mean","model.2.ll","model.2.ul","age","sex","cause"
"1",0.0194444863331021,0.00245198267028176,0.0361345886714264,0,1,"Other transport accidents"
"2",0.0197877823053008,0.00273636765499085,0.0366963961455082,0,1,"Other transport accidents"
"3",0.0205323234015331,0.00290179808156378,0.0384037547951028,0,1,"Other transport accidents"
"4",0.0200846401265423,0.0014864420633011,0.0386426603435284,0,1,"Other transport accidents"
"5",0.0194838716755746,3.82576207022707e-05,0.038475806963068,0,1,"Other transport accidents"
"6",0.019932975451096,4.97795763058258e-05,0.0396205644842459,0,1,"Other transport accidents"
"7",0.0202608833511221,0.000114903835342853,0.0403830719734529,0,1,"Other transport accidents"
"8",0.020912757852852,0.000873628806263686,0.0414092524938209,0,1,"Other transport accidents"
"9",0.0212434807376922,0.00151389047917141,0.0416658166458344,0,1,"Other transport accidents"
"10",0.0210018668362194,0.00192187334968206,0.0405345317634697,0,1,"Other transport accidents"
"11",0.0212827202124883,0.00340405591055563,0.0397976648987491,0,1,"Other transport accidents"
"12",0.019923904702483,0.00283875427662417,0.0369010306233674,0,1,"Other transport accidents"
"13",0.0133107385465323,-0.00231921929222093,0.0293380255703557,5,1,"Other transport accidents"
"14",0.0126214668072973,-0.00343779253516348,0.0286126895410937,5,1,"Other transport accidents"
"15",0.0137796993497604,-0.00276356919397096,0.0310958568226746,5,1,"Other transport accidents"
"16",0.0152036943586298,-0.00207431182877883,0.0346374870734973,5,1,"Other transport accidents"
"17",0.012045899817834,-0.00633504998511431,0.0303111961897579,5,1,"Other transport accidents"
"18",0.00931644422560375,-0.0110110782024788,0.0275478099677521,5,1,"Other transport accidents"
"19",0.00812563061900403,-0.0132654259088198,0.0265586625156785,5,1,"Other transport accidents"
"20",0.00915108409869457,-0.0116857915241201,0.0277785295987339,5,1,"Other transport accidents"
"21",0.0112414185485552,-0.00832706790842597,0.0302650994430271,5,1,"Other transport accidents"
"22",0.0128247863741439,-0.00542090034613405,0.0317048040286287,5,1,"Other transport accidents"
"23",0.0127357613693957,-0.00439154827975645,0.0301298128329654,5,1,"Other transport accidents"
"24",0.0127819824995106,-0.00316380325056758,0.0288666765163629,5,1,"Other transport accidents"
"25",0.0127132582820347,-0.00178198695712817,0.025927460142872,45,1,"Other transport accidents"
"26",0.0110214831524253,-0.00414834234802096,0.0244005236140692,45,1,"Other transport accidents"
"27",0.0138028441152955,-0.00100847103311429,0.0286511367647666,45,1,"Other transport accidents"
"28",0.0134401907824715,-0.00275349610163917,0.0292869953929193,45,1,"Other transport accidents"
"29",0.0119283970088968,-0.00562496937202871,0.0277189670098945,45,1,"Other transport accidents"
"30",0.0113164336045334,-0.00786002320628547,0.0276359762164616,45,1,"Other transport accidents"
"31",0.0147805935623327,-0.0029320038362128,0.031795742772895,45,1,"Other transport accidents"
"32",0.0171030383316072,-0.000417957229973835,0.034970177405253,45,1,"Other transport accidents"
"33",0.0226460904001213,0.00577994221658643,0.0438891723649015,45,1,"Other transport accidents"
"34",0.0240881944315291,0.00766064401237145,0.0452891059426308,45,1,"Other transport accidents"
"35",0.0235798098582075,0.00826815530885603,0.043029149557598,45,1,"Other transport accidents"
"36",0.0162804714861497,0.00244026966494251,0.0301055094643232,45,1,"Other transport accidents"
"37",0.0104297575271977,-0.00486213427929561,0.0258565839920203,65,1,"Other transport accidents"
"38",0.00841899898853119,-0.00742967147020467,0.0236756615662319,65,1,"Other transport accidents"
"39",0.00799218440947432,-0.00875763318755802,0.0241217599494255,65,1,"Other transport accidents"
"40",0.00697756042519407,-0.0110805330549527,0.0238718045043738,65,1,"Other transport accidents"
"41",0.00603033493402705,-0.0130185015843707,0.0233007345909932,65,1,"Other transport accidents"
"42",0.0055100883534931,-0.014557067715434,0.0232421768100226,65,1,"Other transport accidents"
"43",0.0054296742416605,-0.0153572802947549,0.023466113155316,65,1,"Other transport accidents"
"44",0.0077967709758441,-0.0119358459652775,0.0262124933382711,65,1,"Other transport accidents"
"45",0.0116870586587282,-0.00647280020634917,0.031309747299223,65,1,"Other transport accidents"
"46",0.0132118496260344,-0.00409365767445896,0.0325549292098226,65,1,"Other transport accidents"
"47",0.0142029199372511,-0.00200582227445836,0.0325969613661488,65,1,"Other transport accidents"
"48",0.0132553940485488,-0.00195255530650339,0.0299150109767279,65,1,"Other transport accidents"
"49",0.0116601138722455,-0.00666803073516637,0.0297783172752164,85,1,"Other transport accidents"
"50",0.0118761588331711,-0.00666163321383336,0.0302818445462321,85,1,"Other transport accidents"
"51",0.011933653853684,-0.00753693319587461,0.0312024317601581,85,1,"Other transport accidents"
"52",0.0132008674227156,-0.00700376826864096,0.0340344063633108,85,1,"Other transport accidents"
"53",0.013099384916682,-0.00790068392328036,0.0346171220138649,85,1,"Other transport accidents"
"54",0.0130034300669638,-0.0086474949311159,0.0351157314935878,85,1,"Other transport accidents"
"55",0.0124145764604168,-0.00975942511971843,0.0345342929620319,85,1,"Other transport accidents"
"56",0.0130749702265191,-0.00883962354513074,0.0355583636621271,85,1,"Other transport accidents"
"57",0.0132075699186554,-0.00831556943789519,0.0354514017989917,85,1,"Other transport accidents"
"58",0.0123614172521299,-0.00855238592852264,0.0332988430671973,85,1,"Other transport accidents"
"59",0.0122003398529001,-0.0073920999343504,0.0317895017227474,85,1,"Other transport accidents"
"60",0.011859337229371,-0.00664454504300109,0.0302487335159536,85,1,"Other transport accidents"
