"","start.year.month.max","start.pred.max","start.pred.max.ll","start.pred.max.ul","start.se.max","start.year.month.min","start.pred.min","start.pred.min.ll","start.pred.min.ul","start.se.min","start.seas.index","end.year.month.max","end.pred.max","end.pred.max.ll","end.pred.max.ul","end.se.max","end.year.month.min","end.pred.min","end.pred.min.ll","end.pred.min.ul","end.se.min","end.seas.index","diff","per.year.perc","per.decade.perc","p-value","age","sex","cause"
"1",1,88.5237701691524,83.6890487820596,93.6377937018782,1.02906907131344,7,65.7430705246178,62.2991957186399,69.3773213626204,1.02783219320197,1.34651103854366,436,28.4664585067334,26.6464876835716,30.4107344104182,1.03428332889324,444,26.3559076794391,24.5119958679213,28.3385275254627,1.037698222675,1.08007885188264,-0.266432186661022,-0.720086990975736,-7.20086990975736,0.000110176584358626,0,1,"Cardiovascular"
"3",1,69.1076352111914,64.9131536683747,73.5731508113412,1.0324621620876,6,54.4209598813623,51.3013863450732,57.7302308067795,1.03057630065974,1.26987167006694,435,24.9206514012541,23.1878496587328,26.7829434554289,1.0374539625298,443,22.3310208206581,20.7469978158696,24.0359831971074,1.03825184579042,1.11596561578593,-0.153906054281008,-0.41596230886759,-4.1596230886759,0.043690917920923,0,2,"Cardiovascular"
"89",2,24.187667128077,22.0908743186091,26.4834805839179,1.04735132607812,5,20.4545075045665,18.5872002907661,22.5094081254515,1.05005430401822,1.18251036465567,433,14.3176371109085,12.7942058442963,16.0224663362792,1.05907705645176,442,11.6325319459722,10.4235158645961,12.9817809299519,1.05758756999977,1.23082723326334,0.0483168686076756,0.130586131372096,1.30586131372096,0.862989425526518,5,1,"Cardiovascular"
"2",1,25.8360181007247,23.270832910503,28.6839682046665,1.05480026628614,9,17.6725056244118,15.9409281037955,19.5921751237623,1.05402096114396,1.46193293977716,433,12.1276535289214,10.7578917055156,13.6718219650929,1.06305546645202,444,9.86622608701179,8.69332605272842,11.1973733194421,1.06670275217216,1.22920896216707,-0.232723977610095,-0.628983723270527,-6.28983723270527,0.110259860570626,5,2,"Cardiovascular"
"14",1,88.3750418905285,83.9282112962653,93.0574822044396,1.02669069299469,9,79.4628691728443,75.7750136418632,83.3302070656718,1.02454185131702,1.11215518405582,434,75.273349704904,71.8311215965101,78.8805332544336,1.02416924975882,437,67.538154870849,64.3442128571753,70.8906389683206,1.02502519498795,1.1145307396811,0.00237555562527558,0.00642042060885293,0.0642042060885293,0.496033295478052,15,1,"Cardiovascular"
"12",1,61.4623109039808,57.6267139333193,65.5532027390758,1.03342288906499,5,56.1556141521187,52.9430045303477,59.5631666312787,1.03051274176625,1.09449984355058,433,39.7169564543823,37.049047128481,42.5769824667545,1.03611416525619,442,36.1046336732008,33.8310400775529,38.5310226847248,1.03374170425569,1.10005150069873,0.00555165714814421,0.0150044787787681,0.150044787787681,0.992239376513302,15,2,"Cardiovascular"
"20",1,244.506213050847,237.626243836189,251.58537733601,1.01466862766132,10,224.557377299145,218.621477164925,230.654446001342,1.01376191331261,1.08883625197104,433,255.45763854731,248.118501260323,263.013861363364,1.01498366559993,441,225.271848359765,219.211713811428,231.499516066368,1.0140104510489,1.13399717011838,0.0451609181473449,0.122056535533365,1.22056535533365,0.233409876102878,25,1,"Cardiovascular"
"87",2,139.74244671477,135.085457303484,144.559983018442,1.01744296742984,10,132.383288930551,127.801734561746,137.12908708295,1.0181324863344,1.05558977907007,433,138.998786591748,133.638640145132,144.573924525093,1.02026680241306,441,125.419704772242,120.93533349511,130.070359840636,1.01875003465045,1.10826912600509,0.0526793469350166,0.142376613337883,1.42376613337883,0.584851803926639,25,2,"Cardiovascular"
"8",1,815.105951592868,802.813083489661,827.587051065631,1.00778329307524,9,728.723879943495,718.489259027551,739.104289351023,1.00724249813695,1.11853882386298,433,748.858459606626,737.264223011307,760.63502747211,1.00799282119945,441,670.630165327647,660.827127295202,680.578626498303,1.00754132529223,1.11664893457448,-0.00188988928850242,-0.00510780888784438,-0.0510780888784438,0.089449782657911,35,1,"Cardiovascular"
"11",1,322.755589314126,315.391789981249,330.291319376772,1.01184496148274,9,296.316162786826,290.020588983588,302.748396713577,1.01101692014722,1.08922708190684,433,403.008070067523,394.098407959265,412.119159223646,1.01147139047585,441,364.357312528157,356.842572051468,372.030305771905,1.01068953740678,1.1060792694709,0.016852187564061,0.0455464528758406,0.455464528758406,0.994487173798313,35,2,"Cardiovascular"
"18",1,2914.50182521264,2888.66493436605,2940.56980721857,1.00455343234437,9,2481.69199799947,2460.88964024763,2502.67020194977,1.00430395893838,1.17440110519841,433,2371.71283872639,2350.88310874897,2392.72712813568,1.00451083841826,441,2055.23710660616,2038.19887381113,2072.41776975012,1.0042563329539,1.1539850225081,-0.0204160826903161,-0.0551786018657193,-0.551786018657193,0.000117309152211344,45,1,"Cardiovascular"
"10",1,1124.93428136072,1109.38758665219,1140.69884376424,1.00712551039877,9,951.397287249891,938.854769837998,964.107364915065,1.00679385696976,1.18240223767344,433,1142.99752614413,1128.05057496645,1158.14252814903,1.00673853737114,440,986.328474760469,974.103940555524,998.706420968288,1.0063832585103,1.1588406452746,-0.023561592398847,-0.0636799794563433,-0.636799794563433,0.373384048909451,45,2,"Cardiovascular"
