"","start.year.month.max","start.pred.max","start.pred.max.ll","start.pred.max.ul","start.se.max","start.year.month.min","start.pred.min","start.pred.min.ll","start.pred.min.ul","start.se.min","start.seas.index","end.year.month.max","end.pred.max","end.pred.max.ll","end.pred.max.ul","end.se.max","end.year.month.min","end.pred.min","end.pred.min.ll","end.pred.min.ul","end.se.min","end.seas.index","diff","per.year.perc","per.decade.perc","p-value","age","sex","cause"
"1",1,37.06351615718,34.2128196570599,40.1517397192976,1.04167812873596,5,28.215727939662,26.1104122767335,30.4907978750852,1.04035704682995,1.31357646474472,433,22.4257240489605,20.5190298776228,24.5095943677426,1.04637799239143,441,18.7473708462349,17.1986023992835,20.4356089806983,1.04497456893944,1.19620634983408,-0.117370114910634,-0.317216526785497,-3.17216526785497,0.250377421654828,0,1,"Endocrine disorders"
"81",2,32.2039018303923,29.7904768301019,34.8128463675215,1.0405446830334,10,23.9882211508958,22.0152897548745,26.1379595904194,1.04476150503839,1.34248811647252,444,17.0955771835598,15.4546804523969,18.9106957040786,1.0528319360632,439,14.5520951940196,13.2037886774965,16.0380841975092,1.05085880725605,1.17478458982219,-0.167703526650328,-0.453252774730615,-4.53252774730615,0.0365626687646978,0,2,"Endocrine disorders"
"15",1,17.4458419804201,15.4883307058211,19.6507556680333,1.06260310917532,10,12.3212716551636,10.9192773793466,13.9032767394926,1.06357015011008,1.41591245357446,434,12.0952573923796,10.7967350363227,13.549952915927,1.05965533313967,440,8.40230895214651,7.37555551574558,9.57199706199822,1.06875841201634,1.43951590702811,0.0236034534536498,0.0637931174422967,0.637931174422967,0.485984209409922,5,1,"Endocrine disorders"
"105",3,16.4690368715991,14.7090238680705,18.4396447997383,1.05935869440261,8,12.8453010019075,11.3577029312887,14.527740233023,1.06481052902861,1.28210595214184,434,9.06218216197449,7.97817499496639,10.2934750852948,1.06715916586433,438,6.70328384565867,5.82416662298323,7.71509766532961,1.07436019012642,1.35190189922265,0.0697959470808163,0.188637694813017,1.88637694813017,0.821929900601658,5,2,"Endocrine disorders"
"70",12,26.9045601130543,24.5183504954775,29.5230038011926,1.04852526931559,5,23.1703467460402,21.2400125116516,25.2761135633621,1.04538044005461,1.16116346500737,435,26.6229791722536,24.5203201850183,28.9059447290297,1.04286923271792,439,21.744026384075,19.9471264171584,23.7027967589683,1.04498980685622,1.22438129452197,0.0632178295145966,0.170858998688099,1.70858998688099,0.446291079429291,15,1,"Endocrine disorders"
"12",1,23.7573645200376,21.5169805484516,26.2310210146357,1.05183450929051,8,19.487469277366,17.719096806052,21.4323259810046,1.04973215694381,1.21910978700713,433,22.4469546487653,20.343813080219,24.7675188037218,1.05147392248047,439,19.0689890406009,17.3784064997467,20.9240325363465,1.04850441627538,1.17714445170493,-0.0419653353021994,-0.113419825141079,-1.13419825141079,0.844836302778551,15,2,"Endocrine disorders"
"56",11,59.6011331199605,56.4416682898709,62.9374569677762,1.02817895753873,3,45.6159825417365,43.0128106686643,48.3767005898995,1.03043358628615,1.30658444253455,434,51.7595850083819,48.8013516931266,54.8971400851021,1.03048167387721,438,39.163234806143,36.7615387144892,41.7218379348352,1.03281585329829,1.32163712381244,0.0150526812778866,0.0406829223726665,0.406829223726665,5.50597271327644e-08,25,1,"Endocrine disorders"
"74",12,23.8821422237038,21.9399952701372,25.9962096696317,1.04422541847456,5,21.5003670297572,19.8574204824506,23.2792463060752,1.04139094411408,1.11077835046491,444,43.4641182965594,40.2392836630978,46.9473958610694,1.04011642770269,442,38.5333353456289,35.885346406816,41.3767200691331,1.03699158995549,1.12796148858393,0.0171831381190242,0.0464409138352005,0.464409138352004,0.656340305829513,25,2,"Endocrine disorders"
"43",11,55.6838653567406,52.9777966859868,58.5281581158657,1.02574288080957,3,45.5048988326702,43.1595563308818,47.977690083202,1.02736577220077,1.22368946608365,434,83.6763734655235,79.9076479564488,87.6228453146042,1.02379140830301,441,65.4620976297725,62.3321757143117,68.7491841409596,1.02531174976723,1.27824155496458,0.0545520888809301,0.147438078056568,1.47438078056568,1.89438535609257e-07,35,1,"Endocrine disorders"
"68",12,24.5435111188081,22.8297378909407,26.3859331594909,1.03762076966387,8,20.5530064240375,19.1531447492057,22.0551809427558,1.03664543208447,1.19415673855401,433,76.9341722813045,72.5646468624149,81.5668113955245,1.03028226548661,442,66.7965050858126,63.2308963366583,70.5631795558189,1.02838399032573,1.15176942539835,-0.0423873131556565,-0.114560305826099,-1.14560305826099,0.311363438811536,35,2,"Endocrine disorders"
"80",12,52.1836512124021,49.5346783781889,54.9742835325784,1.02693611233222,9,47.8504720688915,45.4980607317814,50.3245114272835,1.0260536549488,1.09055666446241,434,195.104464479762,188.758412820206,201.663870188358,1.01701412528448,440,158.859169747782,153.313725289786,164.605196079178,1.01829377238788,1.2281599154114,0.137603250948992,0.371900678240519,3.71900678240519,0.00270298345378656,45,1,"Endocrine disorders"
"10",1,38.6919919564445,36.427721598799,41.0970045847425,1.03124480918256,10,33.1561706246168,31.2409129801285,35.1888451911746,1.03082277302758,1.16696202328376,433,153.160378637035,146.671022658804,159.936851594809,1.02233425758235,440,129.684170032979,124.588442143714,134.988315671714,1.02066271631912,1.18102601572795,0.0140639924441828,0.0380107903896832,0.380107903896832,0.905877655746625,45,2,"Endocrine disorders"
