"","sex","age","year","month","fips","deaths","iso3","pop","pop.adj","rate","rate.adj","rate.adj.old","leap","deaths.adj","variable","month.short","state.name"
"1",1,55,1982,1,1,275,"USA",167065,166586.607444876,0.00164606590249304,0.00165079296720175,0.00165079296720175,0,275,5.59047616197288,"Jan","Alabama"
"2",1,55,1982,2,1,234,"USA",167065,166683.425867819,0.00140065244066681,0.00155427228125773,0.0014038588346844,0,259.071428571429,8.47606560320833,"Feb","Alabama"
"3",1,55,1982,3,1,360,"USA",167065,166777.174691907,0.00215484990871816,0.00215856876497063,0.00215856876497063,0,360,14.1541052883608,"Mar","Alabama"
"4",1,55,1982,4,1,270,"USA",167065,166874.103870574,0.00161613743153862,0.00167191909067203,0.00161798621677938,0,279,15.4152006703978,"Apr","Alabama"
"5",1,55,1982,5,1,257,"USA",167065,166967.959938909,0.00153832340705713,0.00153921746480003,0.00153921746480003,0,257,22.0441678388651,"May","Alabama"
"6",1,55,1982,6,1,244,"USA",167065,167065,0.00146050938257564,0.0015091930286615,0.00146050938257564,0,252.133333333333,24.4487079879089,"Jun","Alabama"
"7",1,55,1982,7,1,275,"USA",167065,167195.161892618,0.00164606590249304,0.00164478443566818,0.00164478443566818,0,275,25.9495585550534,"Jul","Alabama"
"8",1,55,1982,8,1,282,"USA",167065,167312.814635206,0.00168796576182923,0.00168546563880864,0.00168546563880864,0,282,25.3728423068865,"Aug","Alabama"
"9",1,55,1982,9,1,277,"USA",167065,167443.169602508,0.00165803729087481,0.00170943570892035,0.00165429262153583,0,286.233333333333,21.8984838236614,"Sep","Alabama"
"10",1,55,1982,10,1,302,"USA",167065,167569.416269429,0.0018076796456469,0.0018022381811871,0.0018022381811871,0,302,17.31792894981,"Oct","Alabama"
"11",1,55,1982,11,1,272,"USA",167065,167699.971157446,0.00162810881992039,0.00167600903403129,0.0016219442264819,0,281.066666666667,12.7236171549996,"Nov","Alabama"
"12",1,55,1982,12,1,303,"USA",167065,167826.411444331,0.00181366533983779,0.00180543692373775,0.00180543692373775,0,303,11.1765372759106,"Dec","Alabama"
"13",1,55,1983,1,1,288,"USA",168604,167957.166559675,0.00170814452800645,0.00171472290167311,0.00171472290167311,0,288,5.26379445327513,"Jan","Alabama"
"14",1,55,1983,2,1,308,"USA",168604,168088.023547543,0.00182676567578468,0.00202869896857077,0.00183237326193489,0,341,7.84178192688192,"Feb","Alabama"
"15",1,55,1983,3,1,295,"USA",168604,168214.756413223,0.00174966192972883,0.00175371059168749,0.00175371059168749,0,295,11.0400992859007,"Mar","Alabama"
"16",1,55,1983,4,1,276,"USA",168604,168345.814091738,0.00163697183933952,0.00169413181752523,0.00163948240405667,0,285.2,14.227430547318,"Apr","Alabama"
"17",1,55,1983,5,1,300,"USA",168604,168472.741323047,0.00177931721667339,0.001780703499237,0.001780703499237,0,300,20.4009127897322,"May","Alabama"
"18",1,55,1983,6,1,251,"USA",168604,168604,0.00148869540461674,0.00153831858477063,0.00148869540461674,0,259.366666666667,23.3702563403003,"Jun","Alabama"
"19",1,55,1983,7,1,280,"USA",168604,168666.046709946,0.00166069606889516,0.00166008515324673,0.00166008515324673,0,280,26.8641165096913,"Jul","Alabama"
"20",1,55,1983,8,1,263,"USA",168604,168722.108525093,0.00155986809328367,0.00155877615742863,0.00155877615742863,0,263,26.8984602975018,"Aug","Alabama"
"21",1,55,1983,9,1,255,"USA",168604,168784.198699282,0.00151241963417238,0.00156116509738847,0.00151080493295659,0,263.5,21.7757075751465,"Sep","Alabama"
"22",1,55,1983,10,1,275,"USA",168604,168844.307720161,0.00163104078195061,0.00162871940258584,0.00162871940258584,0,275,17.3407184882921,"Oct","Alabama"
"23",1,55,1983,11,1,260,"USA",168604,168906.442863972,0.00154207492111694,0.00159062414737511,0.00153931369100817,0,268.666666666667,11.6796369006667,"Nov","Alabama"
"24",1,55,1983,12,1,285,"USA",168604,168966.595419596,0.00169035135583972,0.0016867239307998,0.0016867239307998,0,285,5.24013249982207,"Dec","Alabama"
"25",1,55,1984,1,1,314,"USA",169336,169028.775565597,0.00185430150706288,0.00185767186060069,0.00185767186060069,1,314,3.94744177257051,"Jan","Alabama"
"26",1,55,1984,2,1,286,"USA",169336,169090.978594054,0.00168894978031842,0.00180804523383239,0.0016913971542303,1,305.724137931034,8.43473744507961,"Feb","Alabama"
"27",1,55,1984,3,1,310,"USA",169336,169151.196868283,0.00183067983181367,0.00183267990850455,0.00183267990850455,1,310,11.2833319554023,"Mar","Alabama"
