sex,age,year,month,fips,rate.adj,temperature,season
1,85,1991,Dec,16,0.016438414,-3.206216931,1
1,85,1992,Jan,16,0.018911003,-2.896460618,1
1,85,1992,Feb,16,0.0141336,1.44942672,1
1,85,1992,Mar,16,0.01214509,5.546011964,0
1,85,1992,Apr,16,0.01820962,8.584745763,0
1,85,1992,May,16,0.01327737,13.60221834,0
1,85,1992,Jun,16,0.015453639,16.84247258,0
1,85,1992,Jul,16,0.014383173,17.73068295,0
1,85,1992,Aug,16,0.012836062,19.35929711,0
1,85,1992,Sep,16,0.012688975,13.22534895,0
1,85,1992,Oct,16,0.01515189,9.055608175,0
1,85,1992,Nov,16,0.014069907,-1.42829013,1
1,85,1992,Dec,16,0.01354908,-5.579062812,1
1,85,1993,Jan,16,0.014443109,-6.785492958,1
1,85,1993,Feb,16,0.015909334,-4.769014085,1
1,85,1993,Mar,16,0.018588772,2.107370892,0
1,85,1993,Apr,16,0.017395725,5.490375587,0
1,85,1993,May,16,0.019583073,13.30319249,0
1,85,1993,Jun,16,0.01043036,13.18821596,0
1,85,1993,Jul,16,0.012621722,14.35884977,0
1,85,1993,Aug,16,0.011175863,16.61300469,0
1,85,1993,Sep,16,0.011259331,13.48138498,0
1,85,1993,Oct,16,0.018238789,7.945704225,0
1,85,1993,Nov,16,0.018765965,-2.431126761,1
1,85,1993,Dec,16,0.020603476,-3.057112676,1
1,85,1994,Jan,16,0.020743109,-1.353715688,1
1,85,1994,Feb,16,0.014072089,-3.165275608,1
1,85,1994,Mar,16,0.013787685,3.761258648,0
1,85,1994,Apr,16,0.016744374,7.389399688,0
1,85,1994,May,16,0.01389576,12.05288998,0
1,85,1994,Jun,16,0.011991371,15.61323365,0
1,85,1994,Jul,16,0.015549649,21.04429815,0
1,85,1994,Aug,16,0.014157735,20.81394778,0
1,85,1994,Sep,16,0.014789895,16.13742468,0
1,85,1994,Oct,16,0.009864746,6.789064941,0
1,85,1994,Nov,16,0.016911128,-2.519259094,1
1,85,1994,Dec,16,0.013251431,-3.147534033,1
1,85,1995,Jan,16,0.014055419,-2.584717819,1
1,85,1995,Feb,16,0.012391815,1.366539844,1
1,85,1995,Mar,16,0.012214195,1.8,0
1,85,1995,Apr,16,0.011681639,5.042993025,0
1,85,1995,May,16,0.016563197,9.506552526,0
1,85,1995,Jun,16,0.013323469,13.22553371,0
1,85,1995,Jul,16,0.011993368,18.73804692,0
1,85,1995,Aug,16,0.011734519,18.11745931,0
1,85,1995,Sep,16,0.015519204,14.70500951,0
1,85,1995,Oct,16,0.017029172,5.976030438,0
1,85,1995,Nov,16,0.014526075,2.771042063,1
1,85,1995,Dec,16,0.014407218,-2.878313253,1
1,85,1996,Jan,16,0.014136778,-4.137219551,1
1,85,1996,Feb,16,0.015260977,-2.645793269,1
1,85,1996,Mar,16,0.014619626,1.662039263,0
1,85,1996,Apr,16,0.014829339,5.844611378,0
1,85,1996,May,16,0.016903843,8.43760016,0
1,85,1996,Jun,16,0.014696848,15.41025641,0
1,85,1996,Jul,16,0.010566701,20.65394631,0
1,85,1996,Aug,16,0.015087413,19.45763221,0
1,85,1996,Sep,16,0.014903991,12.41700721,0
1,85,1996,Oct,16,0.014553774,7.081630609,0
1,85,1996,Nov,16,0.017597125,0.655629006,1
1,85,1996,Dec,16,0.017535944,-2.912099359,1
1,85,1997,Jan,16,0.019779938,-3.666357265,1
1,85,1997,Feb,16,0.016453461,-1.895718886,1
1,85,1997,Mar,16,0.016137891,2.415343815,0
1,85,1997,Apr,16,0.016201674,4.360920629,0
1,85,1997,May,16,0.013323191,11.9364463,0
1,85,1997,Jun,16,0.013506346,14.71716234,0
1,85,1997,Jul,16,0.012436078,18.07791248,0
1,85,1997,Aug,16,0.011626414,19.4168782,0
1,85,1997,Sep,16,0.011757515,14.81098693,0
1,85,1997,Oct,16,0.016330278,6.763477931,0
1,85,1997,Nov,16,0.013542563,1.045898844,1
1,85,1997,Dec,16,0.015242136,-4.237374503,1
1,85,1998,Jan,16,0.019545315,-1.654021352,1
1,85,1998,Feb,16,0.016495579,-0.250871886,1
1,85,1998,Mar,16,0.013557417,1.666494662,0
1,85,1998,Apr,16,0.01635046,5.830658363,0
1,85,1998,May,16,0.015205176,9.916032028,0
1,85,1998,Jun,16,0.013422301,12.75359431,0
1,85,1998,Jul,16,0.014016481,21.27740214,0
1,85,1998,Aug,16,0.01061775,20.36738434,0
1,85,1998,Sep,16,0.012034107,16.47432384,0
1,85,1998,Oct,16,0.015484627,6.793790036,0
1,85,1998,Nov,16,0.016136032,1.67480427,1
1,85,1998,Dec,16,0.013822353,-4.627793594,1
1,85,1999,Jan,16,0.015178273,-2.103955968,1
1,85,1999,Feb,16,0.021378537,-1.132266942,1
1,85,1999,Mar,16,0.014918954,2.254265566,0
1,85,1999,Apr,16,0.018767996,4.49754042,0
1,85,1999,May,16,0.013627113,8.789164087,0
1,85,1999,Jun,16,0.014751749,13.94372205,0
1,85,1999,Jul,16,0.014562408,18.78312693,0
1,85,1999,Aug,16,0.011779265,20.07791538,0
1,85,1999,Sep,16,0.016516829,13.45660475,0
1,85,1999,Oct,16,0.01524563,8.396044032,0
1,85,1999,Nov,16,0.011681736,4.177794978,1
1,85,1999,Dec,16,0.016976884,-2.779635363,1
1,85,2000,Jan,16,0.018584414,-2.935205255,1
1,85,2000,Feb,16,0.012657188,0.255303777,1
1,85,2000,Mar,16,0.013623024,2.145270936,0
1,85,2000,Apr,16,0.015389762,7.839129721,0
1,85,2000,May,16,0.013517839,10.83376026,0
1,85,2000,Jun,16,0.011538041,15.76658456,0
1,85,2000,Jul,16,0.014389495,20.17067323,0
1,85,2000,Aug,16,0.014660936,20.53321839,0
1,85,2000,Sep,16,0.010728025,13.02344828,0
1,85,2000,Oct,16,0.012278684,7.103218391,0
1,85,2000,Nov,16,0.015294901,-3.443727422,1
1,85,2000,Dec,16,0.014100677,-4.999228243,1
1,85,2001,Jan,16,0.015158669,-5.205173492,1
1,85,2001,Feb,16,0.017240402,-3.950468897,1
1,85,2001,Mar,16,0.015192448,2.915364176,0
1,85,2001,Apr,16,0.015470372,4.88382307,0
1,85,2001,May,16,0.016951157,12.16212879,0
1,85,2001,Jun,16,0.014051266,14.81276962,0
1,85,2001,Jul,16,0.011364344,19.67316349,0
1,85,2001,Aug,16,0.012874584,21.38526102,0
1,85,2001,Sep,16,0.012931423,16.1755236,0
1,85,2001,Oct,16,0.012773816,7.68779306,0
1,85,2001,Nov,16,0.015047778,2.749124726,1
1,85,2001,Dec,16,0.013590018,-4.794404501,1
1,85,2002,Jan,16,0.014752564,-4.052430659,1
1,85,2002,Feb,16,0.019622352,-3.435729198,1
1,85,2002,Mar,16,0.015391587,-0.800626305,0
1,85,2002,Apr,16,0.019102691,5.667521622,0
1,85,2002,May,16,0.013773951,9.955040262,0
1,85,2002,Jun,16,0.013405905,15.93435729,0
1,85,2002,Jul,16,0.010975495,21.96088577,0
1,85,2002,Aug,16,0.012840869,17.80052192,0
1,85,2002,Sep,16,0.013955949,14.63277662,0
1,85,2002,Oct,16,0.010806732,5.668878616,0
1,85,2002,Nov,16,0.014408881,0.745243066,1
1,85,2002,Dec,16,0.015171881,-1.266850582,1
1,85,2003,Jan,16,0.012934468,-0.36245452,1
1,85,2003,Feb,16,0.01266064,-2.040050378,1
1,85,2003,Mar,16,0.013366614,2.920095158,0
1,85,2003,Apr,16,0.013883966,5.630660509,0
1,85,2003,May,16,0.012099837,10.32917716,0
1,85,2003,Jun,16,0.012869671,16.29209348,0
1,85,2003,Jul,16,0.013538023,22.57604254,0
1,85,2003,Aug,16,0.013227119,21.34538203,0
1,85,2003,Sep,16,0.015927647,14.99846068,0
1,85,2003,Oct,16,0.01606682,10.36008956,0
1,85,2003,Nov,16,0.016701088,-1.406996921,1
1,85,2003,Dec,16,0.015294144,-1.413196194,1
1,85,2004,Jan,16,0.013192283,-4.791401058,1
1,85,2004,Feb,16,0.012160097,-1.917645463,1
1,85,2004,Mar,16,0.01244,4.657642751,0
1,85,2004,Apr,16,0.014933851,7.469401872,0
1,85,2004,May,16,0.013871052,10.05282789,0
1,85,2004,Jun,16,0.013034043,15.45217686,0
1,85,2004,Jul,16,0.009980952,20.41057914,0
1,85,2004,Aug,16,0.012212368,19.04182829,0
1,85,2004,Sep,16,0.011170392,13.13069307,0
1,85,2004,Oct,16,0.011681215,8.07775668,0
1,85,2004,Nov,16,0.011321614,0.686409874,1
1,85,2004,Dec,16,0.013392214,-1.802509155,1
1,85,2005,Jan,16,0.014362478,-3.683689024,1
1,85,2005,Feb,16,0.014519318,-1.481986789,1
1,85,2005,Mar,16,0.01640164,2.975228659,0
1,85,2005,Apr,16,0.014465551,6.234743394,0
1,85,2005,May,16,0.01226314,10.75856199,0
1,85,2005,Jun,16,0.011551491,13.33583587,0
1,85,2005,Jul,16,0.011746099,20.83417175,0
1,85,2005,Aug,16,0.011433791,19.95564024,0
1,85,2005,Sep,16,0.012005163,13.43739837,0
1,85,2005,Oct,16,0.010932109,7.957660061,0
1,85,2005,Nov,16,0.012507877,0.401143293,1
1,85,2005,Dec,16,0.01449358,-4.87714685,1
1,85,2006,Jan,16,0.014776611,-1.070362018,1
1,85,2006,Feb,16,0.015055909,-3.010872404,1
1,85,2006,Mar,16,0.010987611,1.117827893,0
1,85,2006,Apr,16,0.013521492,6.569994065,0
1,85,2006,May,16,0.00955046,11.375727,0
1,85,2006,Jun,16,0.011038576,16.50129377,0
1,85,2006,Jul,16,0.011215776,22.30713353,0
1,85,2006,Aug,16,0.012101619,18.94037982,0
1,85,2006,Sep,16,0.011472179,13.8128546,0
1,85,2006,Oct,16,0.013718748,6.680474777,0
1,85,2006,Nov,16,0.010874015,1.236688427,1
1,85,2006,Dec,16,0.012769728,-3.277222552,1
1,85,2007,Jan,16,0.013044852,-5.718254764,1
1,85,2007,Feb,16,0.013231311,-0.589301237,1
1,85,2007,Mar,16,0.013700798,4.168438649,0
1,85,2007,Apr,16,0.010706916,6.282915413,0
1,85,2007,May,16,0.012100699,11.64618299,0
1,85,2007,Jun,16,0.010940228,16.30134849,0
1,85,2007,Jul,16,0.010288092,23.41179093,0
1,85,2007,Aug,16,0.013124231,19.97134738,0
1,85,2007,Sep,16,0.013724455,14.10281957,0
1,85,2007,Oct,16,0.013099883,6.902217764,0
1,85,2007,Nov,16,0.012880337,1.064727516,1
1,85,2007,Dec,16,0.01261984,-3.660158253,1
1,85,2008,Jan,16,0.013461627,-5.920199559,1
1,85,2008,Feb,16,0.014316926,-1.771168349,1
1,85,2008,Mar,16,0.016998035,0.273488804,0
1,85,2008,Apr,16,0.013099502,3.335120084,0
1,85,2008,May,16,0.013065827,10.1591948,0
1,85,2008,Jun,16,0.012708358,14.35707159,0
1,85,2008,Jul,16,0.011678195,20.51032602,0
1,85,2008,Aug,16,0.011987896,19.75758209,0
1,85,2008,Sep,16,0.01151418,13.92869242,0
1,85,2008,Oct,16,0.012250784,7.394430908,0
1,85,2008,Nov,16,0.012851631,2.846443903,1
1,85,2008,Dec,16,0.013988002,-4.724944889,1
1,85,2009,Jan,16,0.012920123,-3.255359929,1
1,85,2009,Feb,16,0.015505949,-1.802975262,1
1,85,2009,Mar,16,0.01452185,0.658747493,0
1,85,2009,Apr,16,0.015534193,5.33525741,0
1,85,2009,May,16,0.013641513,10.99712503,0
1,85,2009,Jun,16,0.011054156,14.14488522,0
1,85,2009,Jul,16,0.012683841,19.94272342,0
1,85,2009,Aug,16,0.013110661,19.00404502,0
1,85,2009,Sep,16,0.010546367,16.89010475,0
1,85,2009,Oct,16,0.011963325,4.548529084,0
1,85,2009,Nov,16,0.012228815,1.28174727,1
1,85,2009,Dec,16,0.015792459,-6.624871852,1
1,85,2010,Jan,16,0.014665516,-1.609761436,1
1,85,2010,Feb,16,0.013408311,-0.648708689,1
1,85,2010,Mar,16,0.013301991,2.809827096,0
1,85,2010,Apr,16,0.014518231,5.175246225,0
1,85,2010,May,16,0.013371394,7.309980302,0
1,85,2010,Jun,16,0.011760414,13.78073977,0
1,85,2010,Jul,16,0.011680739,19.10466185,0
1,85,2010,Aug,16,0.011654961,18.64018385,0
1,85,2010,Sep,16,0.012238599,14.41305537,0
1,85,2010,Oct,16,0.014634251,9.350700372,0
1,85,2010,Nov,16,0.012738543,-0.464981396,1
1,85,2010,Dec,16,0.015642798,-2.229732983,1
1,85,2011,Jan,16,0.013344608,-4.224837852,1
1,85,2011,Feb,16,0.017472009,-3.43830941,1
1,85,2011,Mar,16,0.015208352,1.735555556,0
1,85,2011,Apr,16,0.013800092,3.45867092,0
1,85,2011,May,16,0.0096994,8.251515152,0
1,85,2011,Jun,16,0.01373383,13.11158958,0
1,85,2011,Jul,16,0.014433425,19.09468368,0
1,85,2011,Aug,16,0.013561516,20.50516746,0
1,85,2011,Sep,16,0.013113217,16.55928761,0
1,85,2011,Oct,16,0.013406232,8.368942052,0
1,85,2011,Nov,16,0.017093556,-0.025922382,1
1,85,2011,Dec,16,0.01640712,-3.810590112,1
1,85,2012,Jan,16,0.015221767,-2.346910755,1
1,85,2012,Feb,16,0.015905174,-1.305169544,1
1,85,2012,Mar,16,0.015165957,3.128510506,0
1,85,2012,Apr,16,0.012837443,7.830590805,0
1,85,2012,May,16,0.013443003,10.12203037,0
1,85,2012,Jun,16,0.012575411,14.76747452,0
1,85,2012,Jul,16,0.012452363,21.68025796,0
1,85,2012,Aug,16,0.014082616,21.30373414,0
1,85,2012,Sep,16,0.015371704,16.02858332,0
1,85,2012,Oct,16,0.013708138,7.328375286,0
1,85,2012,Nov,16,0.013812913,3.123590597,1
1,85,2012,Dec,16,0.014465329,-2.030018723,1
1,85,2013,Jan,16,0.013203029,-7.065149216,1
1,85,2013,Feb,16,0.01243526,-1.505037936,1
1,85,2013,Mar,16,0.013141834,2.636449165,0
1,85,2013,Apr,16,0.013757916,5.556742539,0
1,85,2013,May,16,0.014297753,11.17344461,0
1,85,2013,Jun,16,0.013798685,15.74598887,0
1,85,2013,Jul,16,0.011196651,21.98017198,0
1,85,2013,Aug,16,0.011569819,20.56651492,0
1,85,2013,Sep,16,0.013061153,14.78182094,0
1,85,2013,Oct,16,0.014805213,5.641810824,0
1,85,2013,Nov,16,0.01329612,0.83270612,1
1,85,2013,Dec,16,0.013129588,-6.468517956,1
1,85,1982,Jan,17,0.018346625,-8.025800377,1
1,85,1982,Feb,17,0.015814311,-3.910134724,1
1,85,1982,Mar,17,0.016623603,2.387109952,0
1,85,1982,Apr,17,0.01583992,6.635433869,0
1,85,1982,May,17,0.014443484,16.22326235,0
1,85,1982,Jun,17,0.014699889,16.34115602,0
1,85,1982,Jul,17,0.014559473,22.22325366,0
1,85,1982,Aug,17,0.014199885,21.09982037,0
1,85,1982,Sep,17,0.015883308,17.53244676,0
1,85,1982,Oct,17,0.014692835,12.64549037,0
1,85,1982,Nov,17,0.014482718,5.441497899,1
1,85,1982,Dec,17,0.015472004,3.095138346,1
1,85,1983,Jan,17,0.016694978,-1.616516258,1
1,85,1983,Feb,17,0.019421238,0.517928664,1
1,85,1983,Mar,17,0.018646058,3.677370004,0
1,85,1983,Apr,17,0.016401873,6.746265578,0
1,85,1983,May,17,0.014510331,12.42407678,0
1,85,1983,Jun,17,0.01663754,20.16729695,0
1,85,1983,Jul,17,0.015595296,25.17871652,0
1,85,1983,Aug,17,0.014749641,25.05628993,0
1,85,1983,Sep,17,0.014780688,18.99365993,0
1,85,1983,Oct,17,0.015342642,12.63058301,0
1,85,1983,Nov,17,0.015688098,6.744334623,1
1,85,1983,Dec,17,0.017924397,-7.269941269,1
1,85,1984,Jan,17,0.018840929,-5.446282066,1
1,85,1984,Feb,17,0.016991247,1.649087468,1
1,85,1984,Mar,17,0.018371724,-0.324615776,0
1,85,1984,Apr,17,0.015976909,8.022519494,0
1,85,1984,May,17,0.015981204,12.50028817,0
1,85,1984,Jun,17,0.013983689,20.2722511,0
1,85,1984,Jul,17,0.014669137,21.7686377,0
1,85,1984,Aug,17,0.013832495,23.24007515,0
1,85,1984,Sep,17,0.014243311,17.32062662,0
1,85,1984,Oct,17,0.01573036,13.60398915,0
1,85,1984,Nov,17,0.015824832,4.963199232,1
1,85,1984,Dec,17,0.019185486,1.119106679,1
1,85,1985,Jan,17,0.021030785,-7.026002221,1
1,85,1985,Feb,17,0.018828426,-4.346079956,1
1,85,1985,Mar,17,0.015531896,5.114986119,0
1,85,1985,Apr,17,0.013666545,10.96565519,0
1,85,1985,May,17,0.015069546,15.46928096,0
1,85,1985,Jun,17,0.01270868,18.23420044,0
1,85,1985,Jul,17,0.014278825,22.56396169,0
1,85,1985,Aug,17,0.013569552,21.29915047,0
1,85,1985,Sep,17,0.014746485,18.85279845,0
1,85,1985,Oct,17,0.016572842,12.52937535,0
1,85,1985,Nov,17,0.016247629,5.044508606,1
1,85,1985,Dec,17,0.017191218,-5.679813992,1
1,85,1986,Jan,17,0.019259679,-2.675982724,1
1,85,1986,Feb,17,0.01922652,-2.752616041,1
1,85,1986,Mar,17,0.017261477,4.769553332,0
1,85,1986,Apr,17,0.015264601,10.64152042,0
1,85,1986,May,17,0.015684051,14.5684435,0
1,85,1986,Jun,17,0.014208263,19.3511153,0
1,85,1986,Jul,17,0.01552477,23.50624351,0
1,85,1986,Aug,17,0.013918534,20.70952654,0
1,85,1986,Sep,17,0.015001499,19.36045323,0
1,85,1986,Oct,17,0.015468016,12.31737467,0
1,85,1986,Nov,17,0.01690509,3.169859494,1
1,85,1986,Dec,17,0.016465094,-0.235178503,1
1,85,1987,Jan,17,0.01832302,-2.566137312,1
1,85,1987,Feb,17,0.016341498,1.239346059,1
1,85,1987,Mar,17,0.016749524,4.853074537,0
1,85,1987,Apr,17,0.015611464,9.592142552,0
1,85,1987,May,17,0.01465173,16.79272003,0
1,85,1987,Jun,17,0.014890564,22.1579938,0
1,85,1987,Jul,17,0.014055918,24.17829109,0
1,85,1987,Aug,17,0.015011411,22.58354721,0
1,85,1987,Sep,17,0.0147043,18.44871404,0
1,85,1987,Oct,17,0.016064657,8.889677575,0
1,85,1987,Nov,17,0.016233876,7.103181478,1
1,85,1987,Dec,17,0.018049012,1.128103946,1
1,85,1988,Jan,17,0.018946364,-5.184312527,1
1,85,1988,Feb,17,0.020157876,-3.958374096,1
1,85,1988,Mar,17,0.018156429,3.542888664,0
1,85,1988,Apr,17,0.016002986,8.725871969,0
1,85,1988,May,17,0.016516859,15.45035889,0
1,85,1988,Jun,17,0.014174819,21.38830551,0
1,85,1988,Jul,17,0.014947564,24.41890685,0
1,85,1988,Aug,17,0.014479182,24.8080285,0
1,85,1988,Sep,17,0.015517063,18.86226606,0
1,85,1988,Oct,17,0.016531753,9.030059017,0
1,85,1988,Nov,17,0.016159789,5.865860272,1
1,85,1988,Dec,17,0.015618817,-0.992774351,1
1,85,1989,Jan,17,0.017232124,0.806945572,1
1,85,1989,Feb,17,0.018063049,-5.214501139,1
1,85,1989,Mar,17,0.018107888,2.560051837,0
1,85,1989,Apr,17,0.014754434,8.265942351,0
1,85,1989,May,17,0.014653721,13.37193759,0
1,85,1989,Jun,17,0.013661631,19.10765505,0
1,85,1989,Jul,17,0.013101188,23.20704767,0
1,85,1989,Aug,17,0.014106429,22.06558368,0
1,85,1989,Sep,17,0.01461387,17.08850433,0
1,85,1989,Oct,17,0.01571669,12.31053748,0
1,85,1989,Nov,17,0.015710834,4.061381784,1
1,85,1989,Dec,17,0.018749923,-7.265177894,1
1,85,1990,Jan,17,0.021351984,1.545745945,1
1,85,1990,Feb,17,0.018384518,0.581558012,1
1,85,1990,Mar,17,0.017338558,5.119198781,0
1,85,1990,Apr,17,0.01516745,8.843227606,0
1,85,1990,May,17,0.014972209,12.73736698,0
1,85,1990,Jun,17,0.015426869,19.66307728,0
1,85,1990,Jul,17,0.014072185,21.79845542,0
1,85,1990,Aug,17,0.012835709,21.68807211,0
1,85,1990,Sep,17,0.014136645,19.19443641,0
1,85,1990,Oct,17,0.016213326,11.19222802,0
1,85,1990,Nov,17,0.015397024,7.557441368,1
1,85,1990,Dec,17,0.016373916,-0.943276681,1
1,85,1991,Jan,17,0.018857977,-4.797834626,1
1,85,1991,Feb,17,0.01872467,0.110794138,1
1,85,1991,Mar,17,0.016725147,4.915034243,0
1,85,1991,Apr,17,0.016252352,10.68342733,0
1,85,1991,May,17,0.015291417,17.17533991,0
1,85,1991,Jun,17,0.01449206,22.14326971,0
1,85,1991,Jul,17,0.01363196,23.897817,0
1,85,1991,Aug,17,0.013771099,22.82862322,0
1,85,1991,Sep,17,0.014265778,18.14896263,0
1,85,1991,Oct,17,0.014563001,12.28727717,0
1,85,1991,Nov,17,0.016389296,2.759293484,1
1,85,1991,Dec,17,0.019082642,0.321308792,1
1,85,1992,Jan,17,0.018360353,-0.947937442,1
1,85,1992,Feb,17,0.016149688,1.421474437,1
1,85,1992,Mar,17,0.015678267,3.801067763,0
1,85,1992,Apr,17,0.015344414,7.778085324,0
1,85,1992,May,17,0.014246204,13.75404485,0
1,85,1992,Jun,17,0.014049553,18.32369996,0
1,85,1992,Jul,17,0.013149261,20.85397675,0
1,85,1992,Aug,17,0.013530471,19.80284088,0
1,85,1992,Sep,17,0.014070594,17.35200662,0
1,85,1992,Oct,17,0.014979966,11.18852459,0
1,85,1992,Nov,17,0.015365381,4.211015712,1
1,85,1992,Dec,17,0.016462527,-0.652721701,1
1,85,1993,Jan,17,0.017209334,-2.339253682,1
1,85,1993,Feb,17,0.017948822,-3.33541824,1
1,85,1993,Mar,17,0.017931733,1.483725925,0
1,85,1993,Apr,17,0.016447718,7.510175132,0
1,85,1993,May,17,0.014884042,14.39329919,0
1,85,1993,Jun,17,0.014780023,18.68570855,0
1,85,1993,Jul,17,0.01375353,23.12013784,0
1,85,1993,Aug,17,0.013867099,22.91477766,0
1,85,1993,Sep,17,0.013594906,15.85278276,0
1,85,1993,Oct,17,0.0174809,10.55748914,0
1,85,1993,Nov,17,0.016455357,4.22257128,1
1,85,1993,Dec,17,0.018336967,-0.39913378,1
1,85,1994,Jan,17,0.020621283,-7.001377455,1
1,85,1994,Feb,17,0.017669468,-3.81994205,1
1,85,1994,Mar,17,0.015207822,3.578455135,0
1,85,1994,Apr,17,0.016014151,9.716299499,0
1,85,1994,May,17,0.014450364,13.63520443,0
1,85,1994,Jun,17,0.013687164,20.470218,0
1,85,1994,Jul,17,0.012937628,22.35009888,0
1,85,1994,Aug,17,0.013366492,20.98005565,0
1,85,1994,Sep,17,0.014839549,18.66441613,0
1,85,1994,Oct,17,0.01544255,13.19017385,0
1,85,1994,Nov,17,0.015237,7.657984179,1
1,85,1994,Dec,17,0.016115495,2.00938003,1
1,85,1995,Jan,17,0.019806291,-3.081037255,1
1,85,1995,Feb,17,0.01887772,-2.071839543,1
1,85,1995,Mar,17,0.017572551,4.624906191,0
1,85,1995,Apr,17,0.015307109,7.923889931,0
1,85,1995,May,17,0.01448681,13.57228178,0
1,85,1995,Jun,17,0.013455582,20.94147905,0
1,85,1995,Jul,17,0.015801249,23.9938131,0
1,85,1995,Aug,17,0.01394621,25.49626552,0
1,85,1995,Sep,17,0.015205276,17.3782699,0
1,85,1995,Oct,17,0.01563606,12.52707719,0
1,85,1995,Nov,17,0.01740082,1.874716341,1
1,85,1995,Dec,17,0.016429066,-2.100683463,1
1,85,1996,Jan,17,0.017669483,-3.844721146,1
1,85,1996,Feb,17,0.016218165,-2.18789673,1
1,85,1996,Mar,17,0.016388675,0.27148548,0
1,85,1996,Apr,17,0.016672117,7.204780356,0
1,85,1996,May,17,0.014202252,12.86220558,0
1,85,1996,Jun,17,0.014216262,18.63564587,0
1,85,1996,Jul,17,0.013434815,20.78907223,0
1,85,1996,Aug,17,0.012359896,22.49107057,0
1,85,1996,Sep,17,0.012934816,17.77921111,0
1,85,1996,Oct,17,0.015343908,12.10541382,0
1,85,1996,Nov,17,0.015498055,1.712357961,1
1,85,1996,Dec,17,0.019298376,-0.995082503,1
1,85,1997,Jan,17,0.017406742,-5.723017091,1
1,85,1997,Feb,17,0.015729705,-0.501955055,1
1,85,1997,Mar,17,0.016987427,3.702913662,0
1,85,1997,Apr,17,0.015163803,6.869469613,0
1,85,1997,May,17,0.014485036,11.7137022,0
1,85,1997,Jun,17,0.013359541,19.15513465,0
1,85,1997,Jul,17,0.012883092,22.47075616,0
1,85,1997,Aug,17,0.012424505,20.79354201,0
1,85,1997,Sep,17,0.013546033,18.0830646,0
1,85,1997,Oct,17,0.014578232,12.10264458,0
1,85,1997,Nov,17,0.0142211,3.494784418,1
1,85,1997,Dec,17,0.016969308,0.241712039,1
1,85,1998,Jan,17,0.018202437,-0.576014924,1
1,85,1998,Feb,17,0.018813933,3.362274882,1
1,85,1998,Mar,17,0.016323971,3.587264294,0
1,85,1998,Apr,17,0.012380972,9.477735202,0
1,85,1998,May,17,0.013114619,17.34279117,0
1,85,1998,Jun,17,0.013274848,20.27837249,0
1,85,1998,Jul,17,0.012782887,23.32426742,0
1,85,1998,Aug,17,0.013084291,23.12879702,0
1,85,1998,Sep,17,0.01254594,20.53955228,0
1,85,1998,Oct,17,0.01446983,13.15703338,0
1,85,1998,Nov,17,0.014757885,7.21079762,1
1,85,1998,Dec,17,0.015974687,1.956075426,1
1,85,1999,Jan,17,0.019053275,-4.3685577,1
1,85,1999,Feb,17,0.018979433,1.951334961,1
1,85,1999,Mar,17,0.01988515,2.41983066,0
1,85,1999,Apr,17,0.01539895,9.876776719,0
1,85,1999,May,17,0.013997796,15.57331241,0
1,85,1999,Jun,17,0.012873621,20.703691,0
1,85,1999,Jul,17,0.013555323,25.08475548,0
1,85,1999,Aug,17,0.012551241,21.60316593,0
1,85,1999,Sep,17,0.013857348,18.05202472,0
1,85,1999,Oct,17,0.014762193,11.9959738,0
1,85,1999,Nov,17,0.014532952,8.419881035,1
1,85,1999,Dec,17,0.017835845,0.281967372,1
1,85,2000,Jan,17,0.019762962,-2.726941549,1
1,85,2000,Feb,17,0.016395672,1.892123976,1
1,85,2000,Mar,17,0.013802003,6.471809382,0
1,85,2000,Apr,17,0.015569188,8.864078555,0
1,85,2000,May,17,0.013579224,15.97220402,0
1,85,2000,Jun,17,0.013195582,19.53763589,0
1,85,2000,Jul,17,0.012596638,21.7070551,0
1,85,2000,Aug,17,0.013778602,22.50446389,0
1,85,2000,Sep,17,0.013579998,18.24970216,0
1,85,2000,Oct,17,0.013962137,13.57150223,0
1,85,2000,Nov,17,0.015627146,4.027674981,1
1,85,2000,Dec,17,0.017591578,-6.772423678,1
1,85,2001,Jan,17,0.015858609,-2.843141743,1
1,85,2001,Feb,17,0.015511459,-1.700441718,1
1,85,2001,Mar,17,0.015752683,1.582114883,0
1,85,2001,Apr,17,0.015124809,11.22130799,0
1,85,2001,May,17,0.013207035,15.37335742,0
1,85,2001,Jun,17,0.013286717,19.33412318,0
1,85,2001,Jul,17,0.013089627,23.25101041,0
1,85,2001,Aug,17,0.012665193,23.08620301,0
1,85,2001,Sep,17,0.013545641,17.20149683,0
1,85,2001,Oct,17,0.014364576,11.56223041,0
1,85,2001,Nov,17,0.013781035,9.492002575,1
1,85,2001,Dec,17,0.015218008,2.196782789,1
1,85,2002,Jan,17,0.016456117,0.542225837,1
1,85,2002,Feb,17,0.016696226,0.885801294,1
1,85,2002,Mar,17,0.016505193,1.861634426,0
1,85,2002,Apr,17,0.01504798,9.395558362,0
1,85,2002,May,17,0.013603494,12.43617504,0
1,85,2002,Jun,17,0.01280179,20.73745718,0
1,85,2002,Jul,17,0.013136129,24.82605115,0
1,85,2002,Aug,17,0.012645638,22.99314981,0
1,85,2002,Sep,17,0.014292557,20.02419801,0
1,85,2002,Oct,17,0.013475106,10.59924387,0
1,85,2002,Nov,17,0.014101207,4.190672042,1
