"","model.2.mean","model.2.ll","model.2.ul","age","sex","cause"
"1",0.0106759345487372,-0.00276214231473068,0.0245642452781215,5,1,"Intentional self-harm"
"2",0.00970706615111025,-0.00392915834834612,0.023398871410573,5,1,"Intentional self-harm"
"3",0.00859687063479283,-0.00635185974643871,0.0230963501746085,5,1,"Intentional self-harm"
"4",0.00967568319840498,-0.0062035912357928,0.0259423519065004,5,1,"Intentional self-harm"
"5",0.00887043562429739,-0.00812920231615078,0.0257558960261123,5,1,"Intentional self-harm"
"6",0.00774556202410434,-0.0106123416679064,0.0252246844063371,5,1,"Intentional self-harm"
"7",0.00712801340675356,-0.0119255110454104,0.0248572033281137,5,1,"Intentional self-harm"
"8",0.00645531505468983,-0.0131086724621491,0.0240355303708033,5,1,"Intentional self-harm"
"9",0.00789981883750505,-0.0103117636239097,0.0253593929270443,5,1,"Intentional self-harm"
"10",0.00820972319179994,-0.00887641317914804,0.0246485934128977,5,1,"Intentional self-harm"
"11",0.00874395091305621,-0.0066903914219886,0.0237573764154552,5,1,"Intentional self-harm"
"12",0.0111675229245276,-0.00255827589690526,0.0257011465424117,5,1,"Intentional self-harm"
"13",0.00726615376984246,0.00121817651572425,0.0132926405711593,25,1,"Intentional self-harm"
"14",0.00976275235488689,0.00368354066880229,0.0163077448795226,25,1,"Intentional self-harm"
"15",0.00441624157590878,-0.00275598144140621,0.0111491677645543,25,1,"Intentional self-harm"
"16",0.00390552262741999,-0.00433779034704225,0.0116274766220258,25,1,"Intentional self-harm"
"17",0.00393868458176752,-0.00470696527640058,0.0118653874557767,25,1,"Intentional self-harm"
"18",0.0107887649858564,0.00212578881319308,0.0207385163596642,25,1,"Intentional self-harm"
"19",0.00968516887878874,0.000945327702341648,0.0191350403900365,25,1,"Intentional self-harm"
"20",0.0054231899143729,-0.00445936799061931,0.0143755430327906,25,1,"Intentional self-harm"
"21",0.00805340598266182,-0.00097560255332666,0.0172317419934555,25,1,"Intentional self-harm"
"22",0.00828181459914511,3.98098945022535e-05,0.016630722747018,25,1,"Intentional self-harm"
"23",0.00924666746999784,0.0022397822732114,0.0166980181309008,25,1,"Intentional self-harm"
"24",0.00567880926192663,-0.000596567093735667,0.0116781569885512,25,1,"Intentional self-harm"
"25",0.00620314436840372,0.000164934513838803,0.0122601991714405,45,1,"Intentional self-harm"
"26",0.0069356080630095,0.000887268751347258,0.0129073825047489,45,1,"Intentional self-harm"
"27",0.0109934390982747,0.00441420426600436,0.0181824588395792,45,1,"Intentional self-harm"
